"gene_id","transcript_id","intron_length","exon_length"
"ENSG00000272088.1","ENST00000606489.1",0,"382"
"ENSG00000238260.1","ENST00000435049.1","932","622"
"ENSG00000227589.1","ENST00000443034.1","9081","754"
"ENSG00000235131.1","ENST00000416554.1","1748","351"
"ENSG00000272153.1","ENST00000607459.1",0,"531"
"ENSG00000236423.6","ENST00000442673.1","13763","3059"
"ENSG00000236423.6","ENST00000439488.1","13092","1940"
"ENSG00000233304.7","ENST00000412674.1","11404","3242"
"ENSG00000233304.7","ENST00000664502.1","705","1406"
"ENSG00000226374.3","ENST00000635247.1","2708","1646"
"ENSG00000284668.2","ENST00000642026.2","35814","758"
"ENSG00000284668.2","ENST00000641562.1","21379","540"
"ENSG00000284668.2","ENST00000641078.1","21458","1258"
"ENSG00000284703.1","ENST00000642139.1","1771","4817"
"ENSG00000235054.4","ENST00000423197.2","10560","2077"
"ENSG00000284694.1","ENST00000641472.1","1843","3402"
"ENSG00000227169.2","ENST00000438791.2","55","356"
"ENSG00000232596.3","ENST00000667354.1","21808","713"
"ENSG00000232596.3","ENST00000659083.1","21293","1213"
"ENSG00000232596.3","ENST00000661628.1","12048","1531"
"ENSG00000232596.3","ENST00000420522.1","11192","682"
"ENSG00000287586.1","ENST00000658045.1","505","3030"
"ENSG00000284739.1","ENST00000641254.1","8881","464"
"ENSG00000284674.1","ENST00000641403.1","6608","1580"
"ENSG00000231510.1","ENST00000443270.1","3992","449"
"ENSG00000284616.1","ENST00000641871.1","4242","1225"
"ENSG00000284692.2","ENST00000641860.1","1053","2210"
"ENSG00000284692.2","ENST00000649109.1","1146","830"
"ENSG00000284666.1","ENST00000641583.1","633","609"
"ENSG00000260972.1","ENST00000564261.1",0,"1697"
"ENSG00000236948.2","ENST00000637702.1","105700","847"
"ENSG00000236948.2","ENST00000413887.1","80565","363"
"ENSG00000226944.1","ENST00000455744.1","563","378"
"ENSG00000225077.3","ENST00000650463.1","2677","2040"
"ENSG00000225077.3","ENST00000441724.1","1563","1138"
"ENSG00000271746.1","ENST00000607670.1",0,"837"
"ENSG00000231868.1","ENST00000419034.1","3622","351"
"ENSG00000228750.7","ENST00000432429.5","1086","1686"
"ENSG00000228750.7","ENST00000421469.3","4689","681"
"ENSG00000284744.1","ENST00000641757.1","1098","987"
"ENSG00000237436.1","ENST00000442889.1","537","415"
"ENSG00000237365.1","ENST00000456701.1","5555","349"
"ENSG00000237402.1","ENST00000427317.1","964","365"
"ENSG00000237728.2","ENST00000618051.1","6835","433"
"ENSG00000237728.2","ENST00000411708.1","846","391"
"ENSG00000225126.1","ENST00000440032.1","98","361"
"ENSG00000270171.1","ENST00000602640.1",0,"1721"
"ENSG00000270035.1","ENST00000602973.1",0,"570"
"ENSG00000269978.1","ENST00000602916.1",0,"267"
"ENSG00000269925.1","ENST00000602406.1",0,"393"
"ENSG00000236266.1","ENST00000451646.1","16271","830"
"ENSG00000284747.1","ENST00000641354.1","12078","2101"
"ENSG00000284747.1","ENST00000642135.1","1186","2236"
"ENSG00000284716.1","ENST00000641100.1","705","1043"
"ENSG00000238290.1","ENST00000445300.1","93921","2044"
"ENSG00000227634.3","ENST00000670361.1","13007","683"
"ENSG00000227634.3","ENST00000452982.1","6042","497"
"ENSG00000233645.1","ENST00000424689.1","1863","477"
"ENSG00000232912.6","ENST00000653698.1","8562","1052"
"ENSG00000228423.2","ENST00000433876.2","839","353"
"ENSG00000230679.1","ENST00000442636.1","604","456"
"ENSG00000228526.7","ENST00000635687.1","30171","4211"
"ENSG00000228526.7","ENST00000635405.2","14616","4457"
"ENSG00000234546.4","ENST00000635271.1","13393","888"
"ENSG00000234546.4","ENST00000664915.1","8816","1114"
"ENSG00000234546.4","ENST00000657715.1","8647","1265"
"ENSG00000284652.1","ENST00000641006.1",0,"1765"
"ENSG00000284693.1","ENST00000641325.1","1540","2442"
"ENSG00000235263.1","ENST00000441033.1","1672","708"
"ENSG00000179840.5","ENST00000377320.3","154","1823"
"ENSG00000231789.2","ENST00000415330.2","14191","939"
"ENSG00000223989.1","ENST00000454104.1","1413","424"
"ENSG00000285701.1","ENST00000648956.1","6659","762"
"ENSG00000228150.1","ENST00000445884.1","6612","440"
"ENSG00000241326.1","ENST00000413148.1","992","436"
"ENSG00000284735.1","ENST00000641619.1","211","917"
"ENSG00000284735.1","ENST00000641117.1","1131","1392"
"ENSG00000284642.1","ENST00000641335.1","446","1369"
"ENSG00000271989.1","ENST00000607572.1",0,"797"
"ENSG00000203469.2","ENST00000424487.1","317","467"
"ENSG00000287727.1","ENST00000663738.1","1355","2876"
"ENSG00000272078.1","ENST00000606802.1","7170","7923"
"ENSG00000226849.1","ENST00000452378.1","1945","2682"
"ENSG00000230337.1","ENST00000447600.1","1890","487"
"ENSG00000225602.5","ENST00000445982.5","4935","705"
"ENSG00000284646.1","ENST00000641979.1","6618","742"
"ENSG00000285833.1","ENST00000649975.1","163","1051"
"ENSG00000235643.2","ENST00000453135.2","2540","1351"
"ENSG00000284708.1","ENST00000642131.1","17765","2094"
"ENSG00000177553.6","ENST00000376620.3","675","1868"
"ENSG00000285646.2","ENST00000661075.1","4432","952"
"ENSG00000285646.2","ENST00000649268.2","4349","743"
"ENSG00000285646.2","ENST00000660618.1","4432","1715"
"ENSG00000287384.1","ENST00000660216.1",0,"595"
"ENSG00000285604.1","ENST00000647616.1","2628","1196"
"ENSG00000229484.1","ENST00000416696.1","259","438"
"ENSG00000272482.1","ENST00000606790.1",0,"345"
"ENSG00000228338.1","ENST00000438401.1","96","378"
"ENSG00000233336.1","ENST00000437631.1","96","384"
"ENSG00000228229.2","ENST00000432559.2","96","384"
"ENSG00000259961.1","ENST00000563570.1","2574","477"
"ENSG00000237445.2","ENST00000441809.2","2221","379"
"ENSG00000231606.2","ENST00000657859.1","36573","1239"
"ENSG00000231606.2","ENST00000449215.2","81842","713"
"ENSG00000234593.3","ENST00000666654.1","79806","1343"
"ENSG00000234593.3","ENST00000661309.1","1490","888"
"ENSG00000234593.3","ENST00000665002.1","69792","1227"
"ENSG00000234593.3","ENST00000447908.3","69765","869"
"ENSG00000287756.1","ENST00000666715.1","1806","1453"
"ENSG00000175147.13","ENST00000310916.6","33550","7100"
"ENSG00000175147.13","ENST00000404665.4","33671","6919"
"ENSG00000175147.13","ENST00000669314.1","31085","3126"
"ENSG00000175147.13","ENST00000660005.1","31900","1332"
"ENSG00000204464.7","ENST00000424792.5","6719","255"
"ENSG00000204464.7","ENST00000625027.2","2403","441"
"ENSG00000233485.1","ENST00000428747.1","14092","3105"
"ENSG00000236045.1","ENST00000439788.1","572","727"
"ENSG00000228140.2","ENST00000427824.1","1277","5178"
"ENSG00000272510.1","ENST00000606186.1",0,"346"
"ENSG00000237301.1","ENST00000428945.1","14646","2845"
"ENSG00000271742.1","ENST00000606262.1",0,"256"
"ENSG00000237938.5","ENST00000453804.1","13533","645"
"ENSG00000224459.1","ENST00000418525.1","9207","639"
"ENSG00000179743.4","ENST00000317122.2","11201","2473"
"ENSG00000233078.1","ENST00000437156.1","46","466"
"ENSG00000227959.1","ENST00000424774.1","1215","904"
"ENSG00000224621.1","ENST00000426353.1","2074","544"
"ENSG00000234166.1","ENST00000457809.1","65","439"
"ENSG00000288398.1","ENST00000671994.1",0,"2662"
"ENSG00000226029.1","ENST00000457898.1","4289","3245"
"ENSG00000261135.1","ENST00000562878.1",0,"1110"
"ENSG00000285853.1","ENST00000648419.1","5197","1558"
"ENSG00000224174.2","ENST00000452795.2","776","327"
"ENSG00000233421.5","ENST00000415386.2","216","1548"
"ENSG00000271732.1","ENST00000607700.1",0,"339"
"ENSG00000282143.1","ENST00000633763.1","9829","817"
"ENSG00000279151.1","ENST00000624517.1","3643","406"
"ENSG00000282740.1","ENST00000633433.1","9833","819"
"ENSG00000223643.6","ENST00000422345.1","1074","735"
"ENSG00000228549.5","ENST00000438002.1","615","2520"
"ENSG00000238142.2","ENST00000654227.1","430","1512"
"ENSG00000238142.2","ENST00000671472.1","762","1184"
"ENSG00000272426.1","ENST00000606899.1",0,"438"
"ENSG00000286898.1","ENST00000654887.1","1106","385"
"ENSG00000226526.1","ENST00000446261.1","25530","636"
"ENSG00000204362.6","ENST00000412427.1","3159","4676"
"ENSG00000204362.6","ENST00000634972.1","6009","590"
"ENSG00000282843.1","ENST00000635428.1","7274","1228"
"ENSG00000227751.1","ENST00000439577.1","312","311"
"ENSG00000236648.2","ENST00000670395.1","3774","943"
"ENSG00000236648.2","ENST00000653706.1","3977","700"
"ENSG00000284653.1","ENST00000641892.1","27888","2013"
"ENSG00000261781.1","ENST00000569711.1","6285","2471"
"ENSG00000230035.2","ENST00000419667.2","11988","430"
"ENSG00000225387.1","ENST00000420211.1","2195","491"
"ENSG00000272084.1","ENST00000606379.1",0,"3402"
"ENSG00000230424.1","ENST00000437898.1","29697","507"
"ENSG00000235185.1","ENST00000416470.1","4824","207"
"ENSG00000235434.1","ENST00000454736.1","4689","447"
"ENSG00000227066.2","ENST00000431027.1","382","2493"
"ENSG00000228105.2","ENST00000659784.1","924","621"
"ENSG00000284710.1","ENST00000641138.1","979","1548"
"ENSG00000226664.1","ENST00000444923.1","28748","229"
"ENSG00000236963.7","ENST00000426428.5","65211","2993"
"ENSG00000236963.7","ENST00000670217.1","54889","1319"
"ENSG00000236963.7","ENST00000635564.2","29712","1018"
"ENSG00000226487.1","ENST00000421114.1","574","376"
"ENSG00000284641.1","ENST00000641937.1","1152","1156"
"ENSG00000284743.1","ENST00000641097.1","945","674"
"ENSG00000117242.7","ENST00000451424.1","5094","4443"
"ENSG00000233069.1","ENST00000436642.1","774","299"
"ENSG00000287192.1","ENST00000669329.1",0,"1111"
"ENSG00000236936.1","ENST00000416959.1","447","723"
"ENSG00000231105.2","ENST00000449034.1","4006","2479"
"ENSG00000236009.1","ENST00000444647.1","988","607"
"ENSG00000233431.1","ENST00000457706.1","3895","821"
"ENSG00000285959.1","ENST00000650360.1","45543","1469"
"ENSG00000228397.3","ENST00000655353.1","464","1039"
"ENSG00000228397.3","ENST00000655655.1",0,"1470"
"ENSG00000228397.3","ENST00000635097.2","453","1035"
"ENSG00000218510.9","ENST00000635675.2","5262","1404"
"ENSG00000218510.9","ENST00000634712.2","4334","1388"
"ENSG00000218510.9","ENST00000634451.2","4420","687"
"ENSG00000218510.9","ENST00000452322.2","3674","1391"
"ENSG00000285752.1","ENST00000649486.1","22037","2574"
"ENSG00000230068.2","ENST00000431803.2","4311","692"
"ENSG00000285873.1","ENST00000648968.1","13741","811"
"ENSG00000237200.1","ENST00000438551.1","1962","273"
"ENSG00000225952.1","ENST00000419644.1","657","480"
"ENSG00000240553.1","ENST00000427154.1","67246","666"
"ENSG00000261326.4","ENST00000655082.1","881","5301"
"ENSG00000261326.4","ENST00000647667.1","1506","3732"
"ENSG00000284726.1","ENST00000641772.1","4466","604"
"ENSG00000249087.7","ENST00000671509.1","1814","590"
"ENSG00000249087.7","ENST00000454117.1","1625","997"
"ENSG00000249087.7","ENST00000335648.3",0,"2547"
"ENSG00000249087.7","ENST00000518821.1","1814","461"
"ENSG00000249087.7","ENST00000437367.3","1928","606"
"ENSG00000249087.7","ENST00000518600.1","264","376"
"ENSG00000271420.1","ENST00000605350.1",0,"650"
"ENSG00000235052.1","ENST00000451217.1","1321","456"
"ENSG00000285802.1","ENST00000648225.1","15864","1322"
"ENSG00000197880.9","ENST00000477916.5","57293","1781"
"ENSG00000236810.6","ENST00000655402.1","69881","1502"
"ENSG00000236810.6","ENST00000427796.5","16832","1074"
"ENSG00000236810.6","ENST00000664563.1","16836","940"
"ENSG00000236810.6","ENST00000652963.1","10777","1105"
"ENSG00000232557.3","ENST00000411815.3","565","210"
"ENSG00000225315.2","ENST00000439239.2","45511","454"
"ENSG00000230703.1","ENST00000429191.1","16331","461"
"ENSG00000230023.2","ENST00000439059.2","9605","1849"
"ENSG00000232298.2","ENST00000437965.1","13490","856"
"ENSG00000286061.1","ENST00000651630.1","38572","559"
"ENSG00000264443.1","ENST00000577528.1","15778","1445"
"ENSG00000284699.1","ENST00000641176.1","11817","886"
"ENSG00000229162.1","ENST00000456316.1","933","820"
"ENSG00000261025.1","ENST00000568143.1",0,"2443"
"ENSG00000285823.1","ENST00000648363.1","5161","1108"
"ENSG00000233755.1","ENST00000424084.1","68923","490"
"ENSG00000233755.1","ENST00000429666.1","2049","614"
"ENSG00000231953.2","ENST00000455902.2","311","988"
"ENSG00000284602.1","ENST00000641729.1",0,"2190"
"ENSG00000284657.1","ENST00000641059.1",0,"760"
"ENSG00000272432.1","ENST00000607698.1",0,"485"
"ENSG00000225643.1","ENST00000412797.1","8396","483"
"ENSG00000233478.1","ENST00000436991.1","12344","2224"
"ENSG00000228172.5","ENST00000442055.5","2589","435"
"ENSG00000228172.5","ENST00000453649.1","2477","517"
"ENSG00000228172.5","ENST00000536896.2",0,"2307"
"ENSG00000272478.1","ENST00000606617.1",0,"222"
"ENSG00000236528.1","ENST00000455431.1","2959","849"
"ENSG00000284309.1","ENST00000640097.1","1494","941"
"ENSG00000225891.2","ENST00000423060.1","3998","529"
"ENSG00000225891.2","ENST00000656565.1","4119","1140"
"ENSG00000260063.1","ENST00000569378.1",0,"2000"
"ENSG00000226698.1","ENST00000448791.1","1807","306"
"ENSG00000224311.1","ENST00000425205.1","4868","379"
"ENSG00000241169.1","ENST00000492975.1","1957","428"
"ENSG00000237429.1","ENST00000443579.1","4474","283"
"ENSG00000233975.2","ENST00000681370.1","4233","1663"
"ENSG00000225886.3","ENST00000430683.1","320","489"
"ENSG00000287244.1","ENST00000662905.1",0,"935"
"ENSG00000269971.1","ENST00000602607.1",0,"184"
"ENSG00000270031.1","ENST00000602843.1",0,"359"
"ENSG00000286433.1","ENST00000660844.1","1927","1471"
"ENSG00000227050.1","ENST00000448015.1","20828","491"
"ENSG00000270605.1","ENST00000604716.1",0,"1945"
"ENSG00000271398.1","ENST00000605846.1",0,"425"
"ENSG00000242125.3","ENST00000413987.1","2712","2201"
"ENSG00000197989.14","ENST00000531126.6","2608","550"
"ENSG00000197989.14","ENST00000481220.6","2562","754"
"ENSG00000197989.14","ENST00000648127.1","2578","1871"
"ENSG00000197989.14","ENST00000475441.6","2561","524"
"ENSG00000197989.14","ENST00000488745.5","3078","1365"
"ENSG00000197989.14","ENST00000483436.5","2591","682"
"ENSG00000197989.14","ENST00000650239.1","1709","1149"
"ENSG00000229388.1","ENST00000420776.1","4679","624"
"ENSG00000229388.1","ENST00000427804.1","1803","688"
"ENSG00000270103.3","ENST00000602813.1",0,"131"
"ENSG00000233427.1","ENST00000418471.1","5769","1085"
"ENSG00000225750.1","ENST00000413004.1","2222","279"
"ENSG00000237934.1","ENST00000427046.1","311","573"
"ENSG00000230523.1","ENST00000417651.1","18347","2148"
"ENSG00000228176.1","ENST00000422638.1","199","498"
"ENSG00000284676.1","ENST00000641702.1","33470","1953"
"ENSG00000233399.2","ENST00000445180.2","22142","1519"
"ENSG00000233372.1","ENST00000441046.1","794","551"
"ENSG00000236335.1","ENST00000427319.1","1572","507"
"ENSG00000231949.1","ENST00000420354.1","4803","481"
"ENSG00000186056.10","ENST00000414532.6","4316","3925"
"ENSG00000186056.10","ENST00000649861.1","6060","1530"
"ENSG00000287510.1","ENST00000655364.1","658","1077"
"ENSG00000229607.1","ENST00000440358.1","4732","444"
"ENSG00000223382.5","ENST00000658212.1","9071","1112"
"ENSG00000223382.5","ENST00000659416.1","8835","1176"
"ENSG00000235143.1","ENST00000431202.1","350","1747"
"ENSG00000229044.1","ENST00000430143.1","13294","439"
"ENSG00000284543.1","ENST00000639839.1","76468","554"
"ENSG00000284543.1","ENST00000640226.1","76481","551"
"ENSG00000284543.1","ENST00000639741.1","33875","508"
"ENSG00000284543.1","ENST00000640157.1","15500","574"
"ENSG00000284543.1","ENST00000640623.1","3070","5019"
"ENSG00000284543.1","ENST00000638644.1","45534","541"
"ENSG00000284543.1","ENST00000640630.1","105","1122"
"ENSG00000284543.1","ENST00000639946.1","2372","354"
"ENSG00000284543.1","ENST00000639047.1",0,"3607"
"ENSG00000229167.2","ENST00000435872.1","3398","591"
"ENSG00000229167.2","ENST00000664491.1","2488","386"
"ENSG00000235790.7","ENST00000623791.3","15003","695"
"ENSG00000235790.7","ENST00000610043.5","14828","900"
"ENSG00000235790.7","ENST00000585660.5","14094","700"
"ENSG00000235790.7","ENST00000591592.5","14228","578"
"ENSG00000235790.7","ENST00000609033.5","13776","813"
"ENSG00000235790.7","ENST00000445166.1","3468","362"
"ENSG00000264078.1","ENST00000581333.1","4198","480"
"ENSG00000254545.1","ENST00000527035.1","1656","537"
"ENSG00000203620.2","ENST00000453837.1","11293","2257"
"ENSG00000269967.1","ENST00000602889.1","69342","587"
"ENSG00000228634.1","ENST00000447478.1","439","517"
"ENSG00000284702.1","ENST00000641788.1","12973","1873"
"ENSG00000203325.3","ENST00000366152.3","20560","624"
"ENSG00000250135.1","ENST00000515055.1","5169","667"
"ENSG00000224066.1","ENST00000373604.4","775","642"
"ENSG00000224066.1","ENST00000421616.1","531","786"
"ENSG00000233775.1","ENST00000448134.1","783","687"
"ENSG00000224409.1","ENST00000421619.1","7109","395"
"ENSG00000287691.1","ENST00000661031.1","25610","575"
"ENSG00000236065.2","ENST00000427524.1","43715","1680"
"ENSG00000284721.1","ENST00000641271.1","3634","1932"
"ENSG00000270115.1","ENST00000602618.1",0,"469"
"ENSG00000225313.5","ENST00000630229.1","18171","870"
"ENSG00000225313.5","ENST00000457957.2","18037","636"
"ENSG00000225313.5","ENST00000587696.2","11148","1432"
"ENSG00000225313.5","ENST00000624012.1","10356","1047"
"ENSG00000233246.1","ENST00000432703.1","12404","490"
"ENSG00000231163.6","ENST00000425631.5","15139","1367"
"ENSG00000231163.6","ENST00000654712.1","22849","678"
"ENSG00000231163.6","ENST00000659019.1","13451","1132"
"ENSG00000231163.6","ENST00000663192.1","22318","1101"
"ENSG00000231163.6","ENST00000663471.1","22248","1289"
"ENSG00000231163.6","ENST00000661122.1","13543","1029"
"ENSG00000231163.6","ENST00000660205.1","22300","1190"
"ENSG00000231163.6","ENST00000653656.1","13183","1043"
"ENSG00000287703.1","ENST00000666642.1","44150","1426"
"ENSG00000255811.1","ENST00000542839.1","26112","560"
"ENSG00000230163.1","ENST00000429293.1","142","720"
"ENSG00000284640.1","ENST00000641402.1","3035","1886"
"ENSG00000227409.1","ENST00000432683.1","6797","459"
"ENSG00000239636.1","ENST00000444348.1","7063","852"
"ENSG00000232335.1","ENST00000373226.2","3649","539"
"ENSG00000286899.1","ENST00000655341.1","91","1802"
"ENSG00000271914.1","ENST00000606838.1",0,"396"
"ENSG00000271554.1","ENST00000466576.2","21042","367"
"ENSG00000271554.1","ENST00000479395.2","3865","385"
"ENSG00000286379.1","ENST00000657488.1","899","4878"
"ENSG00000284705.1","ENST00000641463.1","3936","2694"
"ENSG00000284720.1","ENST00000642109.1","83","1521"
"ENSG00000234481.2","ENST00000664693.1","5179","778"
"ENSG00000284650.1","ENST00000642067.1","1619","1039"
"ENSG00000223944.2","ENST00000655056.1","161057","2824"
"ENSG00000233621.2","ENST00000668045.1","121586","1867"
"ENSG00000233621.2","ENST00000424989.1","18138","1395"
"ENSG00000284748.1","ENST00000641190.1","9885","1326"
"ENSG00000233728.1","ENST00000433474.1","460","700"
"ENSG00000230955.1","ENST00000419993.1","403","481"
"ENSG00000224592.5","ENST00000428151.1","71028","573"
"ENSG00000284623.1","ENST00000641212.1","9568","1562"
"ENSG00000286552.1","ENST00000655033.1","11969","1033"
"ENSG00000287987.1","ENST00000671301.1","15487","1235"
"ENSG00000237290.2","ENST00000431311.1","3451","2283"
"ENSG00000238063.3","ENST00000658664.1","642","1016"
"ENSG00000238063.3","ENST00000671197.1","40073","1310"
"ENSG00000284632.1","ENST00000641481.1","60874","890"
"ENSG00000284632.1","ENST00000641963.1","22405","514"
"ENSG00000273637.1","ENST00000622355.1","32991","2171"
"ENSG00000228436.3","ENST00000667635.1","103894","1172"
"ENSG00000228436.3","ENST00000433671.2","58767","630"
"ENSG00000287422.1","ENST00000669616.1","10010","1941"
"ENSG00000226438.1","ENST00000289890.7","7254","558"
"ENSG00000228060.3","ENST00000415255.2","7493","1316"
"ENSG00000225903.1","ENST00000424418.1","184","304"
"ENSG00000285905.1","ENST00000648746.1","232","1218"
"ENSG00000261798.1","ENST00000566366.1",0,"1196"
"ENSG00000284719.1","ENST00000641382.1","5230","801"
"ENSG00000284719.1","ENST00000641632.1","3832","1098"
"ENSG00000284678.1","ENST00000641026.1","15374","673"
"ENSG00000236546.1","ENST00000418255.1","569","785"
"ENSG00000259943.1","ENST00000567508.1",0,"1541"
"ENSG00000284677.1","ENST00000642138.1","13168","673"
"ENSG00000260920.2","ENST00000565390.2",0,"2449"
"ENSG00000238287.1","ENST00000450713.1","14900","605"
"ENSG00000227278.1","ENST00000453437.1","165","432"
"ENSG00000238186.1","ENST00000437060.1","875","546"
"ENSG00000286838.1","ENST00000666986.1","23950","720"
"ENSG00000287743.1","ENST00000658681.1","5961","1672"
"ENSG00000237899.1","ENST00000440100.1","18029","471"
"ENSG00000272145.1","ENST00000606277.1",0,"1687"
"ENSG00000229528.1","ENST00000414199.1","12286","471"
"ENSG00000286668.1","ENST00000653821.1","4877","1354"
"ENSG00000281207.1","ENST00000626479.1","24501","4800"
"ENSG00000287400.1","ENST00000657314.1","92436","4437"
"ENSG00000235358.2","ENST00000670398.1","29855","1066"
"ENSG00000235358.2","ENST00000445073.1","41578","709"
"ENSG00000235358.2","ENST00000422305.1","3259","514"
"ENSG00000229901.1","ENST00000429109.1","272","394"
"ENSG00000230881.1","ENST00000440249.1","161","265"
"ENSG00000287587.1","ENST00000670076.1","14454","1188"
"ENSG00000227527.2","ENST00000436207.2","2330","661"
"ENSG00000285728.2","ENST00000649886.1","21433","2041"
"ENSG00000285728.2","ENST00000667389.1","6318","1885"
"ENSG00000234917.2","ENST00000414339.2","2324","601"
"ENSG00000228452.1","ENST00000447572.1","494","484"
"ENSG00000228192.8","ENST00000659750.1","10762","3131"
"ENSG00000227533.6","ENST00000431759.5","23186","1124"
"ENSG00000227533.6","ENST00000653200.1","35965","1758"
"ENSG00000227533.6","ENST00000664148.1","36180","1535"
"ENSG00000283973.2","ENST00000640492.1","1948","759"
"ENSG00000283973.2","ENST00000658437.1","1451","621"
"ENSG00000287113.1","ENST00000671634.1",0,"557"
"ENSG00000234694.1","ENST00000424948.1","3314","661"
