"Gene","Gene_length","Transcript","Exon","intron_length","exon_length","TPE"
"ENSMUSG00000085248.3",5837,1,4,4718,1120,0.25
"ENSMUSG00000085447.2",17472,1,5,16581,892,0.2
"ENSMUSG00000086408.2",29374,1,3,28717,658,0.333333333333333
"ENSMUSG00000100965.2",1077,1,2,572,506,0.5
"ENSMUSG00000086009.2",4206,1,2,3356,851,0.5
"ENSMUSG00000085842.8",84125,1,5,82170,1878,0.2
"ENSMUSG00000085019.3",4914,1,3,4145,770,0.333333333333333
"ENSMUSG00000085400.2",42536,1,2,41675,862,0.5
"ENSMUSG00000100750.2",1451,1,1,0,1452,1
"ENSMUSG00000100811.2",3350,1,2,2618,733,0.5
"ENSMUSG00000100426.2",11015,1,2,10145,871,0.5
"ENSMUSG00000084799.8",45212,3,8,85303,2906,0.375
"ENSMUSG00000101599.2",9719,1,1,0,9720,1
"ENSMUSG00000086730.3",7654,2,4,13551,1011,0.5
"ENSMUSG00000087561.8",6272,1,5,5391,877,0.2
"ENSMUSG00000044689.6",4272,1,2,2841,1432,0.5
"ENSMUSG00000086836.2",12128,1,4,11751,378,0.25
"ENSMUSG00000101895.2",117052,1,2,115765,1288,0.5
"ENSMUSG00000101832.2",8249,1,4,7738,512,0.25
"ENSMUSG00000100437.2",2821,1,3,2497,325,0.333333333333333
"ENSMUSG00000087213.3",10788,2,6,16904,1146,0.333333333333333
"ENSMUSG00000073656.5",6520,1,3,4860,1661,0.333333333333333
"ENSMUSG00000086204.2",74409,1,5,73732,678,0.2
"ENSMUSG00000085075.2",12843,1,2,12318,526,0.5
"ENSMUSG00000087329.4",1520,1,3,945,576,0.333333333333333
"ENSMUSG00000087514.2",14827,1,2,14348,480,0.5
"ENSMUSG00000099804.2",3028,1,1,0,3029,1
"ENSMUSG00000100354.2",3431,1,1,0,3432,1
"ENSMUSG00000101156.2",33775,1,4,31268,2508,0.25
"ENSMUSG00000100815.2",3486,1,1,0,3487,1
"ENSMUSG00000099954.2",1874,1,1,0,1875,1
"ENSMUSG00000073652.11",10006,2,7,12111,2019,0.285714285714286
"ENSMUSG00000099707.7",3092,3,7,5482,1698,0.428571428571429
"ENSMUSG00000101211.2",23057,1,2,20069,2989,0.5
"ENSMUSG00000101848.2",46197,1,3,45105,1093,0.333333333333333
"ENSMUSG00000101764.2",55050,1,2,54310,741,0.5
"ENSMUSG00000102123.2",14846,1,4,12799,2048,0.25
"ENSMUSG00000110712.2",1775,1,3,494,1227,0.333333333333333
"ENSMUSG00000101968.7",40663,4,11,60414,1693,0.363636363636364
"ENSMUSG00000101112.2",37296,1,3,36781,516,0.333333333333333
"ENSMUSG00000099877.7",16794,2,8,25900,3131,0.25
"ENSMUSG00000101812.2",31822,1,3,31261,562,0.333333333333333
"ENSMUSG00000100444.2",7695,3,8,8061,5426,0.375
"ENSMUSG00000100429.2",7412,1,2,6753,660,0.5
"ENSMUSG00000100301.7",246378,1,9,244285,2094,0.111111111111111
"ENSMUSG00000101344.2",91596,1,8,90807,790,0.125
"ENSMUSG00000101503.2",705,1,2,372,334,0.5
"ENSMUSG00000099931.2",3264,2,3,569,4961,0.666666666666667
"ENSMUSG00000099472.2",2462,1,3,1705,758,0.333333333333333
"ENSMUSG00000089964.2",29058,1,4,27129,1930,0.25
"ENSMUSG00000089653.2",5282,1,3,4766,517,0.333333333333333
"ENSMUSG00000099519.2",13415,1,8,8185,5231,0.125
"ENSMUSG00000101840.2",5105,1,2,4720,386,0.5
"ENSMUSG00000100556.2",3047,1,3,2833,215,0.333333333333333
"ENSMUSG00000085653.8",6800,1,4,6130,671,0.25
"ENSMUSG00000086053.2",4232,1,2,3761,472,0.5
"ENSMUSG00000099996.2",2098,1,4,1612,487,0.25
"ENSMUSG00000100827.2",107730,1,2,107056,675,0.5
"ENSMUSG00000100553.7",12895,1,5,10892,2004,0.2
"ENSMUSG00000100534.2",137320,1,2,134865,2456,0.5
"ENSMUSG00000101849.2",1848,1,1,0,1849,1
"ENSMUSG00000102052.2",29410,1,4,28557,854,0.25
"ENSMUSG00000099561.2",14478,1,4,13029,1450,0.25
"ENSMUSG00000099364.3",16415,1,2,14325,2091,0.5
"ENSMUSG00000100562.2",4620,1,2,3610,1011,0.5
"ENSMUSG00000099706.2",432888,1,4,429606,3283,0.25
"ENSMUSG00000101324.2",1394,1,2,706,689,0.5
"ENSMUSG00000099552.2",7354,2,5,7317,2864,0.4
"ENSMUSG00000101257.2",3748,1,2,2288,1461,0.5
"ENSMUSG00000101722.2",3429,1,2,210,3220,0.5
"ENSMUSG00000101483.2",33935,2,6,62634,1023,0.333333333333333
"ENSMUSG00000100786.2",10253,1,3,8572,1682,0.333333333333333
"ENSMUSG00000097564.3",33241,2,6,36791,1658,0.333333333333333
"ENSMUSG00000101450.2",1016,1,1,0,1017,1
"ENSMUSG00000100170.2",542,1,2,178,365,0.5
"ENSMUSG00000100580.7",252094,2,12,317122,2943,0.166666666666667
"ENSMUSG00000073631.3",1562,1,1,0,1563,1
"ENSMUSG00000072109.12",8089,1,6,5887,1515,0.166666666666667
"ENSMUSG00000090252.2",8614,1,2,7725,890,0.5
"ENSMUSG00000091199.11",18626,1,4,18235,392,0.25
"ENSMUSG00000089652.2",15886,1,2,13462,2425,0.5
"ENSMUSG00000089714.2",16028,1,2,13624,2405,0.5
"ENSMUSG00000090103.2",553,1,2,127,427,0.5
"ENSMUSG00000073628.6",7811,2,4,7095,1089,0.5
"ENSMUSG00000090246.2",9363,1,2,6959,2405,0.5
"ENSMUSG00000100217.2",9423,1,4,8603,821,0.25
"ENSMUSG00000099767.2",4085,1,2,92,3994,0.5
"ENSMUSG00000100108.2",14552,1,4,13971,582,0.25
"ENSMUSG00000087538.2",25866,1,4,25490,377,0.25
"ENSMUSG00000099644.2",864,1,2,345,520,0.5
"ENSMUSG00000073627.8",14217,1,3,11099,3109,0.333333333333333
"ENSMUSG00000100768.2",1709,1,1,0,1710,1
"ENSMUSG00000099401.2",128209,1,4,127780,430,0.25
"ENSMUSG00000101625.2",16247,1,2,15363,885,0.5
"ENSMUSG00000099839.2",4109,1,3,2770,1340,0.333333333333333
"ENSMUSG00000089821.2",693,1,2,362,332,0.5
"ENSMUSG00000101942.2",952,1,2,112,841,0.5
"ENSMUSG00000092220.2",163191,1,2,5784,802,0.5
"ENSMUSG00000085420.2",5441,1,5,4206,1236,0.2
"ENSMUSG00000099553.2",18639,1,3,18169,471,0.333333333333333
"ENSMUSG00000100908.2",5875,1,2,5560,316,0.5
"ENSMUSG00000100798.2",10650,1,6,8028,2623,0.166666666666667
"ENSMUSG00000100367.2",1792,1,2,1220,573,0.5
"ENSMUSG00000097398.3",846,1,3,368,479,0.333333333333333
"ENSMUSG00000099848.2",6935,1,2,6652,284,0.5
"ENSMUSG00000099378.2",6097,1,3,5495,603,0.333333333333333
"ENSMUSG00000101288.2",55425,1,3,54837,589,0.333333333333333
"ENSMUSG00000099938.2",45791,1,3,45201,591,0.333333333333333
"ENSMUSG00000101662.2",7837,1,3,7172,666,0.333333333333333
"ENSMUSG00000102009.7",33379,2,8,36148,3640,0.25
"ENSMUSG00000092627.3",3056,1,2,257,1372,0.5
"ENSMUSG00000100850.2",5834,1,2,4815,1020,0.5
"ENSMUSG00000101951.2",4844,1,2,3927,918,0.5
"ENSMUSG00000101028.2",3454,1,2,2454,1001,0.5
"ENSMUSG00000101997.2",1107,1,2,72,1036,0.5
"ENSMUSG00000056128.4",4632,1,2,3426,1207,0.5
"ENSMUSG00000100791.2",801,1,2,183,619,0.5
"ENSMUSG00000090322.2",16009,1,3,15520,490,0.333333333333333
"ENSMUSG00000100253.2",1150,1,3,604,547,0.333333333333333
"ENSMUSG00000100151.2",1750,1,2,82,1669,0.5
"ENSMUSG00000101705.2",13094,1,3,12710,385,0.333333333333333
"ENSMUSG00000100980.2",4409,1,1,0,4410,1
"ENSMUSG00000101414.2",1470,1,1,0,1471,1
"ENSMUSG00000101265.2",5378,1,2,4619,760,0.5
"ENSMUSG00000097001.2",375,1,1,0,376,1
"ENSMUSG00000100546.2",2968,1,2,1891,1078,0.5
"ENSMUSG00000099665.2",1267,1,2,1038,230,0.5
"ENSMUSG00000100781.2",16938,1,2,15890,1049,0.5
"ENSMUSG00000101995.2",6594,1,4,4940,1655,0.25
"ENSMUSG00000097251.3",2386,1,2,600,1787,0.5
"ENSMUSG00000100632.2",17064,1,2,15376,1689,0.5
"ENSMUSG00000101378.2",1172,1,2,856,317,0.5
"ENSMUSG00000101172.2",11345,1,3,10461,885,0.333333333333333
"ENSMUSG00000100927.2",1316,1,1,0,1317,1
"ENSMUSG00000101952.2",19968,1,3,18987,982,0.333333333333333
"ENSMUSG00000100518.2",5389,2,9,8324,2077,0.222222222222222
"ENSMUSG00000100777.2",15334,1,4,14574,761,0.25
"ENSMUSG00000100062.2",31099,1,3,30744,356,0.333333333333333
"ENSMUSG00000100336.2",13644,1,2,12296,1349,0.5
"ENSMUSG00000100589.2",50516,1,3,49934,583,0.333333333333333
"ENSMUSG00000097814.6",36670,2,6,41211,4474,0.333333333333333
"ENSMUSG00000100454.2",1049,1,2,576,474,0.5
"ENSMUSG00000089706.8",26564,3,9,56319,2204,0.333333333333333
"ENSMUSG00000100182.7",13199,2,6,17713,2210,0.333333333333333
"ENSMUSG00000100711.2",17050,1,4,12875,4176,0.25
"ENSMUSG00000100009.7",17867,3,8,34047,6490,0.375
"ENSMUSG00000100684.2",19393,1,3,18549,845,0.333333333333333
"ENSMUSG00000099375.2",2133,1,1,0,2134,1
"ENSMUSG00000089866.2",902,1,2,623,280,0.5
"ENSMUSG00000099669.2",10912,1,3,10444,469,0.333333333333333
"ENSMUSG00000097482.3",5730,1,2,4339,1285,0.5
"ENSMUSG00000101214.2",186879,1,6,184170,2710,0.166666666666667
"ENSMUSG00000100672.2",452,1,1,0,453,1
"ENSMUSG00000099843.2",10932,2,4,10462,1498,0.5
"ENSMUSG00000101583.2",18899,1,3,18355,545,0.333333333333333
"ENSMUSG00000100247.2",1809,1,2,343,1467,0.5
"ENSMUSG00000054006.15",33102,2,7,47542,2611,0.285714285714286
"ENSMUSG00000087210.2",2212,1,2,1956,257,0.5
"ENSMUSG00000086161.2",6506,1,3,5841,666,0.333333333333333
"ENSMUSG00000100457.7",111078,3,9,153051,5917,0.333333333333333
"ENSMUSG00000101253.2",60955,1,2,60375,581,0.5
"ENSMUSG00000101453.2",1025,1,3,455,571,0.333333333333333
"ENSMUSG00000097648.2",72749,1,3,71741,1009,0.333333333333333
"ENSMUSG00000107979.2",2606,1,3,1989,618,0.333333333333333
"ENSMUSG00000099936.2",6137,1,3,3972,2166,0.333333333333333
"ENSMUSG00000107722.2",615,1,1,0,616,1
"ENSMUSG00000097408.2",1379,1,1,0,1380,1
"ENSMUSG00000099860.2",21487,1,4,20720,768,0.25
"ENSMUSG00000101179.2",56381,2,5,61686,4028,0.4
"ENSMUSG00000098447.3",6269,1,4,5663,607,0.25
"ENSMUSG00000101731.2",6685,1,4,4272,2414,0.25
"ENSMUSG00000101224.2",3767,1,4,2993,775,0.25
"ENSMUSG00000101275.2",2650,1,2,1274,1377,0.5
"ENSMUSG00000099957.5",68663,1,7,67510,1154,0.142857142857143
"ENSMUSG00000101386.2",5122,1,2,4868,255,0.5
"ENSMUSG00000101922.2",20497,1,3,20099,399,0.333333333333333
"ENSMUSG00000099336.2",9497,1,3,8719,779,0.333333333333333
"ENSMUSG00000100979.2",1336,1,2,888,449,0.5
"ENSMUSG00000097881.8",91036,3,10,122232,3692,0.3
"ENSMUSG00000101700.2",3250,1,2,2756,495,0.5
"ENSMUSG00000101791.2",4784,1,2,3044,1741,0.5
"ENSMUSG00000085857.2",3907,1,2,3130,778,0.5
"ENSMUSG00000099960.2",47035,1,6,45427,1609,0.166666666666667
"ENSMUSG00000099574.2",7173,1,2,6470,704,0.5
"ENSMUSG00000102063.2",2831,1,2,2477,355,0.5
"ENSMUSG00000101600.2",4412,1,2,4000,387,0.5
"ENSMUSG00000102014.2",20476,1,2,19979,498,0.5
"ENSMUSG00000099760.2",7936,1,3,5694,2243,0.333333333333333
"ENSMUSG00000097283.2",3822,1,2,356,3467,0.5
"ENSMUSG00000086633.2",11308,1,2,10625,684,0.5
"ENSMUSG00000087691.2",15090,1,4,12653,2438,0.25
"ENSMUSG00000086825.2",7410,1,3,3730,3681,0.333333333333333
"ENSMUSG00000085526.2",94499,1,5,91953,2547,0.2
"ENSMUSG00000099556.2",1165,1,2,741,425,0.5
"ENSMUSG00000100106.2",18049,1,4,15222,2828,0.25
"ENSMUSG00000086706.8",14107,2,7,16098,1314,0.285714285714286
"ENSMUSG00000102027.2",1046,1,2,380,667,0.5
"ENSMUSG00000102055.2",3419,1,2,3056,364,0.5
"ENSMUSG00000101778.2",2401,1,1,0,2402,1
"ENSMUSG00000100037.2",51532,1,3,50935,598,0.333333333333333
"ENSMUSG00000099874.2",3296,1,2,2911,386,0.5
"ENSMUSG00000101549.2",5695,1,4,5337,359,0.25
"ENSMUSG00000100658.2",7603,1,3,2157,5447,0.333333333333333
"ENSMUSG00000090079.2",1380,1,3,1046,335,0.333333333333333
"ENSMUSG00000097760.3",10631,1,2,9073,1540,0.5
"ENSMUSG00000101126.2",3471,1,3,1595,1877,0.333333333333333
"ENSMUSG00000101102.2",18277,1,4,17815,463,0.25
"ENSMUSG00000101693.2",19410,1,4,16845,2566,0.25
"ENSMUSG00000100830.2",3183,1,2,1841,1343,0.5
"ENSMUSG00000090208.2",8291,1,3,7630,662,0.333333333333333
"ENSMUSG00000100987.2",9776,1,2,7189,2588,0.5
"ENSMUSG00000101061.2",3969,1,2,654,3316,0.5
"ENSMUSG00000097435.2",4266,1,2,1890,2377,0.5
"ENSMUSG00000101168.2",12273,1,5,9553,2721,0.2
"ENSMUSG00000097988.2",4417,1,3,3503,915,0.333333333333333
"ENSMUSG00000085311.2",843,1,2,241,603,0.5
"ENSMUSG00000097680.2",17882,1,3,15101,2782,0.333333333333333
"ENSMUSG00000100620.2",4564,1,2,3680,885,0.5
"ENSMUSG00000054412.6",15175,1,6,12560,2616,0.166666666666667
"ENSMUSG00000102717.2",3245,1,1,0,3246,1
"ENSMUSG00000086264.10",5005,1,4,2957,2049,0.25
"ENSMUSG00000097315.2",8997,1,2,7404,1594,0.5
"ENSMUSG00000103594.2",2814,1,2,1013,1802,0.5
"ENSMUSG00000102941.2",3175,1,2,656,2520,0.5
"ENSMUSG00000097433.2",14999,1,2,13523,1477,0.5
"ENSMUSG00000097403.3",3603,1,3,1507,2097,0.333333333333333
"ENSMUSG00000104414.2",14268,1,5,13722,547,0.2
"ENSMUSG00000104509.2",2539,1,2,126,2414,0.5
"ENSMUSG00000104366.2",2435,1,2,879,1557,0.5
"ENSMUSG00000097229.2",2552,1,2,114,2439,0.5
"ENSMUSG00000097113.8",20035,3,11,30062,1587,0.272727272727273
"ENSMUSG00000097448.2",29931,1,5,28315,1617,0.2
"ENSMUSG00000098243.4",101789,1,3,101281,506,0.333333333333333
"ENSMUSG00000098045.2",3622,1,2,3406,217,0.5
"ENSMUSG00000098145.2",40851,1,3,40470,382,0.333333333333333
"ENSMUSG00000102142.2",1243,1,1,0,1244,1
"ENSMUSG00000098206.2",3387,1,1,0,3388,1
"ENSMUSG00000099459.3",1933,1,2,1261,673,0.5
"ENSMUSG00000099510.3",34394,1,3,33974,421,0.333333333333333
"ENSMUSG00000100459.7",41982,1,5,40051,1932,0.2
"ENSMUSG00000099808.3",679,1,2,269,411,0.5
"ENSMUSG00000104436.2",3341,1,1,0,3342,1
"ENSMUSG00000104900.2",1590,1,3,1130,461,0.333333333333333
"ENSMUSG00000103844.2",23400,1,9,22290,1111,0.111111111111111
"ENSMUSG00000102661.2",5586,1,3,5085,502,0.333333333333333
"ENSMUSG00000102368.2",86228,1,4,85676,553,0.25
"ENSMUSG00000100455.2",3665,1,1,0,3666,1
"ENSMUSG00000099964.7",75624,1,7,73302,2214,0.142857142857143
"ENSMUSG00000087627.3",4375,1,2,245,2813,0.5
"ENSMUSG00000085822.3",31865,1,5,31107,759,0.2
"ENSMUSG00000099629.2",13861,1,2,11785,2077,0.5
"ENSMUSG00000102074.2",21205,1,3,20916,290,0.333333333333333
"ENSMUSG00000101011.7",36697,1,5,27484,1491,0.2
"ENSMUSG00000097028.3",25090,1,5,22008,2937,0.2
"ENSMUSG00000097754.2",5905,1,2,4161,1745,0.5
"ENSMUSG00000099447.2",26090,1,4,25481,610,0.25
"ENSMUSG00000093650.3",158233,1,2,37513,5697,0.5
"ENSMUSG00000099622.2",3537,1,2,2771,767,0.5
"ENSMUSG00000102095.2",4311,1,5,3210,1102,0.2
"ENSMUSG00000100954.6",5627,2,3,4004,2973,0.666666666666667
"ENSMUSG00000100357.2",1698,1,3,1012,687,0.333333333333333
"ENSMUSG00000100594.2",6069,1,2,4689,1381,0.5
"ENSMUSG00000100685.2",11644,1,2,11239,406,0.5
"ENSMUSG00000086145.2",3475,1,2,2343,1133,0.5
"ENSMUSG00000099868.2",20618,1,2,20200,419,0.5
"ENSMUSG00000100394.2",1778,1,1,0,1779,1
"ENSMUSG00000099969.2",23026,1,2,22928,99,0.5
"ENSMUSG00000073538.11",9406,2,6,8868,2722,0.333333333333333
"ENSMUSG00000100945.2",2265,1,2,1552,714,0.5
"ENSMUSG00000100334.2",16589,1,3,13253,3337,0.333333333333333
"ENSMUSG00000099568.2",5772,1,2,5160,613,0.5
"ENSMUSG00000100183.2",865,1,2,104,762,0.5
"ENSMUSG00000100014.2",2064,1,4,1468,597,0.25
"ENSMUSG00000101903.2",2825,1,3,1984,686,0.333333333333333
"ENSMUSG00000100502.2",6938,1,3,6353,586,0.333333333333333
"ENSMUSG00000100627.7",80354,1,4,64617,5226,0.25
"ENSMUSG00000099933.2",15385,1,4,14773,613,0.25
"ENSMUSG00000100221.7",14727,2,5,26948,1015,0.4
