"Gene","Gene_length","Transcript","Exon","A3","A5","AF","AL","MX","RI","SE"
"ENSG00000158292.7",13745,1,6,"0","0","0","0","0","0","0"
"ENSG00000097021.20",129498,6,16,"0","0","1","0","0","0","0"
"ENSG00000069812.11",12252,5,13,"1","0","0","2","0","0","2"
"ENSG00000187017.17",36591,4,22,"0","0","0","0","0","1","0"
"ENSG00000215788.11",5389,4,17,"0","0","1","0","0","0","2"
"ENSG00000171680.23",52952,13,39,"0","0","3","0","0","1","0"
"ENSG00000162408.11",33166,1,12,"0","0","0","0","0","0","0"
"ENSG00000173662.21",24448,2,8,"0","0","0","0","0","0","0"
"ENSG00000204859.13",9286,1,11,"0","0","0","0","0","0","0"
"ENSG00000162413.16",23883,5,12,"0","0","0","1","0","1","1"
"ENSG00000116273.6",10299,1,4,"0","0","0","0","0","0","0"
"ENSG00000041988.15",10720,3,12,"0","0","0","1","0","0","1"
"ENSG00000007923.16",67756,2,18,"0","0","0","0","0","0","0"
"ENSG00000171735.19",984252,5,32,"0","0","0","1","0","0","1"
"ENSG00000049245.13",10136,2,7,"0","0","0","0","0","0","0"
"ENSG00000049246.15",60886,4,32,"0","0","0","0","0","1","0"
"ENSG00000049247.14",10429,3,12,"1","0","0","0","0","0","0"
"ENSG00000049249.9",27294,2,11,"0","0","0","0","0","0","0"
"ENSG00000116288.13",31214,5,14,"0","1","2","0","0","0","0"
"ENSG00000116285.13",21905,4,10,"0","0","1","1","0","0","1"
"ENSG00000162426.16",26053,2,11,"0","0","0","0","0","0","0"
"ENSG00000142599.19",496524,6,34,"0","0","6","1","0","0","0"
"ENSG00000074800.16",18190,2,15,"0","0","0","0","0","0","0"
"ENSG00000131686.15",29225,4,13,"0","0","0","1","0","0","0"
"ENSG00000197241.4",23450,1,12,"0","0","0","0","0","0","0"
"ENSG00000142583.18",53372,2,14,"0","0","0","0","0","0","0"
"ENSG00000180758.12",28797,1,4,"0","0","0","0","0","0","0"
"ENSG00000049239.13",36563,2,7,"0","0","0","0","0","0","0"
"ENSG00000171621.14",76638,3,7,"0","0","1","0","0","0","0"
"ENSG00000171612.7",45708,1,7,"0","0","0","0","0","0","0"
"ENSG00000188807.13",25966,2,13,"0","0","0","0","0","0","0"
"ENSG00000171608.16",77383,4,34,"0","0","0","1","0","0","0"
"ENSG00000171603.18",95058,2,21,"0","0","0","0","0","0","0"
"ENSG00000178585.15",62060,4,12,"0","0","3","0","0","0","0"
"ENSG00000162441.12",21294,3,12,"0","0","1","0","0","0","0"
"ENSG00000173614.14",42073,2,7,"0","0","0","0","0","0","0"
"ENSG00000162444.12",18815,1,4,"0","0","0","0","0","0","0"
"ENSG00000130939.20",148407,4,33,"0","0","0","0","0","0","0"
"ENSG00000054523.19",171033,7,59,"0","0","0","0","0","0","0"
"ENSG00000142657.21",21919,1,13,"0","0","0","0","0","0","0"
"ENSG00000251503.8",22051,5,13,"0","0","1","0","0","0","1"
"ENSG00000175279.22",12375,2,4,"0","0","1","0","0","0","0"
"ENSG00000241563.4",1967,1,2,"0","0","0","0","0","0","0"
"ENSG00000160049.12",16007,2,8,"0","0","0","0","0","0","0"
"ENSG00000142655.13",158470,1,9,"0","0","0","0","0","0","0"
"ENSG00000130940.15",160046,2,23,"0","0","0","0","0","0","0"
"ENSG00000175262.14",35566,1,13,"0","0","0","0","0","0","0"
"ENSG00000120948.19",18184,6,19,"0","6","2","0","0","0","0"
"ENSG00000009724.17",20716,2,13,"0","0","0","0","0","0","0"
"ENSG00000116649.10",5436,1,8,"0","0","0","0","0","0","0"
"ENSG00000171824.14",33251,1,25,"0","0","0","0","0","0","0"
"ENSG00000198793.13",156016,2,59,"0","0","0","0","0","0","0"
"ENSG00000171819.5",6626,1,5,"0","0","0","0","0","0","0"
"ENSG00000120942.14",22851,2,4,"0","0","0","1","0","0","0"
"ENSG00000204624.8",58396,2,23,"0","0","0","0","0","0","0"
"ENSG00000116661.11",18767,1,6,"0","0","0","0","0","0","0"
"ENSG00000132879.14",8952,6,17,"1","0","0","0","0","0","1"
"ENSG00000116663.11",10154,1,6,"0","0","0","0","0","0","0"
"ENSG00000116670.15",17170,5,19,"0","0","1","0","0","0","1"
"ENSG00000162490.7",34147,1,7,"0","0","0","0","0","0","0"
"ENSG00000177674.16",18718,7,20,"0","1","0","0","0","0","1"
"ENSG00000215910.7",27798,1,21,"0","0","0","0","0","0","0"
"ENSG00000177000.13",20732,7,25,"1","0","2","0","0","0","1"
"ENSG00000011021.23",41983,3,27,"0","0","0","0","0","0","0"
"ENSG00000175206.10",2636,3,7,"0","0","0","0","0","0","0"
"ENSG00000120937.9",1481,1,3,"0","0","0","0","0","0","0"
"ENSG00000116685.16",6837,3,8,"0","0","0","1","0","0","1"
"ENSG00000083444.17",41333,1,19,"0","0","0","0","0","0","0"
"ENSG00000116688.18",35030,11,38,"4","0","0","15","0","0","1"
"ENSG00000116691.11",12579,1,10,"0","0","0","0","0","0","0"
"ENSG00000120949.15",80904,3,19,"0","0","0","0","0","0","0"
"ENSG00000028137.19",42237,2,12,"0","0","0","0","0","0","0"
"ENSG00000048707.15",282017,3,72,"0","0","0","0","0","0","0"
"ENSG00000162496.9",50300,1,6,"0","0","0","0","0","0","0"
"ENSG00000204518.3",22991,1,4,"0","0","0","0","0","0","0"
"ENSG00000188984.12",12650,1,4,"0","0","0","0","0","0","0"
"ENSG00000157330.10",17499,2,6,"0","0","0","0","0","0","0"
"ENSG00000116726.5",4168,1,3,"0","0","0","0","0","0","0"
"ENSG00000116721.9",5231,1,4,"0","0","0","0","0","0","0"
"ENSG00000239810.3",6805,1,4,"0","0","0","0","0","0","0"
"ENSG00000179172.10",1343,1,2,"0","0","0","0","0","0","0"
"ENSG00000120952.4",4823,1,4,"0","0","0","0","0","0","0"
"ENSG00000243073.4",6989,1,4,"0","0","0","0","0","0","0"
"ENSG00000187545.5",5374,1,4,"0","0","0","0","0","0","0"
"ENSG00000204510.5",3872,2,6,"0","0","0","0","0","0","1"
"ENSG00000232423.6",9108,2,5,"0","0","0","0","0","0","0"
"ENSG00000274764.6",7099,1,4,"0","0","0","0","0","0","0"
"ENSG00000277058.3",2109,2,3,"0","0","0","0","0","0","0"
"ENSG00000229571.7",9207,2,5,"0","0","0","0","0","0","0"
"ENSG00000275774.3",1366,1,2,"0","0","0","0","0","0","0"
"ENSG00000280267.4",7056,1,4,"0","0","0","0","0","0","0"
"ENSG00000179412.11",1717,1,1,"0","0","0","0","0","0","0"
"ENSG00000204505.5",7611,1,4,"0","0","0","0","0","0","0"
"ENSG00000279169.3",5221,2,6,"0","0","0","0","0","0","0"
"ENSG00000279804.2",3401,1,3,"0","0","0","0","0","0","0"
"ENSG00000270601.4",9102,1,4,"0","0","0","0","0","0","0"
"ENSG00000182330.10",4139,3,9,"0","0","0","0","0","0","1"
"ENSG00000237700.2",5368,1,4,"0","0","0","0","0","0","0"
"ENSG00000204501.7",7017,1,4,"0","0","0","0","0","0","0"
"ENSG00000204481.8",5242,1,4,"0","0","0","0","0","0","0"
"ENSG00000204480.8",2833,1,3,"0","0","0","0","0","0","0"
"ENSG00000204479.4",2997,1,3,"0","0","0","0","0","0","0"
"ENSG00000204478.10",4977,1,3,"0","0","0","0","0","0","0"
"ENSG00000162494.6",39030,1,2,"0","0","0","0","0","0","0"
"ENSG00000162493.17",34492,9,22,"0","1","5","0","0","0","1"
"ENSG00000116731.22",124881,7,22,"0","0","0","2","0","0","2"
"ENSG00000189337.17",1225251,7,26,"0","0","3","0","0","0","0"
"ENSG00000171729.14",67946,5,12,"1","0","0","0","1","0","0"
"ENSG00000142621.20",163762,5,43,"0","0","0","0","0","0","0"
"ENSG00000142634.13",20451,1,4,"0","0","0","0","0","0","0"
"ENSG00000162438.12",10800,2,9,"0","0","0","0","0","0","0"
"ENSG00000142615.8",15363,1,8,"0","0","0","0","0","0","0"
"ENSG00000215704.10",25486,1,8,"0","0","0","0","0","0","0"
"ENSG00000132906.18",35702,4,15,"0","0","1","0","0","0","1"
"ENSG00000116138.13",65566,4,19,"0","0","0","0","0","0","0"
"ENSG00000116771.6",13352,1,7,"0","0","0","0","0","0","0"
"ENSG00000197312.12",51586,1,10,"0","0","0","0","0","0","0"
"ENSG00000215695.1",1853,1,1,"0","0","0","0","0","0","0"
"ENSG00000116786.13",50449,3,24,"0","0","0","0","0","1","0"
"ENSG00000162461.8",5134,1,5,"0","0","0","0","0","0","0"
"ENSG00000162460.7",5483,1,6,"0","0","0","0","0","0","0"
"ENSG00000162458.13",29987,4,17,"0","0","0","1","0","0","0"
"ENSG00000233954.6",2179,1,1,"0","0","0","0","0","0","0"
"ENSG00000065526.12",104361,1,15,"0","0","0","0","0","0","0"
"ENSG00000116809.12",34263,3,21,"0","0","0","0","0","0","0"
"ENSG00000183888.4",4571,1,2,"0","0","0","0","0","0","0"
"ENSG00000173641.18",5566,5,14,"3","1","0","1","0","0","3"
"ENSG00000186510.12",15175,3,25,"0","0","0","0","0","0","1"
"ENSG00000184908.19",17059,8,38,"0","0","3","0","0","0","2"
"ENSG00000185519.9",15882,1,7,"0","0","0","0","0","0","0"
"ENSG00000142627.13",31732,1,17,"0","0","0","0","0","0","0"
"ENSG00000142632.17",14798,1,16,"0","0","0","0","0","0","0"
"ENSG00000132881.12",5491,1,5,"0","0","0","0","0","0","0"
"ENSG00000037637.11",105640,1,10,"0","0","0","0","0","0","0"
"ENSG00000055070.17",45570,4,10,"0","0","0","0","0","0","1"
"ENSG00000187144.11",50307,4,23,"0","0","0","0","0","0","2"
"ENSG00000157191.20",19357,4,14,"0","0","0","0","0","0","0"
"ENSG00000219481.10",51243,2,32,"0","0","0","0","0","0","0"
"ENSG00000058453.17",232691,1,37,"0","0","0","0","0","0","0"
"ENSG00000117122.14",6130,2,11,"1","0","0","0","0","0","0"
"ENSG00000159363.19",25970,2,31,"0","0","0","0","0","0","0"
"ENSG00000288636.1",6689,1,2,"0","0","0","0","0","0","0"
"ENSG00000117118.10",35310,1,8,"0","0","0","0","0","0","0"
"ENSG00000117115.13",52690,2,18,"0","0","0","0","0","0","0"
"ENSG00000142623.11",40879,1,16,"0","0","0","0","0","0","0"
"ENSG00000142619.4",35135,1,16,"0","0","0","0","0","0","0"
"ENSG00000159339.13",55809,2,18,"0","0","0","0","0","0","0"
"ENSG00000276747.1",29503,1,16,"0","0","0","0","0","0","0"
"ENSG00000179051.14",32917,2,15,"0","0","0","0","0","0","0"
"ENSG00000074964.17",158176,3,32,"0","0","0","0","0","0","0"
"ENSG00000117148.8",71730,2,5,"0","0","0","0","0","0","0"
"ENSG00000117154.12",270685,1,10,"0","0","0","0","0","0","0"
"ENSG00000179023.9",5044,1,1,"0","0","0","0","0","0","0"
"ENSG00000009709.12",118020,3,14,"0","0","0","0","0","0","1"
"ENSG00000179002.5",20083,1,6,"0","0","0","0","0","0","0"
"ENSG00000159423.17",31294,4,22,"0","0","2","0","0","1","0"
"ENSG00000169991.11",52396,1,9,"0","0","0","0","0","0","0"
"ENSG00000127481.15",135756,4,111,"0","0","0","0","0","0","0"
"ENSG00000127463.15",35867,3,28,"0","0","0","0","0","0","1"
"ENSG00000053372.5",8323,1,8,"0","0","0","0","0","0","0"
"ENSG00000162482.5",6197,1,7,"0","0","0","0","0","0","0"
"ENSG00000053371.13",8179,1,7,"0","0","0","0","0","0","0"
"ENSG00000040487.13",16974,2,11,"0","0","0","0","0","1","0"
"ENSG00000077549.19",146764,6,20,"1","0","0","0","1","0","0"
"ENSG00000173436.15",145418,3,8,"0","0","0","0","0","0","0"
"ENSG00000158747.15",61477,8,13,"0","0","3","0","0","0","0"
"ENSG00000270136.6",59860,1,6,"0","0","0","0","0","0","0"
"ENSG00000158748.4",16091,1,3,"0","0","0","0","0","0","0"
"ENSG00000162542.14",117705,2,19,"0","0","0","0","0","1","0"
"ENSG00000178828.7",1254,1,1,"0","0","0","0","0","0","0"
"ENSG00000169914.6",30550,1,8,"0","0","0","0","0","0","0"
"ENSG00000188784.4",3608,1,4,"0","0","0","0","0","0","0"
"ENSG00000188257.12",4985,4,13,"2","0","0","0","0","0","0"
"ENSG00000127472.11",63732,1,5,"0","0","0","0","0","0","0"
"ENSG00000117215.15",7627,2,6,"0","0","0","0","0","0","0"
"ENSG00000158786.5",11058,1,5,"0","0","0","0","0","0","0"
"ENSG00000187980.7",25265,3,10,"1","0","0","0","0","0","0"
"ENSG00000162543.6",9954,1,2,"0","0","0","0","0","0","0"
"ENSG00000158816.16",68643,2,25,"0","0","0","0","0","0","0"
"ENSG00000162545.6",3819,1,2,"0","0","0","0","0","0","0"
"ENSG00000090432.7",8703,1,4,"0","0","0","0","0","0","0"
"ENSG00000183114.8",2447,1,1,"0","0","0","0","0","0","0"
"ENSG00000158825.6",29817,1,4,"0","0","0","0","0","0","0"
"ENSG00000158828.8",18053,1,8,"0","0","0","0","0","0","0"
"ENSG00000244038.11",9777,2,13,"0","0","0","0","0","0","0"
"ENSG00000117245.13",54003,3,19,"0","0","0","1","0","0","0"
"ENSG00000189410.12",13106,2,12,"0","0","0","0","0","0","0"
"ENSG00000127483.19",47057,3,17,"0","0","0","0","0","0","0"
"ENSG00000075151.23",370596,8,53,"0","0","2","0","0","0","0"
"ENSG00000117298.16",128325,6,30,"0","0","9","0","0","0","0"
"ENSG00000142794.19",44877,4,21,"0","0","0","0","0","0","0"
"ENSG00000162551.14",69013,4,18,"0","0","2","0","0","0","0"
"ENSG00000076864.20",73148,6,39,"0","0","0","0","0","1","1"
"ENSG00000090686.16",105308,5,37,"0","0","0","0","0","0","0"
"ENSG00000187942.12",12960,2,8,"0","0","0","0","0","0","0"
"ENSG00000142798.20",115066,1,97,"0","0","0","0","0","0","0"
"ENSG00000219073.8",21620,1,8,"0","0","0","0","0","0","0"
"ENSG00000142789.20",10885,1,4,"0","0","0","0","0","0","0"
"ENSG00000070831.17",75849,7,17,"1","0","0","0","0","0","0"
"ENSG00000162552.15",26656,1,5,"0","0","0","0","0","0","0"
"ENSG00000184677.18",102319,2,20,"0","0","0","0","0","0","0"
"ENSG00000070886.12",40106,2,19,"0","0","0","0","0","0","0"
"ENSG00000173372.17",3050,2,5,"0","0","0","0","0","0","0"
"ENSG00000159189.12",4477,3,7,"0","1","0","0","0","0","0"
"ENSG00000173369.17",8875,1,3,"0","0","0","0","0","0","0"
"ENSG00000133216.17",210661,5,26,"0","0","0","0","0","1","1"
"ENSG00000215906.8",12295,2,10,"0","0","0","0","0","1","2"
"ENSG00000227868.6",5018,2,5,"0","0","0","0","0","0","0"
"ENSG00000004487.17",64246,3,25,"0","0","0","0","0","0","0"
"ENSG00000169641.13",93785,3,9,"0","0","0","1","0","0","0"
"ENSG00000179546.5",25607,1,2,"0","0","0","0","0","0","0"
"ENSG00000125944.21",40565,7,24,"1","0","3","3","0","0","1"
"ENSG00000125945.15",10388,2,6,"0","0","0","0","0","0","1"
"ENSG00000204219.11",43839,3,15,"0","0","1","0","0","0","0"
"ENSG00000088280.19",56005,4,32,"0","0","0","0","0","0","0"
"ENSG00000007968.7",24795,1,7,"0","0","0","0","0","0","0"
"ENSG00000117318.9",1575,1,3,"0","0","0","0","0","0","0"
"ENSG00000142676.14",5093,3,11,"1","0","0","0","0","0","0"
"ENSG00000011007.12",18904,3,15,"0","0","0","0","0","0","0"
"ENSG00000057757.10",9814,2,7,"0","0","0","0","0","0","0"
"ENSG00000011009.11",4394,5,19,"1","0","0","0","0","0","0"
"ENSG00000117308.15",5182,2,14,"0","0","0","0","0","0","0"
"ENSG00000117305.15",36735,2,11,"0","0","0","0","0","0","0"
"ENSG00000179163.12",23213,1,8,"0","0","0","0","0","0","0"
"ENSG00000188822.8",42847,1,2,"0","0","0","0","0","0","0"
"ENSG00000189266.13",6623,4,10,"0","0","0","0","0","0","0"
"ENSG00000188529.15",16580,7,18,"2","0","0","0","0","0","1"
"ENSG00000142661.19",56100,2,39,"0","0","0","0","0","0","0"
"ENSG00000142677.4",23369,1,7,"0","0","0","0","0","0","0"
"ENSG00000185436.12",33791,5,14,"1","0","0","0","0","0","0"
"ENSG00000158055.16",45125,4,21,"0","0","0","0","0","0","0"
"ENSG00000001460.18",59935,3,12,"0","0","0","0","0","0","0"
"ENSG00000001461.17",57174,4,18,"0","0","0","3","0","0","0"
"ENSG00000117602.13",38689,8,18,"0","0","2","0","0","0","0"
"ENSG00000184454.7",53241,1,4,"0","0","0","0","0","0","0"
"ENSG00000133226.17",41565,3,28,"1","0","0","0","0","2","1"
"ENSG00000169504.15",98939,1,6,"0","0","0","0","0","0","0"
"ENSG00000020633.19",65610,3,10,"0","0","0","1","0","0","0"
"ENSG00000117614.10",10226,2,9,"0","0","0","0","0","0","0"
"ENSG00000117616.18",95964,2,7,"0","0","0","0","0","0","1"
"ENSG00000187010.21",58052,5,17,"0","0","0","0","0","0","0"
"ENSG00000183726.11",24044,1,7,"0","0","0","0","0","0","0"
"ENSG00000188672.19",67943,6,22,"0","0","0","0","0","0","0"
"ENSG00000204178.11",69351,2,13,"0","0","0","0","0","0","0"
"ENSG00000157978.12",25280,1,9,"0","0","0","0","0","0","0"
"ENSG00000117643.15",169415,4,21,"0","0","0","0","0","0","0"
"ENSG00000162430.18",18028,2,16,"0","0","0","0","0","0","0"
"ENSG00000255054.3",12274,1,3,"0","0","0","0","0","0","0"
"ENSG00000117640.18",14302,8,20,"4","0","0","0","1","0","0"
"ENSG00000127423.11",27545,2,6,"0","0","0","0","0","0","1"
"ENSG00000182749.6",14224,2,4,"0","0","0","0","0","0","0"
"ENSG00000117632.23",22810,5,13,"0","0","6","0","0","0","0"
"ENSG00000158006.14",38350,2,14,"1","0","0","0","0","0","0"
"ENSG00000158008.10",16580,1,11,"0","0","0","0","0","0","0"
"ENSG00000158014.15",8866,2,9,"0","0","0","0","0","0","0"
"ENSG00000158022.7",17135,1,9,"0","0","0","0","0","0","0"
"ENSG00000175087.10",14390,3,8,"0","0","0","0","0","0","1"
"ENSG00000197245.6",4883,1,2,"0","0","0","0","0","0","0"
"ENSG00000282872.2",4862,2,6,"0","0","0","0","0","0","1"
"ENSG00000236782.7",2315,3,8,"1","0","0","0","0","1","1"
"ENSG00000142684.9",965,2,5,"0","0","0","0","0","1","0"
"ENSG00000142675.18",12400,3,25,"0","0","0","0","0","0","0"
"ENSG00000188782.9",12407,1,10,"0","0","0","0","0","0","0"
"ENSG00000130695.16",44608,3,17,"0","0","0","0","0","0","0"
"ENSG00000142669.15",1436,2,5,"0","0","0","0","0","0","0"
"ENSG00000158062.20",37035,6,24,"0","0","0","0","0","0","0"
"ENSG00000169442.9",2565,1,2,"0","0","0","0","0","0","0"
"ENSG00000176092.17",38382,2,24,"0","0","0","0","0","0","0"
"ENSG00000176083.18",12888,3,11,"1","0","0","1","0","0","0"
"ENSG00000131914.11",18911,2,6,"0","0","0","0","0","0","0"
"ENSG00000117682.17",39024,6,19,"1","0","0","3","0","0","0"
"ENSG00000198830.11",4202,2,9,"0","0","0","0","0","0","0"
"ENSG00000117676.14",45269,5,30,"0","0","1","0","0","0","0"
"ENSG00000117713.20",88868,5,34,"0","0","0","0","1","0","1"
"ENSG00000060642.11",13605,8,17,"0","4","3","0","0","0","1"
"ENSG00000204160.12",30916,1,8,"0","0","0","0","0","0","0"
"ENSG00000175793.12",1307,1,1,"0","0","0","0","0","0","0"
"ENSG00000142751.15",14151,2,7,"0","0","0","0","0","0","0"
"ENSG00000198746.13",9979,1,7,"0","0","0","0","0","0","0"
"ENSG00000090273.14",46633,1,9,"0","0","0","0","0","0","0"
"ENSG00000131910.5",2486,1,2,"0","0","0","0","0","0","0"
"ENSG00000175707.9",10906,2,8,"0","0","0","0","0","1","1"
"ENSG00000253368.4",7194,1,2,"0","0","0","0","0","0","0"
"ENSG00000158246.8",7830,1,2,"0","0","0","0","0","0","0"
"ENSG00000090020.11",68172,2,14,"0","0","0","0","0","0","0"
"ENSG00000142784.16",74004,2,19,"0","0","0","0","0","0","0"
"ENSG00000186501.15",14255,5,13,"0","0","0","3","0","0","0"
"ENSG00000142765.18",11917,3,20,"0","0","0","0","0","0","0"
"ENSG00000142733.17",12894,2,31,"0","0","0","0","0","0","0"
"ENSG00000142748.13",5714,2,9,"0","0","0","0","0","0","0"
"ENSG00000174950.11",4157,2,8,"0","0","0","0","0","1","0"
"ENSG00000181773.7",3192,1,2,"0","0","0","0","0","0","0"
"ENSG00000158195.11",85937,2,11,"0","0","0","0","0","0","0"
"ENSG00000126705.15",70396,6,22,"1","0","0","0","2","0","3"
"ENSG00000000938.13",23121,3,17,"0","0","1","0","0","0","0"
"ENSG00000126709.16",6148,4,13,"1","1","0","0","0","0","0"
"ENSG00000009780.16",37155,6,17,"0","0","1","1","0","0","0"
"ENSG00000117758.14",51224,1,9,"0","0","0","0","0","0","0"
"ENSG00000117751.18",20894,3,11,"0","1","0","0","0","0","0"
"ENSG00000130775.16",14142,4,12,"0","0","0","0","0","1","2"
"ENSG00000117748.10",23222,3,13,"0","0","1","0","0","0","0"
"ENSG00000130768.15",24157,3,12,"0","0","0","1","0","0","0"
"ENSG00000158156.9",8505,3,7,"0","0","0","0","0","0","0"
"ENSG00000158161.16",118293,4,25,"0","0","0","1","0","0","0"
"ENSG00000169403.12",46770,3,6,"0","0","1","1","0","0","0"
"ENSG00000126698.11",33573,1,9,"0","0","0","0","0","0","0"
"ENSG00000130770.18",10797,4,9,"1","0","0","2","0","0","0"
"ENSG00000130766.5",22973,1,10,"0","0","0","0","0","0","0"
"ENSG00000130772.14",6963,2,6,"0","0","0","0","0","0","1"
"ENSG00000204138.13",130782,2,16,"0","0","0","0","0","0","0"
"ENSG00000180198.17",33357,6,25,"0","0","2","0","0","0","2"
