"Gene","Gene_length","Transcript","Exon","intron_length","exon_length","TPE"
"ENSG00000160049.12",16007,2,8,18591,7438,0.25
"ENSG00000142655.13",158470,1,9,153887,1922,0.111111111111111
"ENSG00000130940.15",160046,2,23,297142,12339,0.0869565217391304
"ENSG00000175262.14",35566,1,13,32804,2761,0.0769230769230769
"ENSG00000120948.19",18184,6,19,61797,12058,0.315789473684211
"ENSG00000009724.17",20716,2,13,19972,3181,0.153846153846154
"ENSG00000116649.10",5436,1,8,4170,1260,0.125
"ENSG00000171824.14",33251,1,25,60987,5517,0.04
"ENSG00000198793.13",156016,2,59,168303,12738,0.0338983050847458
"ENSG00000171819.5",6626,1,5,4403,2224,0.2
"ENSG00000120942.14",22851,2,4,32395,4479,0.5
"ENSG00000204624.8",58396,2,23,55187,6760,0.0869565217391304
"ENSG00000116661.11",18767,1,6,4756,1287,0.166666666666667
"ENSG00000132879.14",8952,6,17,33511,11659,0.352941176470588
"ENSG00000116663.11",10154,1,6,8711,1444,0.166666666666667
"ENSG00000116670.15",17170,5,19,58445,5651,0.263157894736842
"ENSG00000162490.7",34147,1,7,26783,7365,0.142857142857143
"ENSG00000177674.16",18718,7,20,94405,6796,0.35
"ENSG00000215910.7",27798,1,21,23253,4545,0.0476190476190476
"ENSG00000177000.13",20732,7,25,72593,37205,0.28
"ENSG00000011021.23",41983,3,27,92637,14142,0.111111111111111
"ENSG00000175206.10",2636,3,7,4182,2432,0.428571428571429
"ENSG00000120937.9",1481,1,3,774,708,0.333333333333333
"ENSG00000116685.16",6837,3,8,9784,7528,0.375
"ENSG00000083444.17",41333,1,19,37845,2976,0.0526315789473684
"ENSG00000116688.18",35030,11,38,375393,58047,0.289473684210526
"ENSG00000116691.11",12579,1,10,11007,1541,0.1
"ENSG00000120949.15",80904,3,19,170327,9716,0.157894736842105
"ENSG00000028137.19",42237,2,12,63342,4244,0.166666666666667
"ENSG00000048707.15",282017,3,72,574667,36440,0.0416666666666667
"ENSG00000162496.9",50300,1,6,48100,2201,0.166666666666667
"ENSG00000204518.3",22991,1,4,20965,2027,0.25
"ENSG00000188984.12",12650,1,4,8596,4055,0.25
"ENSG00000157330.10",17499,2,6,27986,4259,0.333333333333333
"ENSG00000116726.5",4168,1,3,1280,2889,0.333333333333333
"ENSG00000116721.9",5231,1,4,3072,2160,0.25
"ENSG00000239810.3",6805,1,4,4961,1845,0.25
"ENSG00000179172.10",1343,1,2,210,1134,0.5
"ENSG00000120952.4",4823,1,4,3182,1642,0.25
"ENSG00000243073.4",6989,1,4,5150,1840,0.25
"ENSG00000187545.5",5374,1,4,3850,1525,0.25
"ENSG00000204510.5",3872,2,6,3577,3152,0.333333333333333
"ENSG00000232423.6",9108,2,5,12614,3440,0.4
"ENSG00000274764.6",7099,1,4,5153,1947,0.25
"ENSG00000277058.3",2109,2,3,213,3618,0.666666666666667
"ENSG00000229571.7",9207,2,5,12537,3703,0.4
"ENSG00000275774.3",1366,1,2,211,1156,0.5
"ENSG00000280267.4",7056,1,4,5194,1863,0.25
"ENSG00000179412.11",1717,1,1,0,1718,1
"ENSG00000204505.5",7611,1,4,5147,2465,0.25
"ENSG00000279169.3",5221,2,6,3529,3494,0.333333333333333
"ENSG00000279804.2",3401,1,3,1335,2067,0.333333333333333
"ENSG00000270601.4",9102,1,4,7383,1720,0.25
"ENSG00000182330.10",4139,3,9,5853,5142,0.333333333333333
"ENSG00000237700.2",5368,1,4,3851,1518,0.25
"ENSG00000204501.7",7017,1,4,5153,1865,0.25
"ENSG00000204481.8",5242,1,4,3079,2164,0.25
"ENSG00000204480.8",2833,1,3,1394,1440,0.333333333333333
"ENSG00000204479.4",2997,1,3,1420,1578,0.333333333333333
"ENSG00000204478.10",4977,1,3,3476,1502,0.333333333333333
"ENSG00000162494.6",39030,1,2,36863,2168,0.5
"ENSG00000162493.17",34492,9,22,277285,14128,0.409090909090909
"ENSG00000116731.22",124881,7,22,521898,31327,0.318181818181818
"ENSG00000189337.17",1225251,7,26,3001451,24371,0.269230769230769
"ENSG00000171729.14",67946,5,12,326295,9459,0.416666666666667
"ENSG00000142621.20",163762,5,43,489226,17299,0.116279069767442
"ENSG00000142634.13",20451,1,4,18030,2422,0.25
"ENSG00000162438.12",10800,2,9,14972,6629,0.222222222222222
"ENSG00000142615.8",15363,1,8,14444,916,0.125
"ENSG00000215704.10",25486,1,8,14377,915,0.125
"ENSG00000132906.18",35702,4,15,120136,10243,0.266666666666667
"ENSG00000116138.13",65566,4,19,161149,17719,0.210526315789474
"ENSG00000116771.6",13352,1,7,10258,3095,0.142857142857143
"ENSG00000197312.12",51586,1,10,40920,10667,0.1
"ENSG00000215695.1",1853,1,1,0,1854,1
"ENSG00000116786.13",50449,3,24,139131,11913,0.125
"ENSG00000162461.8",5134,1,5,2006,3129,0.2
"ENSG00000162460.7",5483,1,6,4041,1443,0.166666666666667
"ENSG00000162458.13",29987,4,17,78967,9885,0.235294117647059
"ENSG00000233954.6",2179,1,1,0,2180,1
"ENSG00000065526.12",104361,1,15,80365,12385,0.0666666666666667
"ENSG00000116809.12",34263,3,21,94703,8001,0.142857142857143
"ENSG00000183888.4",4571,1,2,1533,3039,0.5
"ENSG00000173641.18",5566,5,14,10624,8179,0.357142857142857
"ENSG00000186510.12",15175,3,25,28776,7069,0.12
"ENSG00000184908.19",17059,8,38,98717,21086,0.210526315789474
"ENSG00000185519.9",15882,1,7,14163,1720,0.142857142857143
"ENSG00000142627.13",31732,1,17,27787,3946,0.0588235294117647
"ENSG00000142632.17",14798,1,16,11477,3322,0.0625
"ENSG00000132881.12",5491,1,5,3918,1574,0.2
"ENSG00000037637.11",105640,1,10,99414,6227,0.1
"ENSG00000055070.17",45570,4,10,109802,11220,0.4
"ENSG00000187144.11",50307,4,23,90567,5527,0.173913043478261
"ENSG00000157191.20",19357,4,14,69685,5650,0.285714285714286
"ENSG00000219481.10",51243,2,32,90531,10108,0.0625
"ENSG00000058453.17",232691,1,37,44374,6660,0.027027027027027
"ENSG00000117122.14",6130,2,11,7879,2015,0.181818181818182
"ENSG00000159363.19",25970,2,31,66242,11658,0.0645161290322581
"ENSG00000288636.1",6689,1,2,6378,312,0.5
"ENSG00000117118.10",35310,1,8,34296,1015,0.125
"ENSG00000117115.13",52690,2,18,87128,5968,0.111111111111111
"ENSG00000142623.11",40879,1,16,37034,3846,0.0625
"ENSG00000142619.4",35135,1,16,31947,3189,0.0625
"ENSG00000159339.13",55809,2,18,79302,3108,0.111111111111111
"ENSG00000276747.1",29503,1,16,27108,2396,0.0625
"ENSG00000179051.14",32917,2,15,56734,6070,0.133333333333333
"ENSG00000074964.17",158176,3,32,342477,12345,0.09375
"ENSG00000117148.8",71730,2,5,72300,3511,0.4
"ENSG00000117154.12",270685,1,10,268794,1892,0.1
"ENSG00000179023.9",5044,1,1,0,5045,1
"ENSG00000009709.12",118020,3,14,317560,10173,0.214285714285714
"ENSG00000179002.5",20083,1,6,17542,2542,0.166666666666667
"ENSG00000159423.17",31294,4,22,101346,10160,0.181818181818182
"ENSG00000169991.11",52396,1,9,46218,6179,0.111111111111111
"ENSG00000127481.15",135756,4,111,156170,24931,0.036036036036036
"ENSG00000127463.15",35867,3,28,87744,16132,0.107142857142857
"ENSG00000053372.5",8323,1,8,6275,2049,0.125
"ENSG00000162482.5",6197,1,7,4983,1215,0.142857142857143
"ENSG00000053371.13",8179,1,7,6820,1360,0.142857142857143
"ENSG00000040487.13",16974,2,11,45382,5528,0.181818181818182
"ENSG00000077549.19",146764,6,20,860774,17204,0.3
"ENSG00000173436.15",145418,3,8,199859,8056,0.375
"ENSG00000158747.15",61477,8,13,140748,14784,0.615384615384615
"ENSG00000270136.6",59860,1,6,58849,999,0.166666666666667
"ENSG00000158748.4",16091,1,3,12292,3800,0.333333333333333
"ENSG00000162542.14",117705,2,19,229433,5349,0.105263157894737
"ENSG00000178828.7",1254,1,1,0,1255,1
"ENSG00000169914.6",30550,1,8,24036,6515,0.125
"ENSG00000188784.4",3608,1,4,2824,785,0.25
"ENSG00000188257.12",4985,4,13,14031,3262,0.307692307692308
"ENSG00000127472.11",63732,1,5,19800,1918,0.2
"ENSG00000117215.15",7627,2,6,10001,4507,0.333333333333333
"ENSG00000158786.5",11058,1,5,8338,2721,0.2
"ENSG00000187980.7",25265,3,10,45517,5323,0.3
"ENSG00000162543.6",9954,1,2,4393,5562,0.5
"ENSG00000158816.16",68643,2,25,118987,13002,0.08
"ENSG00000162545.6",3819,1,2,1494,2326,0.5
"ENSG00000090432.7",8703,1,4,6276,2428,0.25
"ENSG00000183114.8",2447,1,1,0,2448,1
"ENSG00000158825.6",29817,1,4,28998,809,0.25
"ENSG00000158828.8",18053,1,8,15397,2657,0.125
"ENSG00000244038.11",9777,2,13,15304,4067,0.153846153846154
"ENSG00000117245.13",54003,3,19,149975,11499,0.157894736842105
"ENSG00000189410.12",13106,2,12,18279,7603,0.166666666666667
"ENSG00000127483.19",47057,3,17,77650,9634,0.176470588235294
"ENSG00000075151.23",370596,8,53,2451032,40751,0.150943396226415
"ENSG00000117298.16",128325,6,30,509831,21791,0.2
"ENSG00000142794.19",44877,4,21,136269,11435,0.19047619047619
"ENSG00000162551.14",69013,4,18,224343,9101,0.222222222222222
"ENSG00000076864.20",73148,6,39,304891,19473,0.153846153846154
"ENSG00000090686.16",105308,5,37,397537,17811,0.135135135135135
"ENSG00000187942.12",12960,2,8,19366,5196,0.25
"ENSG00000142798.20",115066,1,97,100726,14341,0.0103092783505155
"ENSG00000219073.8",21620,1,8,11427,906,0.125
"ENSG00000142789.20",10885,1,4,9980,906,0.25
"ENSG00000070831.17",75849,7,17,286145,33177,0.411764705882353
"ENSG00000162552.15",26656,1,5,21817,3968,0.2
"ENSG00000184677.18",102319,2,20,211857,26061,0.1
"ENSG00000070886.12",40106,2,19,59344,6821,0.105263157894737
"ENSG00000173372.17",3050,2,5,3013,2067,0.4
"ENSG00000159189.12",4477,3,7,9759,3430,0.428571428571429
"ENSG00000173369.17",8875,1,3,7304,1098,0.333333333333333
"ENSG00000133216.17",210661,5,26,912250,31251,0.192307692307692
"ENSG00000215906.8",12295,2,10,19285,3141,0.2
"ENSG00000227868.6",5018,2,5,7288,991,0.4
"ENSG00000004487.17",64246,3,25,183537,9157,0.12
"ENSG00000169641.13",93785,3,9,235972,21034,0.333333333333333
"ENSG00000179546.5",25607,1,2,22289,3319,0.5
"ENSG00000125944.21",40565,7,24,220724,26506,0.291666666666667
"ENSG00000125945.15",10388,2,6,10548,8253,0.333333333333333
"ENSG00000204219.11",43839,3,15,76756,3629,0.2
"ENSG00000088280.19",56005,4,32,162498,11694,0.125
"ENSG00000007968.7",24795,1,7,19600,5196,0.142857142857143
"ENSG00000117318.9",1575,1,3,626,950,0.333333333333333
"ENSG00000142676.14",5093,3,11,11263,2556,0.272727272727273
"ENSG00000011007.12",18904,3,15,41253,12749,0.2
"ENSG00000057757.10",9814,2,7,9974,2882,0.285714285714286
"ENSG00000011009.11",4394,5,19,11383,5599,0.263157894736842
"ENSG00000117308.15",5182,2,14,6955,3004,0.142857142857143
"ENSG00000117305.15",36735,2,11,44163,2924,0.181818181818182
"ENSG00000179163.12",23213,1,8,21171,2043,0.125
"ENSG00000188822.8",42847,1,2,37583,5265,0.5
"ENSG00000189266.13",6623,4,10,6959,5813,0.4
"ENSG00000188529.15",16580,7,18,76452,19017,0.388888888888889
"ENSG00000142661.19",56100,2,39,58187,8453,0.0512820512820513
"ENSG00000142677.4",23369,1,7,20553,2817,0.142857142857143
"ENSG00000185436.12",33791,5,14,139090,9145,0.357142857142857
"ENSG00000158055.16",45125,4,21,138595,9627,0.19047619047619
"ENSG00000001460.18",59935,3,12,163530,8074,0.25
"ENSG00000001461.17",57174,4,18,189572,14286,0.222222222222222
"ENSG00000117602.13",38689,8,18,246822,19475,0.444444444444444
"ENSG00000184454.7",53241,1,4,49262,3980,0.25
"ENSG00000133226.17",41565,3,28,78713,10536,0.107142857142857
"ENSG00000169504.15",98939,1,6,94622,4253,0.166666666666667
"ENSG00000020633.19",65610,3,10,148986,11236,0.3
"ENSG00000117614.10",10226,2,9,17066,2683,0.222222222222222
"ENSG00000117616.18",95964,2,7,5202,3379,0.285714285714286
"ENSG00000187010.21",58052,5,17,496683,15971,0.294117647058824
"ENSG00000183726.11",24044,1,7,21762,2266,0.142857142857143
"ENSG00000188672.19",67943,6,22,352163,7872,0.272727272727273
"ENSG00000204178.11",69351,2,13,131427,7234,0.153846153846154
"ENSG00000157978.12",25280,1,9,22367,2914,0.111111111111111
"ENSG00000117643.15",169415,4,21,564553,13296,0.19047619047619
"ENSG00000162430.18",18028,2,16,41418,10128,0.125
"ENSG00000255054.3",12274,1,3,9438,334,0.333333333333333
"ENSG00000117640.18",14302,8,20,82227,15058,0.4
"ENSG00000127423.11",27545,2,6,49445,3553,0.333333333333333
"ENSG00000182749.6",14224,2,4,18287,5708,0.5
"ENSG00000117632.23",22810,5,13,38045,6107,0.384615384615385
"ENSG00000158006.14",38350,2,14,69562,6010,0.142857142857143
"ENSG00000158008.10",16580,1,11,10670,4020,0.0909090909090909
"ENSG00000158014.15",8866,2,9,11383,6346,0.222222222222222
"ENSG00000158022.7",17135,1,9,14560,1770,0.111111111111111
"ENSG00000175087.10",14390,3,8,29161,12644,0.375
"ENSG00000197245.6",4883,1,2,2085,2799,0.5
"ENSG00000282872.2",4862,2,6,6186,1551,0.333333333333333
"ENSG00000236782.7",2315,3,8,2037,3107,0.375
"ENSG00000142684.9",965,2,5,562,1336,0.4
"ENSG00000142675.18",12400,3,25,26703,7746,0.12
"ENSG00000188782.9",12407,1,10,10496,1867,0.1
"ENSG00000130695.16",44608,3,17,122172,10532,0.176470588235294
"ENSG00000142669.15",1436,2,5,1247,1519,0.4
"ENSG00000158062.20",37035,6,24,159619,10802,0.25
"ENSG00000169442.9",2565,1,2,2099,467,0.5
"ENSG00000176092.17",38382,2,24,59151,11498,0.0833333333333333
"ENSG00000176083.18",12888,3,11,28350,5010,0.272727272727273
"ENSG00000131914.11",18911,2,6,30382,7433,0.333333333333333
"ENSG00000117682.17",39024,6,19,173077,10856,0.315789473684211
"ENSG00000198830.11",4202,2,9,4571,3088,0.222222222222222
"ENSG00000117676.14",45269,5,30,179743,14301,0.166666666666667
"ENSG00000117713.20",88868,5,34,324165,31648,0.147058823529412
"ENSG00000060642.11",13605,8,17,64252,29683,0.470588235294118
"ENSG00000204160.12",30916,1,8,25872,5045,0.125
"ENSG00000175793.12",1307,1,1,0,1308,1
"ENSG00000142751.15",14151,2,7,15922,5380,0.285714285714286
"ENSG00000198746.13",9979,1,7,7855,2125,0.142857142857143
"ENSG00000090273.14",46633,1,9,23337,1792,0.111111111111111
"ENSG00000131910.5",2486,1,2,1322,1165,0.5
"ENSG00000175707.9",10906,2,8,18222,3506,0.25
"ENSG00000253368.4",7194,1,2,5234,1961,0.5
"ENSG00000158246.8",7830,1,2,5449,2382,0.5
"ENSG00000090020.11",68172,2,14,98545,6920,0.142857142857143
"ENSG00000142784.16",74004,2,19,138601,8981,0.105263157894737
"ENSG00000186501.15",14255,5,13,59409,6159,0.384615384615385
"ENSG00000142765.18",11917,3,20,36985,7777,0.15
"ENSG00000142733.17",12894,2,31,14704,8747,0.0645161290322581
"ENSG00000142748.13",5714,2,9,9399,2029,0.222222222222222
"ENSG00000174950.11",4157,2,8,5883,2403,0.25
"ENSG00000181773.7",3192,1,2,1056,2137,0.5
"ENSG00000158195.11",85937,2,11,161029,6764,0.181818181818182
"ENSG00000126705.15",70396,6,22,379953,37026,0.272727272727273
"ENSG00000000938.13",23121,3,17,41364,7470,0.176470588235294
"ENSG00000126709.16",6148,4,13,21152,3373,0.307692307692308
"ENSG00000009780.16",37155,6,17,200805,10582,0.352941176470588
"ENSG00000117758.14",51224,1,9,48191,3034,0.111111111111111
"ENSG00000117751.18",20894,3,11,55056,7405,0.272727272727273
"ENSG00000130775.16",14142,4,12,48620,7782,0.333333333333333
"ENSG00000117748.10",23222,3,13,64333,3983,0.230769230769231
"ENSG00000130768.15",24157,3,12,64612,5025,0.25
"ENSG00000158156.9",8505,3,7,18400,6299,0.428571428571429
"ENSG00000158161.16",118293,4,25,528746,22015,0.16
"ENSG00000169403.12",46770,3,6,110774,9723,0.5
"ENSG00000126698.11",33573,1,9,30989,1763,0.111111111111111
"ENSG00000130770.18",10797,4,9,13188,3496,0.444444444444444
"ENSG00000130766.5",22973,1,10,19512,3462,0.1
"ENSG00000130772.14",6963,2,6,10901,2935,0.333333333333333
"ENSG00000204138.13",130782,2,16,180603,9155,0.125
"ENSG00000180198.17",33357,6,25,158393,14797,0.24
"ENSG00000180098.9",25460,1,9,23662,1799,0.111111111111111
"ENSG00000120656.13",53762,3,10,116227,4132,0.3
"ENSG00000188060.8",3249,2,4,2243,4186,0.5
"ENSG00000162419.13",50575,3,16,132609,10164,0.1875
"ENSG00000198492.16",33154,2,8,90538,8288,0.25
"ENSG00000116329.11",59125,2,6,99706,10534,0.333333333333333
"ENSG00000159023.22",232955,18,52,3324940,79473,0.346153846153846
"ENSG00000253304.2",4474,2,4,2522,5021,0.5
"ENSG00000116350.17",34157,1,6,31858,2300,0.166666666666667
"ENSG00000116353.16",38285,2,13,71399,4931,0.153846153846154
"ENSG00000060656.20",90297,4,40,338791,20930,0.1
"ENSG00000162510.6",12308,1,8,8479,3830,0.125
"ENSG00000162511.8",25305,1,8,23129,2177,0.125
"ENSG00000162512.16",39292,2,7,36929,11638,0.285714285714286
"ENSG00000134644.16",134485,7,34,903039,32444,0.205882352941176
"ENSG00000084628.10",60142,1,7,57221,2922,0.142857142857143
"ENSG00000060688.13",37220,2,12,44476,2702,0.166666666666667
"ENSG00000121766.16",67971,4,16,530917,12294,0.25
"ENSG00000121769.8",11597,1,4,6727,1097,0.25
"ENSG00000168528.12",25115,4,16,83774,8180,0.25
"ENSG00000142910.16",11201,3,15,25720,6188,0.2
"ENSG00000121764.11",14832,3,12,26282,4815,0.25
"ENSG00000162517.13",15030,1,5,13397,1614,0.2
"ENSG00000084636.18",52056,2,73,67784,9061,0.0273972602739726
"ENSG00000121753.13",37776,6,41,204322,35614,0.146341463414634
"ENSG00000134668.12",25629,4,23,72174,12311,0.173913043478261
"ENSG00000184007.22",38435,6,17,94477,11750,0.352941176470588
"ENSG00000288678.1",65,1,1,0,66,1
"ENSG00000121774.18",46982,2,11,54711,3928,0.181818181818182
"ENSG00000121775.18",30835,1,9,28147,1778,0.111111111111111
"ENSG00000025800.14",68507,1,14,61153,7355,0.0714285714285714
"ENSG00000084652.16",18610,2,12,26955,9877,0.166666666666667
"ENSG00000160050.16",4858,3,9,11360,2928,0.333333333333333
"ENSG00000160051.12",3011,1,6,1760,4264,0.166666666666667
"ENSG00000222046.3",7103,1,9,5754,1350,0.111111111111111
"ENSG00000160055.20",7887,3,10,15201,3239,0.3
"ENSG00000084623.12",24320,21,50,210162,35417,0.42
"ENSG00000183615.6",1634,1,2,688,947,0.5
"ENSG00000182866.17",34926,4,20,85419,8493,0.2
"ENSG00000116478.12",41552,1,14,39426,2118,0.0714285714285714
"ENSG00000175130.7",2394,1,2,849,1546,0.5
"ENSG00000162526.7",12791,1,2,748,1026,0.5
"ENSG00000225828.1",3008,1,3,275,699,0.333333333333333
"ENSG00000160058.19",30098,5,18,131059,12247,0.277777777777778
"ENSG00000254553.1",135735,1,10,132289,3447,0.1
"ENSG00000273274.2",31614,1,2,18784,12831,0.5
"ENSG00000160062.15",66514,2,4,119057,9020,0.5
"ENSG00000176261.16",50731,7,20,219288,5122,0.35
