"gene_id","transcript_id","intron_length","exon_length"
"ENSMUSG00000058407.13","ENSMUST00000193832.6","6378","3472"
"ENSMUSG00000058407.13","ENSMUST00000195247.6","8801","1699"
"ENSMUSG00000058407.13","ENSMUST00000192960.6","7734","472"
"ENSMUSG00000058407.13","ENSMUST00000195032.6","8530","1444"
"ENSMUSG00000026083.13","ENSMUST00000027252.8","49773","7797"
"ENSMUSG00000026082.12","ENSMUST00000027251.12","72615","4262"
"ENSMUSG00000037138.19","ENSMUST00000095027.9","444003","5857"
"ENSMUSG00000037138.19","ENSMUST00000238906.2","443928","5948"
"ENSMUSG00000037138.19","ENSMUST00000039827.14","481619","6010"
"ENSMUSG00000048814.12","ENSMUST00000147695.9","36135","6932"
"ENSMUSG00000048814.12","ENSMUST00000039612.5","21630","5077"
"ENSMUSG00000026080.15","ENSMUST00000027249.13","31169","2975"
"ENSMUSG00000026080.15","ENSMUST00000193441.7","29224","4999"
"ENSMUSG00000026080.15","ENSMUST00000194361.7","31289","2996"
"ENSMUSG00000067604.9","ENSMUST00000088029.8","10127","1001"
"ENSMUSG00000026078.11","ENSMUST00000027247.11","7717","3914"
"ENSMUSG00000026077.16","ENSMUST00000056815.9","164789","4236"
"ENSMUSG00000073702.12","ENSMUST00000086535.12","3021","1049"
"ENSMUSG00000073702.12","ENSMUST00000194746.6","2786","703"
"ENSMUSG00000073702.12","ENSMUST00000178079.8","2949","487"
"ENSMUSG00000073702.12","ENSMUST00000179954.8","2807","630"
"ENSMUSG00000073702.12","ENSMUST00000195123.6","2862","356"
"ENSMUSG00000003134.11","ENSMUST00000054462.11","102813","4451"
"ENSMUSG00000003134.11","ENSMUST00000193823.2","101873","3512"
"ENSMUSG00000003135.16","ENSMUST00000161515.8","8416","3482"
"ENSMUSG00000003135.16","ENSMUST00000003219.14","7910","3162"
"ENSMUSG00000048234.14","ENSMUST00000062525.11","23618","2492"
"ENSMUSG00000048234.14","ENSMUST00000195705.2","11822","389"
"ENSMUSG00000050967.6","ENSMUST00000053355.6","26978","6091"
"ENSMUSG00000057173.9","ENSMUST00000151913.3","53689","2008"
"ENSMUSG00000091937.4","ENSMUST00000171319.4","833","352"
"ENSMUSG00000026074.16","ENSMUST00000168431.7","119766","5632"
"ENSMUSG00000026074.16","ENSMUST00000163854.9","119616","5782"
"ENSMUSG00000026074.16","ENSMUST00000193682.6","119817","3759"
"ENSMUSG00000026074.16","ENSMUST00000195860.6","119616","3960"
"ENSMUSG00000026074.16","ENSMUST00000195259.6","119856","3719"
"ENSMUSG00000026074.16","ENSMUST00000195636.6","119664","4082"
"ENSMUSG00000026074.16","ENSMUST00000192509.6","119778","3918"
"ENSMUSG00000026073.14","ENSMUST00000027243.13","39115","1419"
"ENSMUSG00000026072.13","ENSMUST00000027241.11","86359","5819"
"ENSMUSG00000026072.13","ENSMUST00000114795.3","44784","4832"
"ENSMUSG00000070942.9","ENSMUST00000095020.9","38895","1950"
"ENSMUSG00000070942.9","ENSMUST00000194296.6","38965","3908"
"ENSMUSG00000026069.16","ENSMUST00000174335.8","15938","1216"
"ENSMUSG00000026069.16","ENSMUST00000097772.10","20487","5302"
"ENSMUSG00000026069.16","ENSMUST00000173514.8","5712","2661"
"ENSMUSG00000026069.16","ENSMUST00000053043.8","19716","5053"
"ENSMUSG00000026070.16","ENSMUST00000167723.8","24108","1919"
"ENSMUSG00000026070.16","ENSMUST00000193391.6","24167","1738"
"ENSMUSG00000026070.16","ENSMUST00000193793.6","23957","1652"
"ENSMUSG00000026070.16","ENSMUST00000087983.8","32002","2826"
"ENSMUSG00000026070.16","ENSMUST00000195684.6","31998","2850"
"ENSMUSG00000026070.16","ENSMUST00000108044.4","30691","4158"
"ENSMUSG00000026068.12","ENSMUST00000027237.12","31455","4889"
"ENSMUSG00000026065.9","ENSMUST00000027233.9","46683","3962"
"ENSMUSG00000026062.13","ENSMUST00000027231.13","83681","5019"
"ENSMUSG00000026062.13","ENSMUST00000192345.2","43578","2507"
"ENSMUSG00000041945.13","ENSMUST00000039672.6","15466","3160"
"ENSMUSG00000079588.4","ENSMUST00000114765.4","48571","2716"
"ENSMUSG00000045515.5","ENSMUST00000239323.2","922","7330"
"ENSMUSG00000045515.5","ENSMUST00000054883.4",0,"7409"
"ENSMUSG00000060679.15","ENSMUST00000057208.13","53032","1418"
"ENSMUSG00000041907.10","ENSMUST00000179766.3","78718","3776"
"ENSMUSG00000041907.10","ENSMUST00000114761.2",0,"1546"
"ENSMUSG00000070939.10","ENSMUST00000095014.8","45816","5607"
"ENSMUSG00000070939.10","ENSMUST00000186694.7","40125","5385"
"ENSMUSG00000010290.8","ENSMUST00000010434.8","13780","3458"
