"Gene","Gene_length","Transcript","Exon","intron_length","exon_length","TPE"
"ENSG00000225750.1",2500,1,3,2222,279,0.333333333333333
"ENSG00000237934.1",883,1,3,311,573,0.333333333333333
"ENSG00000230523.1",20494,1,3,18347,2148,0.333333333333333
"ENSG00000228176.1",696,1,2,199,498,0.5
"ENSG00000284676.1",35422,1,5,33470,1953,0.2
"ENSG00000233399.2",23660,1,7,22142,1519,0.142857142857143
"ENSG00000233372.1",1344,1,2,794,551,0.5
"ENSG00000236335.1",2078,1,3,1572,507,0.333333333333333
"ENSG00000231949.1",5283,1,3,4803,481,0.333333333333333
"ENSG00000186056.10",8323,2,7,10376,5455,0.285714285714286
"ENSG00000287510.1",1734,1,2,658,1077,0.5
"ENSG00000229607.1",5175,1,2,4732,444,0.5
"ENSG00000223382.5",10647,2,8,17906,2288,0.25
"ENSG00000235143.1",2096,1,2,350,1747,0.5
"ENSG00000229044.1",13732,1,3,13294,439,0.333333333333333
"ENSG00000284543.1",77080,9,26,253405,12830,0.346153846153846
"ENSG00000229167.2",6313,2,6,5886,977,0.333333333333333
"ENSG00000235790.7",16113,6,17,75397,4048,0.352941176470588
"ENSG00000264078.1",4677,1,2,4198,480,0.5
"ENSG00000254545.1",2192,1,2,1656,537,0.5
"ENSG00000203620.2",13549,1,2,11293,2257,0.5
"ENSG00000269967.1",69928,1,2,69342,587,0.5
"ENSG00000228634.1",955,1,2,439,517,0.5
"ENSG00000284702.1",14845,1,2,12973,1873,0.5
"ENSG00000203325.3",21183,1,3,20560,624,0.333333333333333
"ENSG00000250135.1",5835,1,2,5169,667,0.5
"ENSG00000224066.1",2045,2,6,1306,1428,0.333333333333333
"ENSG00000233775.1",1469,1,2,783,687,0.5
"ENSG00000224409.1",7503,1,2,7109,395,0.5
"ENSG00000287691.1",26184,1,3,25610,575,0.333333333333333
"ENSG00000236065.2",45394,1,2,43715,1680,0.5
"ENSG00000284721.1",5565,1,2,3634,1932,0.5
"ENSG00000270115.1",468,1,1,0,469,1
"ENSG00000225313.5",41897,4,10,57712,3985,0.4
"ENSG00000233246.1",12893,1,3,12404,490,0.333333333333333
"ENSG00000231163.6",24773,8,27,145031,8829,0.296296296296296
"ENSG00000287703.1",45575,1,2,44150,1426,0.5
"ENSG00000255811.1",26671,1,2,26112,560,0.5
"ENSG00000230163.1",861,1,2,142,720,0.5
"ENSG00000284640.1",4920,1,3,3035,1886,0.333333333333333
"ENSG00000227409.1",7255,1,2,6797,459,0.5
"ENSG00000239636.1",7916,1,3,7063,852,0.333333333333333
"ENSG00000232335.1",4187,1,2,3649,539,0.5
"ENSG00000286899.1",1892,1,2,91,1802,0.5
"ENSG00000271914.1",395,1,1,0,396,1
"ENSG00000271554.1",21521,2,5,24907,752,0.4
"ENSG00000286379.1",5776,1,2,899,4878,0.5
"ENSG00000284705.1",6629,1,2,3936,2694,0.5
"ENSG00000284720.1",1603,1,2,83,1521,0.5
"ENSG00000234481.2",5956,1,3,5179,778,0.333333333333333
"ENSG00000284650.1",2657,1,2,1619,1039,0.5
"ENSG00000223944.2",170339,1,4,161057,2824,0.25
"ENSG00000233621.2",123477,2,5,139724,3262,0.4
"ENSG00000284748.1",11210,1,2,9885,1326,0.5
"ENSG00000233728.1",1159,1,2,460,700,0.5
"ENSG00000230955.1",883,1,2,403,481,0.5
"ENSG00000224592.5",71711,1,5,71028,573,0.2
"ENSG00000284623.1",11129,1,5,9568,1562,0.2
"ENSG00000286552.1",13001,1,3,11969,1033,0.333333333333333
"ENSG00000287987.1",16721,1,2,15487,1235,0.5
"ENSG00000237290.2",5772,1,4,3451,2283,0.25
"ENSG00000238063.3",41695,2,8,40715,2326,0.25
"ENSG00000284632.1",61763,2,6,83279,1404,0.333333333333333
"ENSG00000273637.1",35161,1,7,32991,2171,0.142857142857143
"ENSG00000228436.3",105126,2,6,162661,1802,0.333333333333333
"ENSG00000287422.1",11950,1,2,10010,1941,0.5
"ENSG00000226438.1",7811,1,3,7254,558,0.333333333333333
"ENSG00000228060.3",8808,1,4,7493,1316,0.25
"ENSG00000225903.1",487,1,2,184,304,0.5
"ENSG00000285905.1",1449,1,2,232,1218,0.5
"ENSG00000261798.1",1195,1,1,0,1196,1
"ENSG00000284719.1",10028,2,6,9062,1899,0.333333333333333
"ENSG00000284678.1",16046,1,4,15374,673,0.25
"ENSG00000236546.1",1353,1,2,569,785,0.5
"ENSG00000259943.1",1540,1,1,0,1541,1
"ENSG00000284677.1",13840,1,5,13168,673,0.2
"ENSG00000260920.2",2448,1,1,0,2449,1
"ENSG00000238287.1",15504,1,2,14900,605,0.5
"ENSG00000227278.1",596,1,2,165,432,0.5
"ENSG00000238186.1",1420,1,2,875,546,0.5
"ENSG00000286838.1",24669,1,3,23950,720,0.333333333333333
"ENSG00000287743.1",7632,1,2,5961,1672,0.5
"ENSG00000237899.1",18499,1,5,18029,471,0.2
"ENSG00000272145.1",1686,1,1,0,1687,1
"ENSG00000229528.1",12756,1,3,12286,471,0.333333333333333
"ENSG00000286668.1",6230,1,2,4877,1354,0.5
"ENSG00000281207.1",29300,1,4,24501,4800,0.25
"ENSG00000287400.1",96872,1,2,92436,4437,0.5
"ENSG00000235358.2",42488,3,8,74692,2289,0.375
"ENSG00000229901.1",665,1,2,272,394,0.5
"ENSG00000230881.1",425,1,2,161,265,0.5
"ENSG00000287587.1",15641,1,4,14454,1188,0.25
"ENSG00000227527.2",2990,1,2,2330,661,0.5
"ENSG00000285728.2",23473,2,6,27751,3926,0.333333333333333
"ENSG00000234917.2",2924,1,2,2324,601,0.5
"ENSG00000228452.1",977,1,2,494,484,0.5
"ENSG00000228192.8",13900,1,5,10762,3131,0.2
"ENSG00000227533.6",37765,3,8,95331,4417,0.375
"ENSG00000283973.2",2799,2,8,3399,1380,0.25
"ENSG00000287113.1",556,1,1,0,557,1
"ENSG00000234694.1",3974,1,3,3314,661,0.333333333333333
"ENSG00000229431.1",4042,1,4,3312,731,0.25
"ENSG00000229372.1",868,1,2,170,699,0.5
"ENSG00000229348.1",3068,1,2,2524,545,0.5
"ENSG00000236200.6",23015,2,7,25590,4183,0.285714285714286
"ENSG00000229444.1",17951,1,4,17483,469,0.25
"ENSG00000237950.3",2863,1,2,640,2224,0.5
"ENSG00000288573.1",2181,2,5,3305,788,0.4
"ENSG00000285649.1",6470,1,4,4427,2044,0.25
"ENSG00000230615.7",85476,12,42,260132,11648,0.285714285714286
"ENSG00000233602.1",865,1,2,247,619,0.5
"ENSG00000225721.5",16773,1,3,16107,580,0.333333333333333
"ENSG00000281912.1",1709,1,1,0,1710,1
"ENSG00000230896.1",2391,1,2,1794,598,0.5
"ENSG00000226957.1",1550,1,2,902,649,0.5
"ENSG00000227857.2",4550,1,2,4212,339,0.5
"ENSG00000224863.3",4717,1,4,3317,1401,0.25
"ENSG00000269956.2",31644,1,8,29115,2445,0.125
"ENSG00000228237.5",18062,1,4,17479,491,0.25
"ENSG00000225506.2",82618,1,4,81698,921,0.25
"ENSG00000224805.2",1089,1,2,429,661,0.5
"ENSG00000226252.1",4953,1,2,918,4036,0.5
"ENSG00000225762.1",27549,1,3,27067,483,0.333333333333333
"ENSG00000237424.1",2508,1,1,0,2509,1
"ENSG00000227947.2",15566,1,3,14106,1461,0.333333333333333
"ENSG00000223814.1",4415,1,2,4009,407,0.5
"ENSG00000225028.1",2171,1,2,365,1807,0.5
"ENSG00000226133.6",41077,2,8,52539,1532,0.25
"ENSG00000231413.1",3409,1,2,3118,292,0.5
"ENSG00000223720.2",33885,1,5,33235,651,0.2
"ENSG00000272491.1",1673,1,1,0,1674,1
"ENSG00000287661.1",5115,1,2,3255,1861,0.5
"ENSG00000286597.1",10713,1,2,10141,573,0.5
"ENSG00000229846.2",161990,1,4,161198,793,0.25
"ENSG00000230114.1",11874,1,4,11309,566,0.25
"ENSG00000225623.1",97884,1,4,97371,514,0.25
"ENSG00000237337.1",1562,1,2,705,858,0.5
"ENSG00000233407.1",17043,1,2,16794,250,0.5
"ENSG00000284696.2",91530,8,27,206742,6126,0.296296296296296
"ENSG00000284645.1",6425,1,3,3122,3304,0.333333333333333
"ENSG00000284700.1",1707,1,3,778,930,0.333333333333333
"ENSG00000225767.1",9681,1,5,9179,503,0.2
"ENSG00000203356.2",40001,1,2,37636,2366,0.5
"ENSG00000236434.2",1158,1,2,724,435,0.5
"ENSG00000261664.5",5670,2,5,5837,1366,0.4
"ENSG00000238140.1",1695,1,2,1018,678,0.5
"ENSG00000227070.1",43320,1,3,42885,362,0.333333333333333
"ENSG00000266993.3",5220,1,2,3880,1290,0.5
"ENSG00000272175.1",279,1,1,0,280,1
"ENSG00000223390.1",10888,1,2,10127,762,0.5
"ENSG00000228369.2",1765,1,3,1375,391,0.333333333333333
"ENSG00000272100.1",390,1,1,0,391,1
"ENSG00000287078.1",2422,1,2,1484,939,0.5
"ENSG00000272371.1",455,1,1,0,456,1
"ENSG00000242391.2",514,1,2,135,380,0.5
"ENSG00000232993.1",15564,1,2,15098,467,0.5
"ENSG00000235563.1",4033,1,2,2163,1871,0.5
"ENSG00000236723.2",3992,1,2,2796,524,0.5
"ENSG00000259818.1",3590,1,1,0,3591,1
"ENSG00000226754.2",7932,1,4,6254,1649,0.25
"ENSG00000234578.1",666,1,2,197,470,0.5
"ENSG00000228838.1",1682,1,2,1008,675,0.5
"ENSG00000232762.1",2926,1,6,2175,752,0.166666666666667
"ENSG00000225675.2",8276,1,3,7710,567,0.333333333333333
"ENSG00000285954.1",21442,1,4,20557,886,0.25
"ENSG00000226938.1",745,1,2,363,383,0.5
"ENSG00000230138.2",1589,1,3,657,811,0.333333333333333
"ENSG00000280425.2",5234,1,2,266,4969,0.5
"ENSG00000198711.5",2623,1,1,0,2624,1
"ENSG00000225632.1",1966,1,2,856,1111,0.5
"ENSG00000232245.1",4604,1,2,4316,289,0.5
"ENSG00000287582.1",2966,1,3,1916,1051,0.333333333333333
"ENSG00000235741.1",847,1,2,165,683,0.5
"ENSG00000230728.1",6961,1,2,6339,623,0.5
"ENSG00000237453.1",2020,1,2,1678,343,0.5
"ENSG00000287724.1",8992,1,4,8162,831,0.25
"ENSG00000242396.1",1126,1,2,552,575,0.5
"ENSG00000233203.6",1287,2,5,1324,955,0.4
"ENSG00000284601.1",5564,1,4,3970,1595,0.25
"ENSG00000233271.1",11324,1,2,10897,428,0.5
"ENSG00000231090.2",107046,2,4,120724,2640,0.5
"ENSG00000234810.4",741225,6,26,1191037,8968,0.230769230769231
"ENSG00000233079.3",81865,1,5,78719,3146,0.2
"ENSG00000230250.3",29377,1,3,28671,702,0.333333333333333
"ENSG00000235612.1",9503,1,3,8773,731,0.333333333333333
"ENSG00000260971.4",323142,10,34,1072849,11769,0.294117647058824
"ENSG00000223956.3",2202,4,12,1624,3620,0.333333333333333
"ENSG00000229913.1",3241,1,2,1418,1824,0.5
"ENSG00000236341.1",32871,1,4,32262,610,0.25
"ENSG00000227935.1",874,1,2,167,708,0.5
"ENSG00000226759.8",20373,3,12,24618,2666,0.25
"ENSG00000235038.1",20135,1,5,19516,620,0.2
"ENSG00000286918.1",17729,1,2,15939,1791,0.5
"ENSG00000283445.1",55686,2,11,91964,4927,0.181818181818182
"ENSG00000234807.7",115981,4,10,370581,8063,0.4
"ENSG00000272226.1",534,1,1,0,535,1
"ENSG00000231740.1",12806,1,3,12412,395,0.333333333333333
"ENSG00000232453.7",49029,1,5,19474,1383,0.2
"ENSG00000237352.4",306912,6,34,530337,8091,0.176470588235294
"ENSG00000241042.1",1652,1,2,1482,171,0.5
"ENSG00000235215.2",22117,1,3,21801,317,0.333333333333333
"ENSG00000224609.8",164559,5,12,242574,8521,0.416666666666667
"ENSG00000270457.1",337,1,1,0,338,1
"ENSG00000226883.1",34435,1,2,33669,767,0.5
"ENSG00000238242.2",34909,1,5,18627,1160,0.2
"ENSG00000226476.6",124791,7,31,545970,18660,0.225806451612903
"ENSG00000231252.3",208378,2,13,404447,4195,0.153846153846154
"ENSG00000237928.6",144210,2,12,83078,5531,0.166666666666667
"ENSG00000237853.6",4565,2,6,8449,604,0.333333333333333
"ENSG00000284808.1",52184,1,3,49743,2442,0.333333333333333
"ENSG00000287224.1",1855,1,2,440,1416,0.5
"ENSG00000271200.1",426,1,1,0,427,1
"ENSG00000235545.1",22212,1,2,20985,1228,0.5
"ENSG00000234318.1",5630,1,2,5184,447,0.5
