"chr","strand","gene_ID","transcript_ID","intron_ID","sj5start","sj5end","sj5_cov_nonsplit","sj5_cov_split","sj3start","sj3end","sj3_cov_nonsplit","sj3_cov_split","score","TC","exon"
"1","+","ENSG00000237188.5","ENST00000650785.1",14,147280191,147280192,0,22,147284350,147284351,0,22,1,"0.115384615384615","26"
"1","+","ENSG00000237188.5","ENST00000650785.1",15,147284499,147284500,0,34,147285323,147285324,0,34,1,"0.115384615384615","26"
"1","+","ENSG00000237188.5","ENST00000650785.1",16,147285487,147285488,0,50,147286297,147286298,0,50,1,"0.115384615384615","26"
"1","+","ENSG00000237188.5","ENST00000650785.1",17,147286500,147286501,0,36,147287634,147287635,0,36,1,"0.115384615384615","26"
"1","+","ENSG00000237188.5","ENST00000650785.1",18,147287733,147287734,0,39,147291481,147291482,0,39,1,"0.115384615384615","26"
"1","+","ENSG00000237188.5","ENST00000650785.1",19,147291552,147291553,0,31,147293607,147293608,0,30,1,"0.115384615384615","26"
"1","+","ENSG00000237188.5","ENST00000650785.1",20,147293722,147293723,0,20,147294408,147294409,0,19,1,"0.115384615384615","26"
"1","+","ENSG00000237188.5","ENST00000650785.1",21,147294517,147294518,0,16,147295430,147295431,0,16,1,"0.115384615384615","26"
"1","+","ENSG00000259357.2","ENST00000561111.2",1,150965764,150965765,203,0,150966130,150966131,180,0,0,"0.5","2"
"1","-","ENSG00000272030.1","ENST00000469931.2",1,153634213,153634214,33,0,153634110,153634111,11,3,0.0638297872340425,"0.25","4"
"1","+","ENSG00000287064.1","ENST00000653192.1",1,154672084,154672085,0,15,154677613,154677614,6,15,0.833333333333333,"0.5","2"
"1","-","ENSG00000229953.1","ENST00000448869.1",1,156661314,156661315,0,23,156647154,156647155,0,23,1,"0.5","2"
"1","+","ENSG00000273112.1","ENST00000537821.2",2,161513932,161513933,0,31,161517974,161517975,2,30,0.968253968253968,"0.25","4"
"1","+","ENSG00000273112.1","ENST00000537821.2",4,161601364,161601365,2,44,161604942,161604943,0,44,0.977777777777778,"0.25","4"
"1","-","ENSG00000234741.8","ENST00000651080.1",1,173866990,173866991,0,2035,173866796,173866797,0,2034,1,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000651080.1",2,173866760,173866761,3,2285,173866567,173866568,2,2285,0.998907103825137,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000651080.1",3,173866527,173866528,3,2451,173866206,173866207,0,2431,0.999385875127943,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000651080.1",5,173865856,173865857,3,876,173865547,173865548,0,858,0.998272884283247,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000449289.5",2,173866990,173866991,0,2035,173866796,173866797,0,2034,1,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000449289.5",3,173866760,173866761,3,2285,173866567,173866568,2,2285,0.998907103825137,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000449289.5",4,173866527,173866528,3,2451,173866206,173866207,0,2431,0.999385875127943,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000449289.5",6,173865856,173865857,3,876,173865547,173865548,0,858,0.998272884283247,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000449289.5",8,173864674,173864675,5,258,173864506,173864507,8,242,0.974658869395711,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000449289.5",9,173864483,173864484,6,211,173864304,173864305,12,212,0.959183673469388,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000449289.5",10,173864256,173864257,11,128,173864075,173864076,2,122,0.950570342205323,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000414075.5",2,173865856,173865857,3,876,173865547,173865548,0,858,0.998272884283247,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000414075.5",4,173865228,173865229,13,367,173864704,173864705,8,347,0.971428571428571,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000414075.5",6,173864256,173864257,11,128,173864075,173864076,2,122,0.950570342205323,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000448718.5",1,173866990,173866991,0,2035,173866796,173866797,0,2034,1,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000448718.5",2,173866760,173866761,3,2285,173866567,173866568,2,2285,0.998907103825137,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000448718.5",3,173866527,173866528,3,2451,173866206,173866207,0,2431,0.999385875127943,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000448718.5",5,173865856,173865857,3,876,173865547,173865548,0,858,0.998272884283247,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000448718.5",7,173865228,173865229,13,367,173864704,173864705,8,347,0.971428571428571,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000448718.5",8,173864674,173864675,5,258,173864506,173864507,8,242,0.974658869395711,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000448718.5",9,173864483,173864484,6,211,173864304,173864305,12,212,0.959183673469388,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000448718.5",10,173864256,173864257,11,128,173864075,173864076,2,122,0.950570342205323,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000452197.5",2,173866990,173866991,0,2035,173866796,173866797,0,2034,1,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000452197.5",3,173866760,173866761,3,2285,173866567,173866568,2,2285,0.998907103825137,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000452197.5",5,173865228,173865229,13,367,173864704,173864705,8,347,0.971428571428571,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000452197.5",6,173864674,173864675,5,258,173864506,173864507,8,242,0.974658869395711,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000452197.5",7,173864483,173864484,6,211,173864304,173864305,12,212,0.959183673469388,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000452197.5",8,173864256,173864257,11,128,173864075,173864076,2,122,0.950570342205323,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000450589.5",2,173866990,173866991,0,2035,173866796,173866797,0,2034,1,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000450589.5",3,173866760,173866761,3,2285,173866567,173866568,2,2285,0.998907103825137,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000450589.5",4,173866527,173866528,3,2451,173866206,173866207,0,2431,0.999385875127943,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000450589.5",6,173865856,173865857,3,876,173865547,173865548,0,858,0.998272884283247,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000450589.5",7,173865470,173865471,3,313,173865282,173865283,8,561,0.987570621468927,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000450589.5",8,173865228,173865229,13,367,173864704,173864705,8,347,0.971428571428571,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000450589.5",9,173864674,173864675,5,258,173864506,173864507,8,242,0.974658869395711,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000450589.5",10,173864483,173864484,6,211,173864304,173864305,12,212,0.959183673469388,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000450589.5",11,173864256,173864257,11,128,173864075,173864076,2,122,0.950570342205323,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000430245.5",3,173866990,173866991,0,2035,173866796,173866797,0,2034,1,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000430245.5",4,173866760,173866761,3,2285,173866567,173866568,2,2285,0.998907103825137,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000430245.5",5,173866527,173866528,3,2451,173866206,173866207,0,2431,0.999385875127943,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000430245.5",7,173865856,173865857,3,876,173865547,173865548,0,858,0.998272884283247,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000430245.5",9,173865228,173865229,13,367,173864704,173864705,8,347,0.971428571428571,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000430245.5",10,173864674,173864675,5,258,173864506,173864507,8,242,0.974658869395711,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000430245.5",11,173864483,173864484,6,211,173864304,173864305,12,212,0.959183673469388,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000430245.5",12,173864256,173864257,11,128,173864075,173864076,2,122,0.950570342205323,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000454068.5",2,173866990,173866991,0,2035,173866796,173866797,0,2034,1,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000454068.5",3,173866760,173866761,3,2285,173866567,173866568,2,2285,0.998907103825137,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000454068.5",4,173866527,173866528,3,2451,173866206,173866207,0,2431,0.999385875127943,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000454068.5",6,173865856,173865857,3,876,173865547,173865548,0,858,0.998272884283247,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000454068.5",7,173865470,173865471,3,313,173865282,173865283,8,561,0.987570621468927,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000454068.5",8,173865228,173865229,13,367,173864704,173864705,8,347,0.971428571428571,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000454068.5",9,173864674,173864675,5,258,173864506,173864507,8,242,0.974658869395711,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000454068.5",10,173864483,173864484,6,211,173864304,173864305,12,212,0.959183673469388,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000454068.5",11,173864256,173864257,11,128,173864075,173864076,2,122,0.950570342205323,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000451607.5",2,173866990,173866991,0,2035,173866796,173866797,0,2034,1,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000451607.5",3,173866760,173866761,3,2285,173866567,173866568,2,2285,0.998907103825137,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000451607.5",4,173866527,173866528,3,2451,173866206,173866207,0,2431,0.999385875127943,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000451607.5",6,173865856,173865857,3,876,173865547,173865548,0,858,0.998272884283247,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000451607.5",8,173865228,173865229,13,367,173864704,173864705,8,347,0.971428571428571,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000451607.5",9,173864674,173864675,5,258,173864506,173864507,8,242,0.974658869395711,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000451607.5",10,173864483,173864484,6,211,173864304,173864305,12,212,0.959183673469388,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000451607.5",11,173864256,173864257,11,128,173864075,173864076,2,122,0.950570342205323,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000432536.5",1,173866990,173866991,0,2035,173866796,173866797,0,2034,1,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000432536.5",2,173866760,173866761,3,2285,173866567,173866568,2,2285,0.998907103825137,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000432536.5",3,173866527,173866528,3,2451,173866206,173866207,0,2431,0.999385875127943,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000432536.5",5,173865856,173865857,3,876,173865547,173865548,0,858,0.998272884283247,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000432536.5",6,173865470,173865471,3,313,173865282,173865283,8,561,0.987570621468927,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000425771.5",1,173866990,173866991,0,2035,173866796,173866797,0,2034,1,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000425771.5",2,173866760,173866761,3,2285,173866567,173866568,2,2285,0.998907103825137,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000425771.5",3,173866527,173866528,3,2451,173866206,173866207,0,2431,0.999385875127943,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000425771.5",4,173866176,173866177,1,1491,173865952,173865953,10,4,0.99269588313413,"0.392857142857143","28"
"1","+","ENSG00000233706.1","ENST00000433837.1",1,226992224,226992225,22,0,226992392,226992393,19,0,0,"0.333333333333333","3"
"1","+","ENSG00000233706.1","ENST00000433837.1",2,226992610,226992611,16,0,226993069,226993070,24,0,0,"0.333333333333333","3"
"1","-","ENSG00000224407.1","ENST00000414640.1",1,230281489,230281490,92,0,230280936,230280937,67,0,0,"0.5","2"
"1","+","ENSG00000228830.1","ENST00000436039.1",1,234607637,234607638,97,0,234609420,234609421,15,0,0,"0.5","2"
"2","+","ENSG00000234072.1","ENST00000412749.1",1,27357292,27357293,1,12,27357807,27357808,2,15,0.9,"0.4","5"
"2","+","ENSG00000259080.1","ENST00000505973.1",2,27598254,27598255,0,15,27599582,27599583,0,15,1,"0.125","8"
"2","+","ENSG00000259080.1","ENST00000505973.1",3,27599678,27599679,0,27,27599969,27599970,0,27,1,"0.125","8"
"2","+","ENSG00000259080.1","ENST00000505973.1",5,27601442,27601443,0,19,27602462,27602463,0,17,1,"0.125","8"
"2","+","ENSG00000259080.1","ENST00000505973.1",6,27602561,27602562,0,21,27603139,27603140,0,21,1,"0.125","8"
"2","+","ENSG00000259080.1","ENST00000505973.1",7,27603307,27603308,0,27,27607844,27607845,0,27,1,"0.125","8"
"2","+","ENSG00000259080.1","ENST00000505973.1",8,27608039,27608040,0,34,27615167,27615168,0,34,1,"0.125","8"
"2","+","ENSG00000259080.1","ENST00000505973.1",9,27615269,27615270,0,24,27616261,27616262,0,24,1,"0.125","8"
"2","+","ENSG00000259080.1","ENST00000505973.1",10,27616324,27616325,0,18,27617472,27617473,2,18,0.947368421052632,"0.125","8"
"2","+","ENSG00000259080.1","ENST00000505973.1",11,27617571,27617572,0,15,27621152,27621153,0,16,1,"0.125","8"
"2","+","ENSG00000259080.1","ENST00000505973.1",13,27629952,27629953,0,39,27631026,27631027,0,34,1,"0.125","8"
"2","+","ENSG00000259080.1","ENST00000505973.1",14,27631066,27631067,1,16,27631833,27631834,0,16,0.96969696969697,"0.125","8"
"2","+","ENSG00000259080.1","ENST00000505973.1",15,27631900,27631901,0,17,27632632,27632633,0,21,1,"0.125","8"
"2","+","ENSG00000259080.1","ENST00000505973.1",16,27632670,27632671,0,26,27634845,27634846,0,25,1,"0.125","8"
"2","+","ENSG00000259080.1","ENST00000505973.1",17,27634924,27634925,0,27,27635139,27635140,0,27,1,"0.125","8"
"2","+","ENSG00000236213.2","ENST00000659653.1",1,37562619,37562620,0,23,37571001,37571002,3,20,0.934782608695652,"0.25","8"
"2","+","ENSG00000231312.7","ENST00000671403.1",1,39437535,39437536,0,27,39453838,39453839,0,27,1,"0.238095238095238","21"
"2","+","ENSG00000231312.7","ENST00000658048.1",1,39437535,39437536,0,27,39453838,39453839,0,27,1,"0.238095238095238","21"
"2","+","ENSG00000231312.7","ENST00000425775.2",1,39437535,39437536,0,27,39453838,39453839,0,27,1,"0.238095238095238","21"
"2","+","ENSG00000272180.1","ENST00000606639.1",3,56147740,56147741,0,15,56170000,56170001,0,11,1,"0.142857142857143","7"
"2","+","ENSG00000271894.1","ENST00000607540.1",1,56147740,56147741,0,15,56170000,56170001,0,11,1,"0.5","2"
"2","+","ENSG00000228363.2","ENST00000424788.1",1,86604363,86604364,10,0,86605242,86605243,14,0,0,"0.375","8"
"2","-","ENSG00000285793.1","ENST00000648819.1",1,87075918,87075919,1,18,87055800,87055801,0,18,0.972972972972973,"0.0909090909090909","11"
"2","-","ENSG00000285793.1","ENST00000648819.1",2,87055657,87055658,0,20,87052992,87052993,0,20,1,"0.0909090909090909","11"
"2","-","ENSG00000285793.1","ENST00000648819.1",4,87049588,87049589,0,14,87047306,87047307,0,14,1,"0.0909090909090909","11"
"2","-","ENSG00000286769.1","ENST00000669817.1",1,107746545,107746546,1,19,107717247,107717248,0,10,0.966666666666667,"0.25","4"
"2","+","ENSG00000189223.15","ENST00000456685.5",5,113238212,113238213,2,21,113239088,113239089,3,14,0.875,"0.28125","32"
"2","+","ENSG00000189223.15","ENST00000437551.6",2,113238212,113238213,2,21,113239088,113239089,3,14,0.875,"0.28125","32"
"2","+","ENSG00000284604.1","ENST00000641806.1",1,131303104,131303105,0,10,131308893,131308894,0,10,1,"1","1"
"2","+","ENSG00000224152.1","ENST00000418474.1",1,159615453,159615454,1,24,159615746,159615747,0,24,0.979591836734694,"0.5","2"
"2","-","ENSG00000235335.3","ENST00000670221.1",2,167939242,167939243,1,51,167900782,167900783,0,98,0.993333333333333,"0.2","5"
"2","-","ENSG00000235335.3","ENST00000670221.1",3,167900731,167900732,0,119,167869980,167869981,2,103,0.991071428571429,"0.2","5"
"2","-","ENSG00000235335.3","ENST00000670221.1",4,167869739,167869740,1,61,167815231,167815232,0,68,0.992307692307692,"0.2","5"
"2","+","ENSG00000239467.6","ENST00000429172.5",4,170777425,170777426,0,21,170777643,170777644,0,21,1,"0.272727272727273","11"
"2","+","ENSG00000239467.6","ENST00000670985.1",5,170777425,170777426,0,21,170777643,170777644,0,21,1,"0.272727272727273","11"
"2","+","ENSG00000239467.6","ENST00000663589.1",1,170777425,170777426,0,21,170777643,170777644,0,21,1,"0.272727272727273","11"
"2","+","ENSG00000223960.7","ENST00000453026.7",1,178414113,178414114,0,14,178426365,178426366,0,11,1,"0.25","16"
"2","+","ENSG00000223960.7","ENST00000665039.1",1,178414113,178414114,0,14,178426365,178426366,0,11,1,"0.25","16"
"2","+","ENSG00000223960.7","ENST00000666480.1",1,178414113,178414114,0,14,178426365,178426366,0,11,1,"0.25","16"
"2","+","ENSG00000223960.7","ENST00000450044.1",1,178414113,178414114,0,14,178426365,178426366,0,11,1,"0.25","16"
"2","-","ENSG00000222022.1","ENST00000409162.1",1,237425218,237425219,0,20,237422233,237422234,0,14,1,"0.333333333333333","3"
"3","+","ENSG00000189229.11","ENST00000668643.1",6,6724546,6724547,0,10,6732270,6732271,0,10,1,"0.230769230769231","26"
"3","+","ENSG00000189229.11","ENST00000661518.1",7,6724546,6724547,0,10,6732270,6732271,0,10,1,"0.230769230769231","26"
"3","+","ENSG00000189229.11","ENST00000655753.1",3,6724546,6724547,0,10,6732270,6732271,0,10,1,"0.230769230769231","26"
"3","+","ENSG00000189229.11","ENST00000660054.1",6,6724546,6724547,0,10,6732270,6732271,0,10,1,"0.230769230769231","26"
"3","-","ENSG00000287086.1","ENST00000660063.1",1,10153152,10153153,44,0,10150984,10150985,99,0,0,"0.5","2"
"3","-","ENSG00000225733.6","ENST00000655923.1",1,14947086,14947087,5,38,14946154,14946155,3,64,0.927272727272727,"0.25","8"
"3","+","ENSG00000244300.3","ENST00000464242.1",2,128490069,128490070,3,133,128496698,128496699,8,127,0.959409594095941,"0.4","5"
"3","+","ENSG00000206417.8","ENST00000511998.1",1,129315638,129315639,162,0,129315805,129315806,180,0,0,"0.272727272727273","11"
"3","+","ENSG00000288700.1","ENST00000683452.1",2,134495364,134495365,0,11,134507108,134507109,0,11,1,"0.357142857142857","14"
"3","+","ENSG00000288700.1","ENST00000683452.1",5,134532900,134532901,0,10,134537154,134537155,0,10,1,"0.357142857142857","14"
"3","+","ENSG00000288700.1","ENST00000683452.1",6,134537268,134537269,0,13,134545585,134545586,0,13,1,"0.357142857142857","14"
"3","+","ENSG00000288700.1","ENST00000684049.1",2,134495364,134495365,0,11,134507108,134507109,0,11,1,"0.357142857142857","14"
