"chr","strand","gene_ID","transcript_ID","intron_ID","sj5start","sj5end","sj5_cov_nonsplit","sj5_cov_split","sj3start","sj3end","sj3_cov_nonsplit","sj3_cov_split","score","TC","exon"
"2","-","ENSMUSG00000085385","ENSMUST00000154242",1,158358204,158358205,21,26,158357263,158357264,16,60,0.699186991869919,"0.333333333333333","21"
"2","+","ENSMUSG00000074578","ENSMUST00000189909",4,167065480,167065481,22,966,167065686,167065687,38,965,0.969864389753893,"0.285714285714286","7"
"3","-","ENSMUSG00000096935","ENSMUST00000197172",1,88177586,88177587,2,24,88175935,88175936,0,24,0.96,"0.285714285714286","7"
"3","-","ENSMUSG00000096935","ENSMUST00000200006",1,88177586,88177587,2,24,88175935,88175936,0,24,0.96,"0.285714285714286","7"
"3","+","ENSMUSG00000105552","ENSMUST00000200320",2,90006359,90006360,195,0,90021277,90021278,46,0,0,"0.285714285714286","7"
"3","-","ENSMUSG00000087660","ENSMUST00000125186",1,94961014,94961015,12,0,94960520,94960521,22,2,0.0555555555555556,"0.333333333333333","3"
"3","-","ENSMUSG00000087660","ENSMUST00000125186",2,94960414,94960415,20,7,94959851,94959852,32,7,0.212121212121212,"0.333333333333333","3"
"3","+","ENSMUSG00000097167","ENSMUST00000181819",1,95218058,95218059,10,8,95219438,95219439,7,8,0.484848484848485,"0.25","4"
"3","-","ENSMUSG00000074398","ENSMUST00000107095",2,96559677,96559678,351,1,96558397,96558398,749,2,0.00271985494106981,"0.25","4"
"3","+","ENSMUSG00000085754","ENSMUST00000123155",4,103777506,103777507,41,0,103777721,103777722,57,0,0,"0.142857142857143","7"
"3","+","ENSMUSG00000085754","ENSMUST00000123155",5,103778117,103778118,39,0,103778228,103778229,52,0,0,"0.142857142857143","7"
"3","+","ENSMUSG00000105852","ENSMUST00000167642",1,105959698,105959699,9,311,105959952,105959953,9,314,0.972006220839813,"0.1","10"
"3","+","ENSMUSG00000105852","ENSMUST00000167642",2,105960138,105960139,5,312,105961616,105961617,11,312,0.975,"0.1","10"
"3","+","ENSMUSG00000105852","ENSMUST00000167642",3,105961758,105961759,0,260,105962014,105962015,0,260,1,"0.1","10"
"3","+","ENSMUSG00000105852","ENSMUST00000167642",4,105962064,105962065,4,280,105964441,105964442,4,283,0.985989492119089,"0.1","10"
"3","+","ENSMUSG00000105852","ENSMUST00000167642",5,105964512,105964513,3,236,105964622,105964623,2,233,0.989451476793249,"0.1","10"
"3","+","ENSMUSG00000105852","ENSMUST00000167642",6,105964677,105964678,2,207,105965080,105965081,4,207,0.985714285714286,"0.1","10"
"3","+","ENSMUSG00000105852","ENSMUST00000167642",7,105965152,105965153,5,305,105965764,105965765,21,297,0.95859872611465,"0.1","10"
"3","+","ENSMUSG00000105852","ENSMUST00000167642",8,105965873,105965874,15,159,105966356,105966357,2,166,0.950292397660819,"0.1","10"
"3","+","ENSMUSG00000105852","ENSMUST00000167642",9,105966425,105966426,1,190,105967162,105967163,1,190,0.994764397905759,"0.1","10"
"3","-","ENSMUSG00000054426","ENSMUST00000188260",2,115886213,115886214,0,12,115881838,115881839,0,38,1,"0.5","10"
"3","+","ENSMUSG00000105339","ENSMUST00000197572",1,116631964,116631965,36,0,116632136,116632137,96,0,0,"0.5","2"
"4","+","ENSMUSG00000085885","ENSMUST00000124792",3,25251388,25251389,56,1,25267824,25267825,13,0,0.0142857142857143,"0.2","5"
"4","-","ENSMUSG00000085023","ENSMUST00000146976",1,106588712,106588713,116,0,106587219,106587220,73,0,0,"0.5","2"
"4","+","ENSMUSG00000085399","ENSMUST00000123272",3,114916310,114916311,0,35,114920439,114920440,2,28,0.969230769230769,"0.285714285714286","7"
"4","-","ENSMUSG00000085408","ENSMUST00000142815",2,116592842,116592843,50,0,116590273,116590274,21,1,0.0138888888888889,"0.333333333333333","3"
"4","+","ENSMUSG00000085334","ENSMUST00000137236",1,127035854,127035855,1,114,127036562,127036563,0,111,0.995575221238938,"0.333333333333333","6"
"4","+","ENSMUSG00000091021","ENSMUST00000172202",1,132352720,132352721,44,0,132352804,132352805,30296,0,0,"0.5","2"
"4","-","ENSMUSG00000093594","ENSMUST00000176201",1,147809667,147809668,1,9,147807183,147807184,1,9,0.9,"0.333333333333333","3"
"5","+","ENSMUSG00000097180","ENSMUST00000181574",1,23850621,23850622,20,33,23852120,23852121,9,33,0.694736842105263,"0.25","4"
"5","+","ENSMUSG00000097180","ENSMUST00000181574",3,23852760,23852761,6,68,23853766,23853767,2,68,0.944444444444444,"0.25","4"
"5","-","ENSMUSG00000106797","ENSMUST00000174019",1,36613245,36613246,0,18,36608046,36608047,0,20,1,"0.333333333333333","3"
"5","+","ENSMUSG00000105255","ENSMUST00000196216",1,45434588,45434589,368,5,45450000,45450001,11,0,0.0130208333333333,"0.5","2"
"5","+","ENSMUSG00000097145","ENSMUST00000198720",3,52194890,52194891,1,9,52196892,52196893,1,9,0.9,"0.3","10"
"5","+","ENSMUSG00000106943","ENSMUST00000120364",1,74093139,74093140,35,129,74093357,74093358,36,129,0.78419452887538,"0.5","4"
"5","+","ENSMUSG00000105704","ENSMUST00000198859",3,86815730,86815731,0,69,86816463,86816464,0,68,1,"0.2","5"
"5","+","ENSMUSG00000105704","ENSMUST00000198859",4,86816792,86816793,4,111,86816906,86816907,6,111,0.956896551724138,"0.2","5"
"5","-","ENSMUSG00000097772","ENSMUST00000181873",1,100429325,100429326,34,92,100429238,100429239,22,92,0.766666666666667,"0.285714285714286","7"
"5","-","ENSMUSG00000097772","ENSMUST00000181873",2,100429096,100429097,16,49,100426804,100426805,4,50,0.831932773109244,"0.285714285714286","7"
"5","-","ENSMUSG00000097772","ENSMUST00000181873",4,100421967,100421968,1,16,100420972,100420973,3,16,0.888888888888889,"0.285714285714286","7"
"5","-","ENSMUSG00000097772","ENSMUST00000180779",1,100429325,100429326,34,92,100429238,100429239,22,92,0.766666666666667,"0.285714285714286","7"
"5","-","ENSMUSG00000097772","ENSMUST00000180779",2,100429096,100429097,16,49,100426804,100426805,4,50,0.831932773109244,"0.285714285714286","7"
"5","+","ENSMUSG00000090458","ENSMUST00000166047",1,113842890,113842891,265,0,113843034,113843035,199,0,0,"0.5","2"
"5","+","ENSMUSG00000029360","ENSMUST00000031305",1,118067039,118067040,202,0,118067548,118067549,198,0,0,"0.333333333333333","3"
"5","-","ENSMUSG00000106082","ENSMUST00000199356",2,124723529,124723530,14,0,124722489,124722490,29,0,0,"0.333333333333333","3"
"5","+","ENSMUSG00000097908","ENSMUST00000181190",3,136922427,136922428,2,39,136925703,136925704,7,39,0.896551724137931,"0.2","5"
"5","+","ENSMUSG00000097908","ENSMUST00000181190",4,136925895,136925896,1,66,136933738,136933739,1,48,0.982758620689655,"0.2","5"
"5","+","ENSMUSG00000106820","ENSMUST00000201128",1,147418701,147418702,0,24,147420629,147420630,0,24,1,"0.333333333333333","3"
"5","+","ENSMUSG00000106820","ENSMUST00000201128",2,147420796,147420797,0,16,147422231,147422232,0,16,1,"0.333333333333333","3"
"5","+","ENSMUSG00000106674","ENSMUST00000202583",1,149641751,149641752,18,76,149647633,149647634,0,60,0.883116883116883,"0.5","2"
"6","+","ENSMUSG00000097616","ENSMUST00000181225",1,13871627,13871628,0,10,13881272,13881273,0,10,1,"0.333333333333333","3"
"6","+","ENSMUSG00000097048","ENSMUST00000204008",2,86527974,86527975,2,14,86532192,86532193,0,14,0.933333333333333,"0.285714285714286","14"
"6","+","ENSMUSG00000097048","ENSMUST00000204008",5,86563537,86563538,0,18,86564275,86564276,0,18,1,"0.285714285714286","14"
"6","+","ENSMUSG00000097048","ENSMUST00000204738",2,86527974,86527975,2,14,86532192,86532193,0,14,0.933333333333333,"0.285714285714286","14"
"6","+","ENSMUSG00000097048","ENSMUST00000205028",2,86527974,86527975,2,14,86532192,86532193,0,14,0.933333333333333,"0.285714285714286","14"
"6","+","ENSMUSG00000100680","ENSMUST00000186472",1,91441158,91441159,2,24,91441441,91441442,0,24,0.96,"0.5","2"
"6","-","ENSMUSG00000086429","ENSMUST00000124246",1,113077067,113077068,29,53,113071435,113071436,3,101,0.827956989247312,"0.4","5"
"6","+","ENSMUSG00000108037","ENSMUST00000203287",1,125039897,125039898,3,129,125043953,125043954,0,132,0.988636363636364,"0.2","5"
"6","+","ENSMUSG00000108037","ENSMUST00000203287",2,125044025,125044026,4,94,125046903,125046904,2,88,0.968085106382979,"0.2","5"
"6","+","ENSMUSG00000108037","ENSMUST00000203287",3,125047070,125047071,0,52,125047210,125047211,4,57,0.964601769911504,"0.2","5"
"6","+","ENSMUSG00000108037","ENSMUST00000203287",5,125047940,125047941,2,53,125048175,125048176,3,54,0.955357142857143,"0.2","5"
"6","+","ENSMUSG00000108037","ENSMUST00000203287",6,125048237,125048238,2,46,125048367,125048368,2,46,0.958333333333333,"0.2","5"
"6","-","ENSMUSG00000107802","ENSMUST00000204351",3,143205039,143205040,80,0,143203506,143203507,62,0,0,"0.2","5"
"7","+","ENSMUSG00000090330","ENSMUST00000169914",1,25228773,25228774,194,0,25228879,25228880,112,0,0,"0.5","2"
"7","+","ENSMUSG00000108378","ENSMUST00000152342",1,27252326,27252327,0,32,27256611,27256612,0,32,1,"0.5","2"
"7","-","ENSMUSG00000094365","ENSMUST00000146232",1,30664830,30664831,9,166,30663285,30663286,2,166,0.967930029154519,"0.0625","16"
"7","-","ENSMUSG00000094365","ENSMUST00000146232",2,30663222,30663223,1,24,30663127,30663128,4,26,0.909090909090909,"0.0625","16"
"7","-","ENSMUSG00000094365","ENSMUST00000146232",3,30663094,30663095,5,54,30662960,30662961,0,53,0.955357142857143,"0.0625","16"
"7","-","ENSMUSG00000094365","ENSMUST00000146232",4,30662935,30662936,0,64,30661974,30661975,2,62,0.984375,"0.0625","16"
"7","-","ENSMUSG00000094365","ENSMUST00000146232",5,30661868,30661869,6,92,30661788,30661789,1,92,0.963350785340314,"0.0625","16"
"7","-","ENSMUSG00000094365","ENSMUST00000146232",6,30661628,30661629,1,47,30660328,30660329,3,49,0.96,"0.0625","16"
"7","-","ENSMUSG00000094365","ENSMUST00000146232",7,30660258,30660259,2,78,30660176,30660177,0,76,0.987179487179487,"0.0625","16"
"7","-","ENSMUSG00000094365","ENSMUST00000146232",8,30660093,30660094,1,84,30659597,30659598,1,84,0.988235294117647,"0.0625","16"
"7","-","ENSMUSG00000094365","ENSMUST00000146232",9,30659062,30659063,1,58,30658983,30658984,2,57,0.974576271186441,"0.0625","16"
"7","-","ENSMUSG00000094365","ENSMUST00000146232",10,30658852,30658853,2,43,30658665,30658666,8,42,0.894736842105263,"0.0625","16"
"7","-","ENSMUSG00000094365","ENSMUST00000146232",11,30658502,30658503,5,106,30657918,30657919,0,106,0.976958525345622,"0.0625","16"
"7","-","ENSMUSG00000094365","ENSMUST00000146232",12,30657598,30657599,2,50,30657273,30657274,3,50,0.952380952380952,"0.0625","16"
"7","-","ENSMUSG00000094365","ENSMUST00000146232",14,30656948,30656949,3,52,30654302,30654303,2,54,0.954954954954955,"0.0625","16"
"7","-","ENSMUSG00000094365","ENSMUST00000146232",16,30649937,30649938,9,626,30649719,30649720,1,628,0.992088607594937,"0.0625","16"
"7","-","ENSMUSG00000094365","ENSMUST00000146232",17,30649583,30649584,3,220,30647815,30647816,2,223,0.988839285714286,"0.0625","16"
"7","-","ENSMUSG00000094365","ENSMUST00000146232",18,30647730,30647731,0,223,30647634,30647635,3,228,0.993392070484581,"0.0625","16"
"7","-","ENSMUSG00000094365","ENSMUST00000146232",19,30647559,30647560,1,232,30645984,30645985,1,133,0.994550408719346,"0.0625","16"
"7","-","ENSMUSG00000094365","ENSMUST00000146232",20,30645918,30645919,0,108,30645842,30645843,1,106,0.995348837209302,"0.0625","16"
"7","-","ENSMUSG00000094365","ENSMUST00000146232",21,30645666,30645667,5,159,30645158,30645159,1,159,0.981481481481482,"0.0625","16"
"7","-","ENSMUSG00000094365","ENSMUST00000146232",22,30644825,30644826,5,163,30644616,30644617,1,163,0.981927710843373,"0.0625","16"
"7","-","ENSMUSG00000094365","ENSMUST00000146232",23,30644498,30644499,3,202,30641502,30641503,0,205,0.992682926829268,"0.0625","16"
"7","-","ENSMUSG00000094365","ENSMUST00000146232",24,30641307,30641308,1,275,30641220,30641221,1,274,0.996370235934664,"0.0625","16"
"7","+","ENSMUSG00000097320","ENSMUST00000180820",1,30729854,30729855,1,22,30732413,30732414,3,21,0.914893617021277,"0.166666666666667","6"
"7","+","ENSMUSG00000097320","ENSMUST00000180820",2,30732761,30732762,0,18,30734703,30734704,0,18,1,"0.166666666666667","6"
"7","+","ENSMUSG00000097320","ENSMUST00000180820",4,30735962,30735963,0,12,30737300,30737301,3,11,0.884615384615385,"0.166666666666667","6"
"7","+","ENSMUSG00000108621","ENSMUST00000188038",1,39552611,39552612,2,10,39553227,39553228,0,11,0.91304347826087,"0.166666666666667","6"
"7","+","ENSMUSG00000110279","ENSMUST00000209340",2,45123220,45123221,27,304,45123730,45123731,31,0,0.839779005524862,"0.333333333333333","3"
"7","-","ENSMUSG00000101970","ENSMUST00000184587",2,73555854,73555855,4,14,73555333,73555334,0,13,0.870967741935484,"0.4","15"
"7","-","ENSMUSG00000101970","ENSMUST00000184554",2,73555854,73555855,4,14,73555333,73555334,0,13,0.870967741935484,"0.4","15"
"7","-","ENSMUSG00000101970","ENSMUST00000183916",1,73555854,73555855,4,14,73555333,73555334,0,13,0.870967741935484,"0.4","15"
"7","-","ENSMUSG00000101970","ENSMUST00000187421",2,73555854,73555855,4,14,73555333,73555334,0,13,0.870967741935484,"0.4","15"
"7","-","ENSMUSG00000097415","ENSMUST00000181224",1,75782051,75782052,0,48,75780756,75780757,0,48,1,"0.5","4"
"7","+","ENSMUSG00000097277","ENSMUST00000180879",1,81523676,81523677,9,11,81528786,81528787,1,13,0.705882352941177,"0.333333333333333","9"
"7","-","ENSMUSG00000085560","ENSMUST00000136294",3,96908416,96908417,24,0,96907683,96907684,30,0,0,"0.333333333333333","9"
"7","+","ENSMUSG00000111339","ENSMUST00000214560",2,102236346,102236347,4,57,102236447,102236448,7,59,0.913385826771654,"0.5","2"
"7","+","ENSMUSG00000111339","ENSMUST00000214560",4,102237230,102237231,4,53,102237400,102237401,1,53,0.954954954954955,"0.5","2"
"7","-","ENSMUSG00000109799","ENSMUST00000210796",1,110281395,110281396,90,0,110281309,110281310,66,1,0.00636942675159236,"0.25","4"
"7","+","ENSMUSG00000093768","ENSMUST00000175690",1,126891718,126891719,41,0,126897135,126897136,40,1,0.0121951219512195,"0.5","2"
"7","+","ENSMUSG00000109881","ENSMUST00000210611",1,138891305,138891306,372,0,138894416,138894417,64,4,0.00909090909090909,"0.333333333333333","3"
"8","+","ENSMUSG00000097042","ENSMUST00000180411",1,22482054,22482055,3,7,22482785,22482786,0,10,0.85,"0.5","2"
"8","-","ENSMUSG00000031736","ENSMUST00000179421",1,92355687,92355688,2,11,92350754,92350755,0,10,0.91304347826087,"0.2","10"
"8","-","ENSMUSG00000031736","ENSMUST00000179421",2,92350690,92350691,0,14,92347104,92347105,2,12,0.928571428571429,"0.2","10"
"8","-","ENSMUSG00000031736","ENSMUST00000180102",1,92355687,92355688,2,11,92350754,92350755,0,10,0.91304347826087,"0.2","10"
"8","-","ENSMUSG00000031736","ENSMUST00000180102",4,92346349,92346350,2,19,92345039,92345040,0,16,0.945945945945946,"0.2","10"
"8","-","ENSMUSG00000031736","ENSMUST00000179400",1,92346349,92346350,2,19,92345039,92345040,0,16,0.945945945945946,"0.2","10"
"8","-","ENSMUSG00000078143","ENSMUST00000173980",2,109861099,109861100,26,0,109861029,109861030,40,0,0,"0.333333333333333","6"
"8","+","ENSMUSG00000110440","ENSMUST00000211940",2,122891353,122891354,44,0,122891719,122891720,50,0,0,"0.333333333333333","6"
"8","+","ENSMUSG00000110440","ENSMUST00000211940",3,122891894,122891895,85,0,122895715,122895716,96,0,0,"0.333333333333333","6"
"8","-","ENSMUSG00000110704","ENSMUST00000212460",1,124047939,124047940,69,0,124025184,124025185,31,0,0,"0.5","2"
"8","+","ENSMUSG00000110605","ENSMUST00000212180",2,129281149,129281150,0,21,129281336,129281337,0,21,1,"0.285714285714286","7"
"8","+","ENSMUSG00000110605","ENSMUST00000212180",3,129281397,129281398,0,17,129281982,129281983,2,9,0.928571428571429,"0.285714285714286","7"
"8","+","ENSMUSG00000110605","ENSMUST00000212145",1,129263724,129263725,16,52,129267484,129267485,0,11,0.79746835443038,"0.285714285714286","7"
"9","+","ENSMUSG00000089702","ENSMUST00000066038",1,15330824,15330825,70,0,15333687,15333688,167,0,0,"0.5","2"
"9","+","ENSMUSG00000097439","ENSMUST00000181222",1,21225476,21225477,3,65,21225945,21225946,0,64,0.977272727272727,"0.285714285714286","7"
"9","+","ENSMUSG00000097439","ENSMUST00000181222",2,21226018,21226019,3,32,21230741,21230742,655,30,0.0861111111111111,"0.285714285714286","7"
"9","+","ENSMUSG00000097439","ENSMUST00000193429",1,21225476,21225477,3,65,21225945,21225946,0,64,0.977272727272727,"0.285714285714286","7"
"9","+","ENSMUSG00000097439","ENSMUST00000193429",2,21226018,21226019,3,32,21230741,21230742,655,30,0.0861111111111111,"0.285714285714286","7"
"9","-","ENSMUSG00000100130","ENSMUST00000186450",1,66448332,66448333,30,0,66448154,66448155,18,0,0,"0.5","4"
"9","-","ENSMUSG00000098573","ENSMUST00000184373",1,72619474,72619475,22,0,72619243,72619244,16,0,0,"0.5","2"
"9","-","ENSMUSG00000097195","ENSMUST00000182232",2,88522483,88522484,42,263,88522381,88522382,29,271,0.882644628099174,"0.45","20"
"9","-","ENSMUSG00000097195","ENSMUST00000182232",3,88522306,88522307,159,553,88521975,88521976,73,560,0.827509293680297,"0.45","20"
"9","-","ENSMUSG00000097195","ENSMUST00000180563",1,88522483,88522484,42,263,88522381,88522382,29,271,0.882644628099174,"0.45","20"
"9","-","ENSMUSG00000097195","ENSMUST00000180563",2,88522306,88522307,159,553,88521975,88521976,73,560,0.827509293680297,"0.45","20"
"9","-","ENSMUSG00000110834","ENSMUST00000214845",1,124282074,124282075,4,24,124271496,124271497,2,24,0.888888888888889,"0.25","4"
"10","+","ENSMUSG00000097923","ENSMUST00000180680",2,21146295,21146296,623,0,21152600,21152601,151,2,0.00257731958762887,"0.333333333333333","3"
"10","+","ENSMUSG00000112314","ENSMUST00000220398",1,67297521,67297522,35,24,67349977,67349978,1,25,0.576470588235294,"0.2","5"
"10","+","ENSMUSG00000112314","ENSMUST00000220398",3,67352884,67352885,1,12,67418487,67418488,2,12,0.888888888888889,"0.2","5"
"10","+","ENSMUSG00000112314","ENSMUST00000220398",4,67418589,67418590,1,9,67418719,67418720,1,9,0.9,"0.2","5"
"10","-","ENSMUSG00000090860","ENSMUST00000166593",1,79864101,79864102,270,0,79864040,79864041,509,0,0,"0.5","2"
"10","+","ENSMUSG00000100548","ENSMUST00000188089",2,128543989,128543990,30,0,128545012,128545013,32,0,0,"0.333333333333333","9"
"10","+","ENSMUSG00000112742","ENSMUST00000218557",1,130542450,130542451,7,26,130571292,130571293,0,26,0.88135593220339,"0.333333333333333","3"
"10","+","ENSMUSG00000112742","ENSMUST00000218557",2,130571419,130571420,0,13,130571609,130571610,0,13,1,"0.333333333333333","3"
"11","-","ENSMUSG00000086049","ENSMUST00000146218",1,3193811,3193812,6,19,3193714,3193715,29,17,0.507042253521127,"0.5","2"
