"Gene","Gene_length","Transcript","Exon","A3","A5","AF","AL","MX","RI","SE"
"ENSG00000230415.1",5197,2,5,"0","0","0","0","0","0","0"
"ENSG00000240731.1",1108,1,2,"0","0","0","0","0","0","0"
"ENSG00000224870.7",2526,1,3,"0","0","0","0","0","0","0"
"ENSG00000272455.1",1522,1,1,"0","0","0","0","0","0","0"
"ENSG00000225905.1",2446,1,2,"0","0","0","0","0","0","0"
"ENSG00000225285.1",4034,2,4,"0","0","0","0","0","0","0"
"ENSG00000215014.5",2973,1,2,"0","0","0","0","0","0","0"
"ENSG00000286989.1",2389,1,3,"0","0","0","0","0","0","0"
"ENSG00000272106.1",2037,1,1,"0","0","0","0","0","0","0"
"ENSG00000272004.1",3277,1,2,"0","0","0","0","0","0","0"
"ENSG00000268575.1",34952,1,5,"0","0","0","0","0","0","0"
"ENSG00000231050.1",1187,1,2,"0","0","0","0","0","0","0"
"ENSG00000233542.2",2426,2,5,"0","0","0","0","0","0","0"
"ENSG00000226969.1",867,1,3,"0","0","0","0","0","0","0"
"ENSG00000271806.1",4195,1,1,"0","0","0","0","0","0","0"
"ENSG00000182873.5",2595,2,5,"1","0","0","0","0","0","0"
"ENSG00000234396.3",8215,1,2,"0","0","0","0","0","0","0"
"ENSG00000287356.1",8045,2,5,"0","0","0","0","0","0","0"
"ENSG00000272161.1",492,1,1,"0","0","0","0","0","0","0"
"ENSG00000272420.1",567,1,1,"0","0","0","0","0","0","0"
"ENSG00000224387.1",958,1,2,"0","0","0","0","0","0","0"
"ENSG00000229393.1",1042,1,2,"0","0","0","0","0","0","0"
"ENSG00000272449.2",17396,1,2,"0","0","0","0","0","0","0"
"ENSG00000238164.6",7111,4,15,"0","1","0","0","0","0","0"
"ENSG00000228037.1",2973,1,3,"0","0","0","0","0","0","0"
"ENSG00000237058.1",4052,1,2,"0","0","0","0","0","0","0"
"ENSG00000285945.1",16642,1,3,"0","0","0","0","0","0","0"
"ENSG00000283259.1",2870,1,10,"0","0","0","0","0","0","0"
"ENSG00000233234.1",842,1,2,"0","0","0","0","0","0","0"
"ENSG00000287396.1",3711,1,2,"0","0","0","0","0","0","0"
"ENSG00000231630.1",566,1,2,"0","0","0","0","0","0","0"
"ENSG00000284745.1",8049,1,3,"0","0","0","0","0","0","0"
"ENSG00000177133.12",8822,3,14,"0","1","0","0","0","1","1"
"ENSG00000226286.1",782,1,2,"0","0","0","0","0","0","0"
"ENSG00000272235.1",3460,1,1,"0","0","0","0","0","0","0"
"ENSG00000287828.1",10097,1,2,"0","0","0","0","0","0","0"
"ENSG00000286518.1",6113,1,2,"0","0","0","0","0","0","0"
"ENSG00000272088.1",381,1,1,"0","0","0","0","0","0","0"
"ENSG00000238260.1",1553,1,3,"0","0","0","0","0","0","0"
"ENSG00000227589.1",9834,1,3,"0","0","0","0","0","0","0"
"ENSG00000235131.1",2098,1,2,"0","0","0","0","0","0","0"
"ENSG00000272153.1",530,1,1,"0","0","0","0","0","0","0"
"ENSG00000236423.6",16873,2,6,"0","0","0","0","0","0","0"
"ENSG00000233304.7",14776,2,5,"0","0","0","0","0","0","0"
"ENSG00000226374.3",4477,1,6,"0","0","0","0","0","0","0"
"ENSG00000284668.2",36571,3,11,"0","0","0","0","0","0","0"
"ENSG00000284703.1",6587,1,2,"0","0","0","0","0","0","0"
"ENSG00000235054.4",12662,1,6,"0","0","0","0","0","0","0"
"ENSG00000284694.1",5244,1,2,"0","0","0","0","0","0","0"
"ENSG00000227169.2",410,1,2,"0","0","0","0","0","0","0"
"ENSG00000232596.3",22535,4,13,"0","0","0","0","1","1","0"
"ENSG00000287586.1",4781,1,2,"0","0","0","0","0","0","0"
"ENSG00000284739.1",9344,1,3,"0","0","0","0","0","0","0"
"ENSG00000284674.1",8187,1,5,"0","0","0","0","0","0","0"
"ENSG00000231510.1",4440,1,4,"0","0","0","0","0","0","0"
"ENSG00000284616.1",5466,1,4,"0","0","0","0","0","0","0"
"ENSG00000284692.2",14321,2,6,"0","0","0","0","0","0","1"
"ENSG00000284666.1",1241,1,2,"0","0","0","0","0","0","0"
"ENSG00000260972.1",1696,1,1,"0","0","0","0","0","0","0"
"ENSG00000236948.2",106586,2,5,"0","0","0","0","0","0","0"
"ENSG00000226944.1",940,1,3,"0","0","0","0","0","0","0"
"ENSG00000225077.3",4752,2,8,"0","0","0","0","0","0","0"
"ENSG00000271746.1",836,1,1,"0","0","0","0","0","0","0"
"ENSG00000231868.1",3972,1,3,"0","0","0","0","0","0","0"
"ENSG00000228750.7",5375,2,5,"0","0","0","0","0","0","0"
"ENSG00000284744.1",2084,1,3,"0","0","0","0","0","0","0"
"ENSG00000237436.1",951,1,3,"0","0","0","0","0","0","0"
"ENSG00000237365.1",5903,1,2,"0","0","0","0","0","0","0"
"ENSG00000237402.1",1328,1,2,"0","0","0","0","0","0","0"
"ENSG00000237728.2",7267,2,5,"0","0","0","1","0","0","0"
"ENSG00000225126.1",458,1,2,"0","0","0","0","0","0","0"
"ENSG00000270171.1",1720,1,1,"0","0","0","0","0","0","0"
"ENSG00000270035.1",569,1,1,"0","0","0","0","0","0","0"
"ENSG00000269978.1",266,1,1,"0","0","0","0","0","0","0"
"ENSG00000269925.1",392,1,1,"0","0","0","0","0","0","0"
"ENSG00000236266.1",17100,1,3,"0","0","0","0","0","0","0"
"ENSG00000284747.1",14178,2,8,"0","0","0","1","0","0","0"
"ENSG00000284716.1",1747,1,2,"0","0","0","0","0","0","0"
"ENSG00000238290.1",95964,1,3,"0","0","0","0","0","0","0"
"ENSG00000227634.3",13692,2,8,"0","0","0","0","1","0","0"
"ENSG00000233645.1",2339,1,2,"0","0","0","0","0","0","0"
"ENSG00000232912.6",10368,1,4,"0","0","0","0","0","0","0"
"ENSG00000228423.2",1191,1,2,"0","0","0","0","0","0","0"
"ENSG00000230679.1",1059,1,2,"0","0","0","0","0","0","0"
"ENSG00000228526.7",50895,2,4,"0","0","0","0","0","0","0"
"ENSG00000234546.4",14280,3,9,"0","0","0","0","1","0","0"
"ENSG00000284652.1",1764,1,1,"0","0","0","0","0","0","0"
"ENSG00000284693.1",15470,1,2,"0","0","0","0","0","0","0"
"ENSG00000235263.1",2379,1,2,"0","0","0","0","0","0","0"
"ENSG00000179840.5",1976,1,2,"0","0","0","0","0","0","0"
"ENSG00000231789.2",15129,1,3,"0","0","0","0","0","0","0"
"ENSG00000223989.1",1836,1,3,"0","0","0","0","0","0","0"
"ENSG00000285701.1",7420,1,3,"0","0","0","0","0","0","0"
"ENSG00000228150.1",7051,1,2,"0","0","0","0","0","0","0"
"ENSG00000241326.1",1427,1,2,"0","0","0","0","0","0","0"
"ENSG00000284735.1",5244,2,4,"0","0","0","0","0","0","0"
"ENSG00000284642.1",2016,1,2,"0","0","0","0","0","0","0"
"ENSG00000271989.1",796,1,1,"0","0","0","0","0","0","0"
"ENSG00000203469.2",783,1,2,"0","0","0","0","0","0","0"
"ENSG00000287727.1",4230,1,2,"0","0","0","0","0","0","0"
"ENSG00000272078.1",15092,1,2,"0","0","0","0","0","0","0"
"ENSG00000226849.1",4626,1,2,"0","0","0","0","0","0","0"
"ENSG00000230337.1",2425,1,2,"0","0","0","0","0","0","0"
"ENSG00000225602.5",5639,1,4,"0","0","0","0","0","0","0"
"ENSG00000284646.1",7359,1,4,"0","0","0","0","0","0","0"
"ENSG00000285833.1",1213,1,2,"0","0","0","0","0","0","0"
"ENSG00000235643.2",3890,1,3,"0","0","0","0","0","0","0"
"ENSG00000284708.1",19858,1,2,"0","0","0","0","0","0","0"
"ENSG00000177553.6",2542,1,3,"0","0","0","0","0","0","0"
"ENSG00000285646.2",6358,3,7,"0","0","0","0","0","0","1"
"ENSG00000287384.1",594,1,1,"0","0","0","0","0","0","0"
"ENSG00000285604.1",3823,1,4,"0","0","0","0","0","0","0"
"ENSG00000229484.1",696,1,2,"0","0","0","0","0","0","0"
"ENSG00000272482.1",344,1,1,"0","0","0","0","0","0","0"
"ENSG00000228338.1",473,1,2,"0","0","0","0","0","0","0"
"ENSG00000233336.1",479,1,2,"0","0","0","0","0","0","0"
"ENSG00000228229.2",479,1,2,"0","0","0","0","0","0","0"
"ENSG00000259961.1",3050,1,3,"0","0","0","0","0","0","0"
"ENSG00000237445.2",2599,1,2,"0","0","0","0","0","0","0"
"ENSG00000231606.2",82558,2,6,"0","0","0","0","0","0","0"
"ENSG00000234593.3",81148,4,16,"0","0","0","0","0","0","0"
"ENSG00000287756.1",3258,1,2,"0","0","0","0","0","0","0"
"ENSG00000175147.13",41803,4,13,"0","0","0","2","0","0","1"
"ENSG00000204464.7",6973,2,3,"0","0","0","0","0","0","0"
"ENSG00000233485.1",17196,1,2,"0","0","0","0","0","0","0"
"ENSG00000236045.1",1298,1,2,"0","0","0","0","0","0","0"
"ENSG00000228140.2",6454,1,3,"0","0","0","0","0","0","0"
"ENSG00000272510.1",345,1,1,"0","0","0","0","0","0","0"
"ENSG00000237301.1",17490,1,2,"0","0","0","0","0","0","0"
"ENSG00000271742.1",255,1,1,"0","0","0","0","0","0","0"
"ENSG00000237938.5",16584,1,4,"0","0","0","0","0","0","0"
"ENSG00000224459.1",9845,1,2,"0","0","0","0","0","0","0"
"ENSG00000179743.4",13673,1,2,"0","0","0","0","0","0","0"
"ENSG00000233078.1",511,1,2,"0","0","0","0","0","0","0"
"ENSG00000227959.1",2118,1,2,"0","0","0","0","0","0","0"
"ENSG00000224621.1",2617,1,2,"0","0","0","0","0","0","0"
"ENSG00000234166.1",503,1,2,"0","0","0","0","0","0","0"
"ENSG00000288398.1",2661,1,1,"0","0","0","0","0","0","0"
"ENSG00000226029.1",7533,1,2,"0","0","0","0","0","0","0"
"ENSG00000261135.1",1109,1,1,"0","0","0","0","0","0","0"
"ENSG00000285853.1",6754,1,3,"0","0","0","0","0","0","0"
"ENSG00000224174.2",1102,1,2,"0","0","0","0","0","0","0"
"ENSG00000233421.5",1763,1,2,"0","0","0","0","0","0","0"
"ENSG00000271732.1",338,1,1,"0","0","0","0","0","0","0"
"ENSG00000282143.1",10645,1,3,"0","0","0","0","0","0","0"
"ENSG00000279151.1",4048,1,3,"0","0","0","0","0","0","0"
"ENSG00000282740.1",10651,1,3,"0","0","0","0","0","0","0"
"ENSG00000223643.6",1872,1,4,"0","0","0","0","0","0","0"
"ENSG00000228549.5",12714,1,2,"0","0","0","0","0","0","0"
"ENSG00000238142.2",2129,2,4,"0","0","1","0","0","0","0"
"ENSG00000272426.1",437,1,1,"0","0","0","0","0","0","0"
"ENSG00000286898.1",1490,1,2,"0","0","0","0","0","0","0"
"ENSG00000226526.1",26165,1,2,"0","0","0","0","0","0","0"
"ENSG00000204362.6",7834,2,6,"0","0","0","0","0","0","0"
"ENSG00000282843.1",8501,1,5,"0","0","0","0","0","0","0"
"ENSG00000227751.1",622,1,2,"0","0","0","0","0","0","0"
"ENSG00000236648.2",32353,2,7,"0","1","0","0","0","0","0"
"ENSG00000284653.1",29900,1,4,"0","0","0","0","0","0","0"
"ENSG00000261781.1",8755,1,3,"0","0","0","0","0","0","0"
"ENSG00000230035.2",12417,1,4,"0","0","0","0","0","0","0"
"ENSG00000225387.1",2685,1,2,"0","0","0","0","0","0","0"
"ENSG00000272084.1",3401,1,1,"0","0","0","0","0","0","0"
"ENSG00000230424.1",30203,1,2,"0","0","0","0","0","0","0"
"ENSG00000235185.1",5030,1,2,"0","0","0","0","0","0","0"
"ENSG00000235434.1",5135,1,2,"0","0","0","0","0","0","0"
"ENSG00000227066.2",6397,1,2,"0","0","0","0","0","0","0"
"ENSG00000228105.2",1569,1,3,"0","0","0","0","0","0","0"
"ENSG00000284710.1",2987,1,3,"0","0","0","0","0","0","0"
"ENSG00000226664.1",28976,1,2,"0","0","0","0","0","0","0"
"ENSG00000236963.7",70655,3,19,"0","0","0","0","0","0","0"
"ENSG00000226487.1",949,1,3,"0","0","0","0","0","0","0"
"ENSG00000284641.1",2715,1,2,"0","0","0","0","0","0","0"
"ENSG00000284743.1",1618,1,2,"0","0","0","0","0","0","0"
"ENSG00000117242.7",9536,1,3,"0","0","0","0","0","0","0"
"ENSG00000233069.1",1072,1,2,"0","0","0","0","0","0","0"
"ENSG00000287192.1",1110,1,1,"0","0","0","0","0","0","0"
"ENSG00000236936.1",1169,1,3,"0","0","0","0","0","0","0"
"ENSG00000231105.2",6584,1,3,"0","0","0","0","0","0","0"
"ENSG00000236009.1",1594,1,3,"0","0","0","0","0","0","0"
"ENSG00000233431.1",4715,1,2,"0","0","0","0","0","0","0"
"ENSG00000285959.1",47011,1,7,"0","0","0","0","0","0","0"
"ENSG00000228397.3",2058,3,7,"1","0","0","0","0","0","0"
"ENSG00000218510.9",6665,4,9,"0","0","1","0","0","0","0"
"ENSG00000285752.1",24610,1,3,"0","0","0","0","0","0","0"
"ENSG00000230068.2",5002,1,2,"0","0","0","0","0","0","0"
"ENSG00000285873.1",14551,1,5,"0","0","0","0","0","0","0"
"ENSG00000237200.1",2234,1,2,"0","0","0","0","0","0","0"
"ENSG00000225952.1",1136,1,2,"0","0","0","0","0","0","0"
"ENSG00000240553.1",67911,1,2,"0","0","0","0","0","0","0"
"ENSG00000261326.4",6181,2,5,"0","0","0","0","0","0","0"
"ENSG00000284726.1",5069,1,2,"0","0","0","0","0","0","0"
"ENSG00000249087.7",2842,6,12,"1","1","0","0","0","0","0"
"ENSG00000271420.1",649,1,1,"0","0","0","0","0","0","0"
"ENSG00000235052.1",1776,1,2,"0","0","0","0","0","0","0"
"ENSG00000285802.1",17185,1,4,"0","0","0","0","0","0","0"
"ENSG00000197880.9",59073,1,7,"0","0","0","0","0","0","0"
"ENSG00000236810.6",71395,4,12,"0","1","0","0","0","0","0"
"ENSG00000232557.3",774,1,2,"0","0","0","0","0","0","0"
"ENSG00000225315.2",45964,1,4,"0","0","0","0","0","0","0"
"ENSG00000230703.1",16791,1,3,"0","0","0","0","0","0","0"
"ENSG00000230023.2",11453,1,3,"0","0","0","0","0","0","0"
"ENSG00000232298.2",14345,1,5,"0","0","0","0","0","0","0"
"ENSG00000286061.1",39146,1,3,"0","0","0","0","0","0","0"
"ENSG00000264443.1",17222,1,3,"0","0","0","0","0","0","0"
"ENSG00000284699.1",12702,1,4,"0","0","0","0","0","0","0"
"ENSG00000229162.1",1752,1,3,"0","0","0","0","0","0","0"
"ENSG00000261025.1",2442,1,1,"0","0","0","0","0","0","0"
"ENSG00000285823.1",6268,1,3,"0","0","0","0","0","0","0"
"ENSG00000233755.1",69413,2,5,"0","0","0","0","0","0","0"
"ENSG00000231953.2",1298,1,2,"0","0","0","0","0","0","0"
"ENSG00000284602.1",2189,1,1,"0","0","0","0","0","0","0"
"ENSG00000284657.1",759,1,1,"0","0","0","0","0","0","0"
"ENSG00000272432.1",484,1,1,"0","0","0","0","0","0","0"
"ENSG00000225643.1",8878,1,2,"0","0","0","0","0","0","0"
"ENSG00000233478.1",14567,1,2,"0","0","0","0","0","0","0"
"ENSG00000228172.5",4048,3,8,"0","1","0","0","0","0","0"
"ENSG00000272478.1",221,1,1,"0","0","0","0","0","0","0"
"ENSG00000236528.1",3807,1,2,"0","0","0","0","0","0","0"
"ENSG00000284309.1",2434,1,2,"0","0","0","0","0","0","0"
"ENSG00000225891.2",5258,2,5,"0","0","0","0","0","0","0"
"ENSG00000260063.1",1999,1,1,"0","0","0","0","0","0","0"
"ENSG00000226698.1",2112,1,2,"0","0","0","0","0","0","0"
"ENSG00000224311.1",5246,1,3,"0","0","0","0","0","0","0"
"ENSG00000241169.1",2384,1,2,"0","0","0","0","0","0","0"
"ENSG00000237429.1",4756,1,2,"0","0","0","0","0","0","0"
"ENSG00000233975.2",5951,1,3,"0","0","0","0","0","0","0"
"ENSG00000225886.3",33595,1,2,"0","0","0","0","0","0","0"
"ENSG00000287244.1",934,1,1,"0","0","0","0","0","0","0"
"ENSG00000269971.1",183,1,1,"0","0","0","0","0","0","0"
"ENSG00000270031.1",358,1,1,"0","0","0","0","0","0","0"
"ENSG00000286433.1",3397,1,2,"0","0","0","0","0","0","0"
"ENSG00000227050.1",21318,1,5,"0","0","0","0","0","0","0"
"ENSG00000270605.1",1944,1,1,"0","0","0","0","0","0","0"
"ENSG00000271398.1",424,1,1,"0","0","0","0","0","0","0"
"ENSG00000242125.3",4912,1,1,"0","0","0","0","0","0","0"
"ENSG00000197989.14",4594,7,19,"0","1","1","1","0","0","2"
"ENSG00000229388.1",5353,2,4,"0","0","0","0","0","0","0"
"ENSG00000270103.3",130,1,1,"0","0","0","0","0","0","0"
"ENSG00000233427.1",6853,1,3,"0","0","0","0","0","0","0"
"ENSG00000225750.1",2500,1,3,"0","0","0","0","0","0","0"
"ENSG00000237934.1",883,1,3,"0","0","0","0","0","0","0"
"ENSG00000230523.1",20494,1,3,"0","0","0","0","0","0","0"
"ENSG00000228176.1",696,1,2,"0","0","0","0","0","0","0"
"ENSG00000284676.1",35422,1,5,"0","0","0","0","0","0","0"
"ENSG00000233399.2",23660,1,7,"0","0","0","0","0","0","0"
"ENSG00000233372.1",1344,1,2,"0","0","0","0","0","0","0"
"ENSG00000236335.1",2078,1,3,"0","0","0","0","0","0","0"
"ENSG00000231949.1",5283,1,3,"0","0","0","0","0","0","0"
"ENSG00000186056.10",8323,2,7,"0","0","0","0","0","0","0"
"ENSG00000287510.1",1734,1,2,"0","0","0","0","0","0","0"
"ENSG00000229607.1",5175,1,2,"0","0","0","0","0","0","0"
"ENSG00000223382.5",10647,2,8,"1","0","0","0","0","0","0"
"ENSG00000235143.1",2096,1,2,"0","0","0","0","0","0","0"
"ENSG00000229044.1",13732,1,3,"0","0","0","0","0","0","0"
"ENSG00000284543.1",77080,9,26,"1","0","0","0","1","0","1"
"ENSG00000229167.2",6313,2,6,"0","0","0","0","0","0","0"
"ENSG00000235790.7",16113,6,17,"1","1","2","0","0","0","1"
"ENSG00000264078.1",4677,1,2,"0","0","0","0","0","0","0"
"ENSG00000254545.1",2192,1,2,"0","0","0","0","0","0","0"
"ENSG00000203620.2",13549,1,2,"0","0","0","0","0","0","0"
"ENSG00000269967.1",69928,1,2,"0","0","0","0","0","0","0"
"ENSG00000228634.1",955,1,2,"0","0","0","0","0","0","0"
"ENSG00000284702.1",14845,1,2,"0","0","0","0","0","0","0"
"ENSG00000203325.3",21183,1,3,"0","0","0","0","0","0","0"
"ENSG00000250135.1",5835,1,2,"0","0","0","0","0","0","0"
"ENSG00000224066.1",2045,2,6,"0","0","0","1","0","0","0"
"ENSG00000233775.1",1469,1,2,"0","0","0","0","0","0","0"
"ENSG00000224409.1",7503,1,2,"0","0","0","0","0","0","0"
"ENSG00000287691.1",26184,1,3,"0","0","0","0","0","0","0"
"ENSG00000236065.2",45394,1,2,"0","0","0","0","0","0","0"
"ENSG00000284721.1",5565,1,2,"0","0","0","0","0","0","0"
"ENSG00000270115.1",468,1,1,"0","0","0","0","0","0","0"
"ENSG00000225313.5",41897,4,10,"1","0","0","1","0","0","1"
"ENSG00000233246.1",12893,1,3,"0","0","0","0","0","0","0"
"ENSG00000231163.6",24773,8,27,"1","0","1","0","2","0","0"
"ENSG00000287703.1",45575,1,2,"0","0","0","0","0","0","0"
"ENSG00000255811.1",26671,1,2,"0","0","0","0","0","0","0"
"ENSG00000230163.1",861,1,2,"0","0","0","0","0","0","0"
"ENSG00000284640.1",4920,1,3,"0","0","0","0","0","0","0"
"ENSG00000227409.1",7255,1,2,"0","0","0","0","0","0","0"
"ENSG00000239636.1",7916,1,3,"0","0","0","0","0","0","0"
"ENSG00000232335.1",4187,1,2,"0","0","0","0","0","0","0"
"ENSG00000286899.1",1892,1,2,"0","0","0","0","0","0","0"
"ENSG00000271914.1",395,1,1,"0","0","0","0","0","0","0"
"ENSG00000271554.1",21521,2,5,"0","0","0","0","0","0","0"
"ENSG00000286379.1",5776,1,2,"0","0","0","0","0","0","0"
"ENSG00000284705.1",6629,1,2,"0","0","0","0","0","0","0"
"ENSG00000284720.1",1603,1,2,"0","0","0","0","0","0","0"
"ENSG00000234481.2",5956,1,3,"0","0","0","0","0","0","0"
"ENSG00000284650.1",2657,1,2,"0","0","0","0","0","0","0"
"ENSG00000223944.2",170339,1,4,"0","0","0","0","0","0","0"
"ENSG00000233621.2",123477,2,5,"0","0","0","0","0","0","0"
"ENSG00000284748.1",11210,1,2,"0","0","0","0","0","0","0"
"ENSG00000233728.1",1159,1,2,"0","0","0","0","0","0","0"
"ENSG00000230955.1",883,1,2,"0","0","0","0","0","0","0"
"ENSG00000224592.5",71711,1,5,"0","0","0","0","0","0","0"
"ENSG00000284623.1",11129,1,5,"0","0","0","0","0","0","0"
"ENSG00000286552.1",13001,1,3,"0","0","0","0","0","0","0"
"ENSG00000287987.1",16721,1,2,"0","0","0","0","0","0","0"
"ENSG00000237290.2",5772,1,4,"0","0","0","0","0","0","0"
"ENSG00000238063.3",41695,2,8,"0","0","0","0","0","0","0"
"ENSG00000284632.1",61763,2,6,"0","0","0","0","0","0","0"
"ENSG00000273637.1",35161,1,7,"0","0","0","0","0","0","0"
"ENSG00000228436.3",105126,2,6,"0","0","0","0","0","0","0"
"ENSG00000287422.1",11950,1,2,"0","0","0","0","0","0","0"
"ENSG00000226438.1",7811,1,3,"0","0","0","0","0","0","0"
"ENSG00000228060.3",8808,1,4,"0","0","0","0","0","0","0"
"ENSG00000225903.1",487,1,2,"0","0","0","0","0","0","0"
"ENSG00000285905.1",1449,1,2,"0","0","0","0","0","0","0"
"ENSG00000261798.1",1195,1,1,"0","0","0","0","0","0","0"
"ENSG00000284719.1",10028,2,6,"0","0","0","0","0","0","0"
"ENSG00000284678.1",16046,1,4,"0","0","0","0","0","0","0"
"ENSG00000236546.1",1353,1,2,"0","0","0","0","0","0","0"
"ENSG00000259943.1",1540,1,1,"0","0","0","0","0","0","0"
"ENSG00000284677.1",13840,1,5,"0","0","0","0","0","0","0"
"ENSG00000260920.2",2448,1,1,"0","0","0","0","0","0","0"
"ENSG00000238287.1",15504,1,2,"0","0","0","0","0","0","0"
"ENSG00000227278.1",596,1,2,"0","0","0","0","0","0","0"
"ENSG00000238186.1",1420,1,2,"0","0","0","0","0","0","0"
"ENSG00000286838.1",24669,1,3,"0","0","0","0","0","0","0"
"ENSG00000287743.1",7632,1,2,"0","0","0","0","0","0","0"
"ENSG00000237899.1",18499,1,5,"0","0","0","0","0","0","0"
"ENSG00000272145.1",1686,1,1,"0","0","0","0","0","0","0"
"ENSG00000229528.1",12756,1,3,"0","0","0","0","0","0","0"
"ENSG00000286668.1",6230,1,2,"0","0","0","0","0","0","0"
"ENSG00000281207.1",29300,1,4,"0","0","0","0","0","0","0"
"ENSG00000287400.1",96872,1,2,"0","0","0","0","0","0","0"
"ENSG00000235358.2",42488,3,8,"0","0","0","0","0","0","0"
"ENSG00000229901.1",665,1,2,"0","0","0","0","0","0","0"
"ENSG00000230881.1",425,1,2,"0","0","0","0","0","0","0"
"ENSG00000287587.1",15641,1,4,"0","0","0","0","0","0","0"
"ENSG00000227527.2",2990,1,2,"0","0","0","0","0","0","0"
"ENSG00000285728.2",23473,2,6,"0","0","0","0","0","0","0"
"ENSG00000234917.2",2924,1,2,"0","0","0","0","0","0","0"
"ENSG00000228452.1",977,1,2,"0","0","0","0","0","0","0"
"ENSG00000228192.8",13900,1,5,"0","0","0","0","0","0","0"
"ENSG00000227533.6",37765,3,8,"0","0","0","0","0","0","0"
"ENSG00000283973.2",2799,2,8,"0","0","0","0","0","0","0"
"ENSG00000287113.1",556,1,1,"0","0","0","0","0","0","0"
"ENSG00000234694.1",3974,1,3,"0","0","0","0","0","0","0"
"ENSG00000229431.1",4042,1,4,"0","0","0","0","0","0","0"
"ENSG00000229372.1",868,1,2,"0","0","0","0","0","0","0"
"ENSG00000229348.1",3068,1,2,"0","0","0","0","0","0","0"
"ENSG00000236200.6",23015,2,7,"0","0","0","0","0","0","0"
"ENSG00000229444.1",17951,1,4,"0","0","0","0","0","0","0"
"ENSG00000237950.3",2863,1,2,"0","0","0","0","0","0","0"
"ENSG00000288573.1",2181,2,5,"0","0","1","0","0","0","0"
"ENSG00000285649.1",6470,1,4,"0","0","0","0","0","0","0"
"ENSG00000230615.7",85476,12,42,"3","0","1","0","2","1","1"
"ENSG00000233602.1",865,1,2,"0","0","0","0","0","0","0"
"ENSG00000225721.5",16773,1,3,"0","0","0","0","0","0","0"
"ENSG00000281912.1",1709,1,1,"0","0","0","0","0","0","0"
"ENSG00000230896.1",2391,1,2,"0","0","0","0","0","0","0"
"ENSG00000226957.1",1550,1,2,"0","0","0","0","0","0","0"
"ENSG00000227857.2",4550,1,2,"0","0","0","0","0","0","0"
"ENSG00000224863.3",4717,1,4,"0","0","0","0","0","0","0"
"ENSG00000269956.2",31644,1,8,"0","0","0","0","0","0","0"
"ENSG00000228237.5",18062,1,4,"0","0","0","0","0","0","0"
"ENSG00000225506.2",82618,1,4,"0","0","0","0","0","0","0"
"ENSG00000224805.2",1089,1,2,"0","0","0","0","0","0","0"
"ENSG00000226252.1",4953,1,2,"0","0","0","0","0","0","0"
"ENSG00000225762.1",27549,1,3,"0","0","0","0","0","0","0"
"ENSG00000237424.1",2508,1,1,"0","0","0","0","0","0","0"
"ENSG00000227947.2",15566,1,3,"0","0","0","0","0","0","0"
"ENSG00000223814.1",4415,1,2,"0","0","0","0","0","0","0"
"ENSG00000225028.1",2171,1,2,"0","0","0","0","0","0","0"
"ENSG00000226133.6",41077,2,8,"0","0","0","0","0","0","0"
"ENSG00000231413.1",3409,1,2,"0","0","0","0","0","0","0"
"ENSG00000223720.2",33885,1,5,"0","0","0","0","0","0","0"
