"gene_id","transcript_id","intron_length","exon_length"
"ENSMUSG00000103708.2","ENSMUST00000193725.2","7406","654"
"ENSMUSG00000104201.2","ENSMUST00000192017.2","398","425"
"ENSMUSG00000104523.2","ENSMUST00000192656.2","616","447"
"ENSMUSG00000102202.2","ENSMUST00000193983.2","2365","4340"
"ENSMUSG00000102762.2","ENSMUST00000192234.2",0,"713"
"ENSMUSG00000102845.2","ENSMUST00000192037.2","435","269"
"ENSMUSG00000087589.4","ENSMUST00000149224.3","6345","910"
"ENSMUSG00000104237.2","ENSMUST00000193853.2","4112","1633"
"ENSMUSG00000102930.2","ENSMUST00000194317.2","526","2413"
"ENSMUSG00000103603.2","ENSMUST00000195303.2",0,"992"
"ENSMUSG00000086064.2","ENSMUST00000137241.2","3751","739"
"ENSMUSG00000089767.2","ENSMUST00000160659.2","554","560"
"ENSMUSG00000097268.2","ENSMUST00000181885.2","3001","3089"
"ENSMUSG00000087374.2","ENSMUST00000129513.2","16551","3990"
"ENSMUSG00000103804.2","ENSMUST00000195028.2","310","701"
"ENSMUSG00000102716.2","ENSMUST00000194892.2","25962","1848"
"ENSMUSG00000085391.2","ENSMUST00000127620.2","9747","437"
"ENSMUSG00000085280.2","ENSMUST00000129696.2","3390","639"
"ENSMUSG00000087131.8","ENSMUST00000143261.8","7837","1189"
"ENSMUSG00000087131.8","ENSMUST00000131663.2","544","872"
"ENSMUSG00000103647.2","ENSMUST00000195309.2","2994","325"
"ENSMUSG00000104188.2","ENSMUST00000195476.2","7147","1843"
"ENSMUSG00000085894.2","ENSMUST00000146314.2","2601","1832"
"ENSMUSG00000097083.2","ENSMUST00000181841.2","3544","3663"
"ENSMUSG00000101634.7","ENSMUST00000187091.7","5850","675"
"ENSMUSG00000101634.7","ENSMUST00000191299.7","4372","536"
"ENSMUSG00000097899.3","ENSMUST00000181756.3","8782","842"
"ENSMUSG00000104441.2","ENSMUST00000193927.2","7996","479"
"ENSMUSG00000103679.2","ENSMUST00000193691.2","5392","803"
"ENSMUSG00000103270.2","ENSMUST00000195134.2","10698","3261"
"ENSMUSG00000104072.2","ENSMUST00000194002.2","13120","546"
"ENSMUSG00000100185.2","ENSMUST00000191087.2",0,"2613"
"ENSMUSG00000100832.2","ENSMUST00000186391.2","154994","2759"
"ENSMUSG00000053640.3","ENSMUST00000066196.2",0,"1383"
"ENSMUSG00000101919.2","ENSMUST00000191125.2",0,"463"
"ENSMUSG00000101299.3","ENSMUST00000209336.2","41079","1477"
"ENSMUSG00000100180.2","ENSMUST00000190148.2","30077","1271"
"ENSMUSG00000060424.15","ENSMUST00000181660.8","101942","2085"
"ENSMUSG00000060424.15","ENSMUST00000176154.3","18279","514"
"ENSMUSG00000060424.15","ENSMUST00000186656.7","44246","647"
"ENSMUSG00000060424.15","ENSMUST00000185599.2","27648","343"
"ENSMUSG00000060424.15","ENSMUST00000177136.3","256","1543"
"ENSMUSG00000093436.7","ENSMUST00000199521.5","45384","660"
"ENSMUSG00000093436.7","ENSMUST00000176807.3","48551","1316"
"ENSMUSG00000097063.4","ENSMUST00000180589.2","5931","463"
"ENSMUSG00000099784.2","ENSMUST00000188773.2",0,"2170"
"ENSMUSG00000100269.2","ENSMUST00000185980.2","454","414"
"ENSMUSG00000041878.4","ENSMUST00000039080.4",0,"1248"
"ENSMUSG00000099576.2","ENSMUST00000189899.2","51582","1188"
"ENSMUSG00000100764.2","ENSMUST00000186289.2","1719","216"
"ENSMUSG00000100764.2","ENSMUST00000185910.2",0,"269"
"ENSMUSG00000100635.2","ENSMUST00000188753.2",0,"612"
"ENSMUSG00000100480.2","ENSMUST00000187764.2",0,"499"
"ENSMUSG00000101104.7","ENSMUST00000148542.8","18012","571"
"ENSMUSG00000100769.2","ENSMUST00000190951.2","531","1108"
"ENSMUSG00000101701.2","ENSMUST00000186732.2","4369","905"
"ENSMUSG00000100213.2","ENSMUST00000189404.2",0,"951"
"ENSMUSG00000101447.2","ENSMUST00000190006.2","35123","488"
"ENSMUSG00000051616.15","ENSMUST00000188673.7","95274","554"
"ENSMUSG00000099608.2","ENSMUST00000186016.2",0,"1493"
"ENSMUSG00000100451.2","ENSMUST00000191457.2",0,"528"
"ENSMUSG00000100816.2","ENSMUST00000187677.2",0,"2327"
"ENSMUSG00000100671.2","ENSMUST00000185627.2",0,"1475"
"ENSMUSG00000101242.2","ENSMUST00000189560.2","2716","226"
"ENSMUSG00000099924.2","ENSMUST00000187777.2",0,"2273"
"ENSMUSG00000099625.2","ENSMUST00000190705.2",0,"2528"
"ENSMUSG00000101799.2","ENSMUST00000189867.2","112842","2552"
"ENSMUSG00000101702.2","ENSMUST00000189460.2","452","548"
"ENSMUSG00000099413.2","ENSMUST00000190169.2","2195","3049"
"ENSMUSG00000099413.2","ENSMUST00000189410.2","85744","1470"
"ENSMUSG00000101741.2","ENSMUST00000189576.2","276","1301"
"ENSMUSG00000101724.2","ENSMUST00000186428.2",0,"1279"
"ENSMUSG00000100313.2","ENSMUST00000186817.2",0,"2499"
"ENSMUSG00000101628.2","ENSMUST00000185516.2","75295","3532"
"ENSMUSG00000109599.2","ENSMUST00000210323.2","4461","1170"
"ENSMUSG00000100120.2","ENSMUST00000189527.2","59077","701"
"ENSMUSG00000099878.2","ENSMUST00000188544.2","7335","2943"
"ENSMUSG00000100302.2","ENSMUST00000190228.2",0,"2491"
"ENSMUSG00000100763.2","ENSMUST00000191402.2","1048","535"
"ENSMUSG00000101674.7","ENSMUST00000190007.7","54455","633"
"ENSMUSG00000101674.7","ENSMUST00000188243.2","74912","2117"
"ENSMUSG00000097649.3","ENSMUST00000181563.2","7429","1943"
"ENSMUSG00000099950.2","ENSMUST00000189293.2","38952","1906"
"ENSMUSG00000100372.2","ENSMUST00000186048.2","802","424"
"ENSMUSG00000101332.2","ENSMUST00000187560.2",0,"2053"
"ENSMUSG00000087022.5","ENSMUST00000135238.4","2486","1300"
"ENSMUSG00000087022.5","ENSMUST00000187927.2","1614","517"
"ENSMUSG00000087022.5","ENSMUST00000185204.2","68408","2628"
"ENSMUSG00000087022.5","ENSMUST00000187858.2","9245","447"
"ENSMUSG00000099945.2","ENSMUST00000185283.2",0,"2061"
"ENSMUSG00000101429.2","ENSMUST00000190488.2","11048","3301"
"ENSMUSG00000097519.3","ENSMUST00000181949.3","16271","2052"
"ENSMUSG00000091283.2","ENSMUST00000172128.2","6885","392"
"ENSMUSG00000089822.2","ENSMUST00000161126.2","57817","3723"
"ENSMUSG00000085054.3","ENSMUST00000129740.3","10282","2097"
"ENSMUSG00000085054.3","ENSMUST00000139825.2","15463","2613"
"ENSMUSG00000047383.9","ENSMUST00000054653.9","5539","878"
"ENSMUSG00000099752.2","ENSMUST00000188707.2","44333","925"
"ENSMUSG00000099752.2","ENSMUST00000191356.2","1539","313"
"ENSMUSG00000097573.3","ENSMUST00000189096.2",0,"2309"
"ENSMUSG00000101586.2","ENSMUST00000190598.2","16182","2092"
"ENSMUSG00000099922.2","ENSMUST00000187523.2","12357","1013"
"ENSMUSG00000097819.2","ENSMUST00000180778.2","539","3587"
"ENSMUSG00000099811.7","ENSMUST00000191318.7","15334","464"
"ENSMUSG00000099811.7","ENSMUST00000189864.2","7023","341"
"ENSMUSG00000101409.2","ENSMUST00000186973.2","1998","421"
"ENSMUSG00000086795.2","ENSMUST00000145502.2","4325","845"
"ENSMUSG00000085965.2","ENSMUST00000130082.2","24560","388"
"ENSMUSG00000100893.2","ENSMUST00000186533.2","5686","538"
"ENSMUSG00000085248.3","ENSMUST00000128274.3","4718","1120"
"ENSMUSG00000085447.2","ENSMUST00000141000.2","16581","892"
"ENSMUSG00000086408.2","ENSMUST00000141758.2","28717","658"
"ENSMUSG00000100965.2","ENSMUST00000187655.2","572","506"
"ENSMUSG00000086009.2","ENSMUST00000128588.2","3356","851"
"ENSMUSG00000085842.8","ENSMUST00000138535.8","82170","1878"
"ENSMUSG00000085019.3","ENSMUST00000127498.3","4145","770"
"ENSMUSG00000085400.2","ENSMUST00000147177.2","41675","862"
"ENSMUSG00000100750.2","ENSMUST00000185587.2",0,"1452"
"ENSMUSG00000100811.2","ENSMUST00000189205.2","2618","733"
"ENSMUSG00000100426.2","ENSMUST00000189802.2","10145","871"
"ENSMUSG00000084799.8","ENSMUST00000186436.2","1231","652"
"ENSMUSG00000084799.8","ENSMUST00000138611.8","42244","1576"
"ENSMUSG00000084799.8","ENSMUST00000188602.2","41828","678"
"ENSMUSG00000101599.2","ENSMUST00000185480.2",0,"9720"
"ENSMUSG00000086730.3","ENSMUST00000141027.2","6840","462"
"ENSMUSG00000086730.3","ENSMUST00000189722.2","6711","549"
"ENSMUSG00000087561.8","ENSMUST00000153049.8","5391","877"
"ENSMUSG00000044689.6","ENSMUST00000133244.2","2841","1432"
"ENSMUSG00000086836.2","ENSMUST00000149820.2","11751","378"
"ENSMUSG00000101895.2","ENSMUST00000190863.2","115765","1288"
"ENSMUSG00000101832.2","ENSMUST00000186895.2","7738","512"
"ENSMUSG00000100437.2","ENSMUST00000189284.2","2497","325"
"ENSMUSG00000087213.3","ENSMUST00000150749.2","10078","711"
"ENSMUSG00000087213.3","ENSMUST00000122813.2","6826","435"
"ENSMUSG00000073656.5","ENSMUST00000147494.2","4860","1661"
"ENSMUSG00000086204.2","ENSMUST00000140506.2","73732","678"
"ENSMUSG00000085075.2","ENSMUST00000147834.2","12318","526"
"ENSMUSG00000087329.4","ENSMUST00000124160.4","945","576"
"ENSMUSG00000087514.2","ENSMUST00000140116.2","14348","480"
"ENSMUSG00000099804.2","ENSMUST00000189646.2",0,"3029"
"ENSMUSG00000100354.2","ENSMUST00000185991.2",0,"3432"
"ENSMUSG00000101156.2","ENSMUST00000187100.2","31268","2508"
"ENSMUSG00000100815.2","ENSMUST00000188962.2",0,"3487"
"ENSMUSG00000099954.2","ENSMUST00000190898.2",0,"1875"
"ENSMUSG00000073652.11","ENSMUST00000097699.3","3795","826"
"ENSMUSG00000073652.11","ENSMUST00000126516.3","8316","1193"
"ENSMUSG00000099707.7","ENSMUST00000189680.7","2394","699"
"ENSMUSG00000099707.7","ENSMUST00000188258.7","2074","545"
"ENSMUSG00000099707.7","ENSMUST00000187594.7","1014","454"
"ENSMUSG00000101211.2","ENSMUST00000187553.2","20069","2989"
"ENSMUSG00000101848.2","ENSMUST00000188213.2","45105","1093"
"ENSMUSG00000101764.2","ENSMUST00000185689.2","54310","741"
"ENSMUSG00000102123.2","ENSMUST00000191139.2","12799","2048"
"ENSMUSG00000110712.2","ENSMUST00000211909.2","494","1227"
"ENSMUSG00000101968.7","ENSMUST00000188793.2","39458","423"
"ENSMUSG00000101968.7","ENSMUST00000185768.7","9496","321"
"ENSMUSG00000101968.7","ENSMUST00000191122.2","9131","332"
"ENSMUSG00000101968.7","ENSMUST00000188349.2","2329","617"
"ENSMUSG00000101112.2","ENSMUST00000190578.2","36781","516"
"ENSMUSG00000099877.7","ENSMUST00000190229.7","14625","2170"
"ENSMUSG00000099877.7","ENSMUST00000190487.2","11275","961"
"ENSMUSG00000101812.2","ENSMUST00000186582.2","31261","562"
"ENSMUSG00000100444.2","ENSMUST00000188155.2","2021","1512"
"ENSMUSG00000100444.2","ENSMUST00000189247.2",0,"3364"
"ENSMUSG00000100444.2","ENSMUST00000186453.2","6040","550"
"ENSMUSG00000100429.2","ENSMUST00000189178.2","6753","660"
"ENSMUSG00000100301.7","ENSMUST00000189514.2","244285","2094"
"ENSMUSG00000101344.2","ENSMUST00000188600.2","90807","790"
"ENSMUSG00000101503.2","ENSMUST00000187908.2","372","334"
"ENSMUSG00000099931.2","ENSMUST00000186510.2","569","1734"
"ENSMUSG00000099931.2","ENSMUST00000187941.2",0,"3227"
"ENSMUSG00000099472.2","ENSMUST00000188031.2","1705","758"
"ENSMUSG00000089964.2","ENSMUST00000159627.2","27129","1930"
"ENSMUSG00000089653.2","ENSMUST00000160540.2","4766","517"
"ENSMUSG00000099519.2","ENSMUST00000185727.2","8185","5231"
"ENSMUSG00000101840.2","ENSMUST00000191154.2","4720","386"
"ENSMUSG00000100556.2","ENSMUST00000191531.2","2833","215"
"ENSMUSG00000085653.8","ENSMUST00000152799.8","6130","671"
"ENSMUSG00000086053.2","ENSMUST00000132100.2","3761","472"
"ENSMUSG00000099996.2","ENSMUST00000188786.2","1612","487"
"ENSMUSG00000100827.2","ENSMUST00000185857.2","107056","675"
"ENSMUSG00000100553.7","ENSMUST00000189132.2","10892","2004"
"ENSMUSG00000100534.2","ENSMUST00000191156.2","134865","2456"
"ENSMUSG00000101849.2","ENSMUST00000189147.2",0,"1849"
"ENSMUSG00000102052.2","ENSMUST00000189245.2","28557","854"
"ENSMUSG00000099561.2","ENSMUST00000188113.2","13029","1450"
"ENSMUSG00000099364.3","ENSMUST00000190504.3","14325","2091"
"ENSMUSG00000100562.2","ENSMUST00000186132.2","3610","1011"
"ENSMUSG00000099706.2","ENSMUST00000189296.2","429606","3283"
"ENSMUSG00000101324.2","ENSMUST00000186681.2","706","689"
"ENSMUSG00000099552.2","ENSMUST00000188074.2","4392","687"
"ENSMUSG00000099552.2","ENSMUST00000185548.2","2925","2177"
"ENSMUSG00000101257.2","ENSMUST00000191452.2","2288","1461"
"ENSMUSG00000101722.2","ENSMUST00000187121.2","210","3220"
"ENSMUSG00000101483.2","ENSMUST00000187497.2","29335","394"
"ENSMUSG00000101483.2","ENSMUST00000189139.2","33299","629"
"ENSMUSG00000100786.2","ENSMUST00000187929.2","8572","1682"
"ENSMUSG00000097564.3","ENSMUST00000181720.2","32189","1001"
"ENSMUSG00000097564.3","ENSMUST00000186858.2","4602","657"
"ENSMUSG00000101450.2","ENSMUST00000185536.2",0,"1017"
"ENSMUSG00000100170.2","ENSMUST00000186334.2","178","365"
"ENSMUSG00000100580.7","ENSMUST00000189405.7","250588","1434"
"ENSMUSG00000100580.7","ENSMUST00000190615.2","66534","1509"
"ENSMUSG00000073631.3","ENSMUST00000238757.2",0,"1563"
"ENSMUSG00000072109.12","ENSMUST00000093501.10","5887","1515"
"ENSMUSG00000090252.2","ENSMUST00000162347.2","7725","890"
"ENSMUSG00000091199.11","ENSMUST00000162276.10","18235","392"
"ENSMUSG00000089652.2","ENSMUST00000161923.2","13462","2425"
"ENSMUSG00000089714.2","ENSMUST00000161449.2","13624","2405"
"ENSMUSG00000090103.2","ENSMUST00000162784.2","127","427"
"ENSMUSG00000073628.6","ENSMUST00000161763.2","7095","717"
"ENSMUSG00000073628.6","ENSMUST00000113396.3",0,"372"
"ENSMUSG00000090246.2","ENSMUST00000161540.2","6959","2405"
"ENSMUSG00000100217.2","ENSMUST00000187270.2","8603","821"
"ENSMUSG00000099767.2","ENSMUST00000190367.2","92","3994"
"ENSMUSG00000100108.2","ENSMUST00000186560.2","13971","582"
"ENSMUSG00000087538.2","ENSMUST00000126385.2","25490","377"
"ENSMUSG00000099644.2","ENSMUST00000187004.2","345","520"
"ENSMUSG00000073627.8","ENSMUST00000137643.2","11099","3109"
"ENSMUSG00000100768.2","ENSMUST00000186337.2",0,"1710"
"ENSMUSG00000099401.2","ENSMUST00000185304.2","127780","430"
"ENSMUSG00000101625.2","ENSMUST00000186823.2","15363","885"
"ENSMUSG00000099839.2","ENSMUST00000187198.2","2770","1340"
"ENSMUSG00000089821.2","ENSMUST00000138844.3","362","332"
"ENSMUSG00000101942.2","ENSMUST00000187511.2","112","841"
"ENSMUSG00000092220.2","ENSMUST00000174821.2","5784","802"
"ENSMUSG00000085420.2","ENSMUST00000147594.2","4206","1236"
"ENSMUSG00000099553.2","ENSMUST00000190783.2","18169","471"
"ENSMUSG00000100908.2","ENSMUST00000186556.2","5560","316"
"ENSMUSG00000100798.2","ENSMUST00000189394.2","8028","2623"
"ENSMUSG00000100367.2","ENSMUST00000186042.2","1220","573"
"ENSMUSG00000097398.3","ENSMUST00000181016.3","368","479"
"ENSMUSG00000099848.2","ENSMUST00000185425.2","6652","284"
"ENSMUSG00000099378.2","ENSMUST00000186180.2","5495","603"
"ENSMUSG00000101288.2","ENSMUST00000190308.2","54837","589"
"ENSMUSG00000099938.2","ENSMUST00000186258.2","45201","591"
"ENSMUSG00000101662.2","ENSMUST00000191576.2","7172","666"
"ENSMUSG00000102009.7","ENSMUST00000186098.7","32373","1007"
"ENSMUSG00000102009.7","ENSMUST00000187295.2","3775","2633"
"ENSMUSG00000092627.3","ENSMUST00000173856.2","257","1372"
"ENSMUSG00000100850.2","ENSMUST00000190254.2","4815","1020"
"ENSMUSG00000101951.2","ENSMUST00000187649.2","3927","918"
"ENSMUSG00000101028.2","ENSMUST00000188640.2","2454","1001"
"ENSMUSG00000101997.2","ENSMUST00000187630.2","72","1036"
"ENSMUSG00000056128.4","ENSMUST00000070048.4","3426","1207"
"ENSMUSG00000100791.2","ENSMUST00000187127.2","183","619"
"ENSMUSG00000090322.2","ENSMUST00000171768.2","15520","490"
"ENSMUSG00000100253.2","ENSMUST00000188956.2","604","547"
"ENSMUSG00000100151.2","ENSMUST00000187902.2","82","1669"
"ENSMUSG00000101705.2","ENSMUST00000188800.2","12710","385"
"ENSMUSG00000100980.2","ENSMUST00000187564.2",0,"4410"
"ENSMUSG00000101414.2","ENSMUST00000188329.2",0,"1471"
"ENSMUSG00000101265.2","ENSMUST00000187370.2","4619","760"
"ENSMUSG00000097001.2","ENSMUST00000181755.2",0,"376"
"ENSMUSG00000100546.2","ENSMUST00000188188.2","1891","1078"
"ENSMUSG00000099665.2","ENSMUST00000187845.2","1038","230"
"ENSMUSG00000100781.2","ENSMUST00000189080.2","15890","1049"
"ENSMUSG00000101995.2","ENSMUST00000188589.2","4940","1655"
"ENSMUSG00000097251.3","ENSMUST00000181575.3","600","1787"
"ENSMUSG00000100632.2","ENSMUST00000191563.2","15376","1689"
"ENSMUSG00000101378.2","ENSMUST00000191586.2","856","317"
"ENSMUSG00000101172.2","ENSMUST00000188069.2","10461","885"
"ENSMUSG00000100927.2","ENSMUST00000190971.2",0,"1317"
"ENSMUSG00000101952.2","ENSMUST00000188846.2","18987","982"
"ENSMUSG00000100518.2","ENSMUST00000190754.2","4858","512"
"ENSMUSG00000100518.2","ENSMUST00000185490.2","3466","1565"
"ENSMUSG00000100777.2","ENSMUST00000187352.2","14574","761"
"ENSMUSG00000100062.2","ENSMUST00000190901.2","30744","356"
"ENSMUSG00000100336.2","ENSMUST00000187961.2","12296","1349"
"ENSMUSG00000100589.2","ENSMUST00000189056.2","49934","583"
"ENSMUSG00000097814.6","ENSMUST00000188631.5","36046","625"
"ENSMUSG00000097814.6","ENSMUST00000181489.3","5165","3849"
"ENSMUSG00000100454.2","ENSMUST00000188810.2","576","474"
"ENSMUSG00000089706.8","ENSMUST00000159324.8","15493","1140"
"ENSMUSG00000089706.8","ENSMUST00000161661.2","15358","719"
"ENSMUSG00000089706.8","ENSMUST00000159353.2","25468","345"
"ENSMUSG00000100182.7","ENSMUST00000191060.7","6211","523"
"ENSMUSG00000100182.7","ENSMUST00000186473.2","11502","1687"
"ENSMUSG00000100711.2","ENSMUST00000189232.2","12875","4176"
"ENSMUSG00000100009.7","ENSMUST00000191042.2",0,"5042"
"ENSMUSG00000100009.7","ENSMUST00000191409.7","16819","1049"
"ENSMUSG00000100009.7","ENSMUST00000190991.2","17228","399"
"ENSMUSG00000100684.2","ENSMUST00000187932.2","18549","845"
"ENSMUSG00000099375.2","ENSMUST00000186885.2",0,"2134"
"ENSMUSG00000089866.2","ENSMUST00000159213.2","623","280"
"ENSMUSG00000099669.2","ENSMUST00000187882.2","10444","469"
"ENSMUSG00000097482.3","ENSMUST00000181383.3","4339","1285"
"ENSMUSG00000101214.2","ENSMUST00000188743.2","184170","2710"
"ENSMUSG00000100672.2","ENSMUST00000190242.2",0,"453"
"ENSMUSG00000099843.2","ENSMUST00000185535.2","10462","471"
"ENSMUSG00000099843.2","ENSMUST00000188519.2",0,"1027"
"ENSMUSG00000101583.2","ENSMUST00000190105.2","18355","545"
"ENSMUSG00000100247.2","ENSMUST00000187918.2","343","1467"
"ENSMUSG00000054006.15","ENSMUST00000144260.8","15482","1568"
"ENSMUSG00000054006.15","ENSMUST00000149909.2","32060","1043"
"ENSMUSG00000087210.2","ENSMUST00000147509.2","1956","257"
"ENSMUSG00000086161.2","ENSMUST00000153774.2","5841","666"
"ENSMUSG00000100457.7","ENSMUST00000189845.7","31584","2092"
"ENSMUSG00000100457.7","ENSMUST00000186875.7","31470","2193"
"ENSMUSG00000100457.7","ENSMUST00000189497.2","89997","1632"
"ENSMUSG00000101253.2","ENSMUST00000189363.2","60375","581"
"ENSMUSG00000101453.2","ENSMUST00000190085.2","455","571"
"ENSMUSG00000097648.2","ENSMUST00000180837.2","71741","1009"
"ENSMUSG00000107979.2","ENSMUST00000204773.2","1989","618"
"ENSMUSG00000099936.2","ENSMUST00000190194.2","3972","2166"
"ENSMUSG00000107722.2","ENSMUST00000203191.2",0,"616"
"ENSMUSG00000097408.2","ENSMUST00000181458.2",0,"1380"
"ENSMUSG00000099860.2","ENSMUST00000189894.2","20720","768"
"ENSMUSG00000101179.2","ENSMUST00000186697.2","8005","1369"
"ENSMUSG00000101179.2","ENSMUST00000186504.2","53681","2659"
"ENSMUSG00000098447.3","ENSMUST00000185095.3","5663","607"
"ENSMUSG00000101731.2","ENSMUST00000188909.2","4272","2414"
"ENSMUSG00000101224.2","ENSMUST00000187956.2","2993","775"
"ENSMUSG00000101275.2","ENSMUST00000186237.2","1274","1377"
"ENSMUSG00000099957.5","ENSMUST00000186982.3","67510","1154"
"ENSMUSG00000101386.2","ENSMUST00000188147.2","4868","255"
"ENSMUSG00000101922.2","ENSMUST00000189213.2","20099","399"
"ENSMUSG00000099336.2","ENSMUST00000189555.2","8719","779"
"ENSMUSG00000100979.2","ENSMUST00000186695.2","888","449"
"ENSMUSG00000097881.8","ENSMUST00000181433.8","31991","1561"
"ENSMUSG00000097881.8","ENSMUST00000185678.2","90031","937"
"ENSMUSG00000097881.8","ENSMUST00000181183.3","210","1194"
"ENSMUSG00000101700.2","ENSMUST00000191007.2","2756","495"
"ENSMUSG00000101791.2","ENSMUST00000190690.2","3044","1741"
"ENSMUSG00000085857.2","ENSMUST00000152863.2","3130","778"
"ENSMUSG00000099960.2","ENSMUST00000185679.2","45427","1609"
"ENSMUSG00000099574.2","ENSMUST00000187796.2","6470","704"
"ENSMUSG00000102063.2","ENSMUST00000186830.2","2477","355"
"ENSMUSG00000101600.2","ENSMUST00000186724.2","4000","387"
