"transcript_id","5'SS","3'SS","gene_id","NA","TPE"
"ENST00000650631.1","gt","ag","ENSG00000285622.1",0.142857142857143,"0.142857142857143"
"ENST00000650631.1","gt","ag","ENSG00000285622.1",0.142857142857143,"0.142857142857143"
"ENST00000650631.1","gt","ag","ENSG00000285622.1",0.142857142857143,"0.142857142857143"
"ENST00000650631.1","gt","ag","ENSG00000285622.1",0.142857142857143,"0.142857142857143"
"ENST00000669750.1","gt","ag","ENSG00000231424.3",0.357142857142857,"0.357142857142857"
"ENST00000669750.1","gt","ag","ENSG00000231424.3",0.357142857142857,"0.357142857142857"
"ENST00000669750.1","gt","ag","ENSG00000231424.3",0.357142857142857,"0.357142857142857"
"ENST00000669750.1","gt","ag","ENSG00000231424.3",0.357142857142857,"0.357142857142857"
"ENST00000670085.1","gt","ag","ENSG00000231424.3",0.357142857142857,"0.357142857142857"
"ENST00000670085.1","gt","ag","ENSG00000231424.3",0.357142857142857,"0.357142857142857"
"ENST00000670085.1","gt","ag","ENSG00000231424.3",0.357142857142857,"0.357142857142857"
"ENST00000664920.1","gt","ag","ENSG00000231424.3",0.357142857142857,"0.357142857142857"
"ENST00000664920.1","gt","ag","ENSG00000231424.3",0.357142857142857,"0.357142857142857"
"ENST00000664920.1","gt","ag","ENSG00000231424.3",0.357142857142857,"0.357142857142857"
"ENST00000664920.1","gt","ag","ENSG00000231424.3",0.357142857142857,"0.357142857142857"
"ENST00000664920.1","gt","ag","ENSG00000231424.3",0.357142857142857,"0.357142857142857"
"ENST00000653116.1","gt","ag","ENSG00000231424.3",0.357142857142857,"0.357142857142857"
"ENST00000653116.1","gt","ag","ENSG00000231424.3",0.357142857142857,"0.357142857142857"
"ENST00000653116.1","gt","ag","ENSG00000231424.3",0.357142857142857,"0.357142857142857"
"ENST00000432694.2","gt","ag","ENSG00000224228.2",0.2,"0.2"
"ENST00000432694.2","gt","ag","ENSG00000224228.2",0.2,"0.2"
"ENST00000432694.2","gt","ag","ENSG00000224228.2",0.2,"0.2"
"ENST00000432694.2","gt","ag","ENSG00000224228.2",0.2,"0.2"
"ENST00000655976.1","gt","ag","ENSG00000228309.7",0.25,"0.25"
"ENST00000655976.1","gt","ag","ENSG00000228309.7",0.25,"0.25"
"ENST00000655976.1","gt","ag","ENSG00000228309.7",0.25,"0.25"
"ENST00000439633.7","gt","ag","ENSG00000228309.7",0.25,"0.25"
"ENST00000439633.7","gt","ag","ENSG00000228309.7",0.25,"0.25"
"ENST00000439633.7","gt","ag","ENSG00000228309.7",0.25,"0.25"
"ENST00000439633.7","gt","ag","ENSG00000228309.7",0.25,"0.25"
"ENST00000439633.7","gt","ag","ENSG00000228309.7",0.25,"0.25"
"ENST00000665129.1","gt","ag","ENSG00000228309.7",0.25,"0.25"
"ENST00000665129.1","gt","ag","ENSG00000228309.7",0.25,"0.25"
"ENST00000665129.1","gt","ag","ENSG00000228309.7",0.25,"0.25"
"ENST00000419614.1","gt","ag","ENSG00000232212.1",0.25,"0.25"
"ENST00000419614.1","gt","ag","ENSG00000232212.1",0.25,"0.25"
"ENST00000419614.1","gt","ag","ENSG00000232212.1",0.25,"0.25"
"ENST00000430776.2","gt","ag","ENSG00000228215.3",0.166666666666667,"0.166666666666667"
"ENST00000430776.2","gt","ag","ENSG00000228215.3",0.166666666666667,"0.166666666666667"
"ENST00000430776.2","gt","ag","ENSG00000228215.3",0.166666666666667,"0.166666666666667"
"ENST00000430776.2","gt","ag","ENSG00000228215.3",0.166666666666667,"0.166666666666667"
"ENST00000430776.2","gt","ag","ENSG00000228215.3",0.166666666666667,"0.166666666666667"
"ENST00000656143.1","gt","ag","ENSG00000227240.2",0.181818181818182,"0.181818181818182"
"ENST00000656143.1","gt","ag","ENSG00000227240.2",0.181818181818182,"0.181818181818182"
"ENST00000656143.1","gt","ag","ENSG00000227240.2",0.181818181818182,"0.181818181818182"
"ENST00000656143.1","gt","ag","ENSG00000227240.2",0.181818181818182,"0.181818181818182"
"ENST00000656143.1","gt","ag","ENSG00000227240.2",0.181818181818182,"0.181818181818182"
"ENST00000452199.1","gt","ag","ENSG00000231718.1",0.25,"0.25"
"ENST00000452199.1","gt","ag","ENSG00000231718.1",0.25,"0.25"
"ENST00000452199.1","gt","ag","ENSG00000231718.1",0.25,"0.25"
"ENST00000433082.6","gt","ag","ENSG00000230461.9",0.361111111111111,"0.361111111111111"
"ENST00000433082.6","gt","ag","ENSG00000230461.9",0.361111111111111,"0.361111111111111"
"ENST00000433082.6","gt","ag","ENSG00000230461.9",0.361111111111111,"0.361111111111111"
"ENST00000433082.6","gt","ag","ENSG00000230461.9",0.361111111111111,"0.361111111111111"
"ENST00000433082.6","gt","ag","ENSG00000230461.9",0.361111111111111,"0.361111111111111"
"ENST00000653715.1","gt","ag","ENSG00000230461.9",0.361111111111111,"0.361111111111111"
"ENST00000653715.1","gc","ag","ENSG00000230461.9",0.361111111111111,"0.361111111111111"
"ENST00000653715.1","gt","ag","ENSG00000230461.9",0.361111111111111,"0.361111111111111"
"ENST00000653715.1","gt","ag","ENSG00000230461.9",0.361111111111111,"0.361111111111111"
"ENST00000653715.1","gt","ag","ENSG00000230461.9",0.361111111111111,"0.361111111111111"
"ENST00000659552.1","gt","ag","ENSG00000230461.9",0.361111111111111,"0.361111111111111"
"ENST00000659552.1","gt","ag","ENSG00000230461.9",0.361111111111111,"0.361111111111111"
"ENST00000659552.1","gt","ag","ENSG00000230461.9",0.361111111111111,"0.361111111111111"
"ENST00000659552.1","gt","ag","ENSG00000230461.9",0.361111111111111,"0.361111111111111"
"ENST00000659552.1","gt","ag","ENSG00000230461.9",0.361111111111111,"0.361111111111111"
"ENST00000658271.1","gc","ag","ENSG00000230461.9",0.361111111111111,"0.361111111111111"
"ENST00000658271.1","gt","ag","ENSG00000230461.9",0.361111111111111,"0.361111111111111"
"ENST00000658271.1","gc","ag","ENSG00000230461.9",0.361111111111111,"0.361111111111111"
"ENST00000658271.1","gt","ag","ENSG00000230461.9",0.361111111111111,"0.361111111111111"
"ENST00000658271.1","gt","ag","ENSG00000230461.9",0.361111111111111,"0.361111111111111"
"ENST00000658271.1","gt","ag","ENSG00000230461.9",0.361111111111111,"0.361111111111111"
"ENST00000413560.5","gt","ag","ENSG00000230461.9",0.361111111111111,"0.361111111111111"
"ENST00000413560.5","gt","ag","ENSG00000230461.9",0.361111111111111,"0.361111111111111"
"ENST00000413560.5","gt","ag","ENSG00000230461.9",0.361111111111111,"0.361111111111111"
"ENST00000615085.3","gt","ag","ENSG00000230461.9",0.361111111111111,"0.361111111111111"
"ENST00000615085.3","gt","ag","ENSG00000230461.9",0.361111111111111,"0.361111111111111"
"ENST00000615085.3","gt","ag","ENSG00000230461.9",0.361111111111111,"0.361111111111111"
"ENST00000615085.3","gt","ag","ENSG00000230461.9",0.361111111111111,"0.361111111111111"
"ENST00000615085.3","gt","ag","ENSG00000230461.9",0.361111111111111,"0.361111111111111"
"ENST00000601335.5","gc","ag","ENSG00000230461.9",0.361111111111111,"0.361111111111111"
"ENST00000601335.5","gt","ag","ENSG00000230461.9",0.361111111111111,"0.361111111111111"
"ENST00000601335.5","gc","ag","ENSG00000230461.9",0.361111111111111,"0.361111111111111"
"ENST00000630355.2","gt","ag","ENSG00000230461.9",0.361111111111111,"0.361111111111111"
