"chr","strand","gene_ID","transcript_ID","intron_ID","sj5start","sj5end","sj5_cov_nonsplit","sj5_cov_split","sj3start","sj3end","sj3_cov_nonsplit","sj3_cov_split","score","TC","exon"
"1","-","ENSG00000236723.2","ENST00000452466.1",1,53213340,53213341,15,0,53210544,53210545,17,0,0,"0.5","2"
"1","+","ENSG00000226754.2","ENST00000655937.1",3,53242582,53242583,21,0,53245843,53245844,75,0,0,"0.25","4"
"1","-","ENSG00000285851.1","ENST00000649871.1",2,84501825,84501826,5,211,84498548,84498549,1,213,0.986046511627907,"0.5","2"
"1","+","ENSG00000237188.5","ENST00000650785.1",3,147252735,147252736,0,37,147254869,147254870,1,39,0.987012987012987,"0.115384615384615","26"
"1","+","ENSG00000237188.5","ENST00000650785.1",4,147254976,147254977,0,31,147255812,147255813,0,31,1,"0.115384615384615","26"
"1","+","ENSG00000237188.5","ENST00000650785.1",5,147255927,147255928,0,33,147256530,147256531,0,35,1,"0.115384615384615","26"
"1","+","ENSG00000237188.5","ENST00000650785.1",6,147256562,147256563,0,29,147259836,147259837,0,30,1,"0.115384615384615","26"
"1","+","ENSG00000237188.5","ENST00000650785.1",7,147259918,147259919,0,44,147264421,147264422,1,41,0.988372093023256,"0.115384615384615","26"
"1","+","ENSG00000237188.5","ENST00000650785.1",8,147264584,147264585,0,40,147265931,147265932,0,43,1,"0.115384615384615","26"
"1","+","ENSG00000237188.5","ENST00000650785.1",9,147266087,147266088,0,28,147267425,147267426,1,29,0.982758620689655,"0.115384615384615","26"
"1","+","ENSG00000237188.5","ENST00000650785.1",11,147272281,147272282,3,30,147275353,147275354,0,31,0.953125,"0.115384615384615","26"
"1","+","ENSG00000237188.5","ENST00000650785.1",12,147275468,147275469,0,40,147276103,147276104,0,40,1,"0.115384615384615","26"
"1","+","ENSG00000237188.5","ENST00000650785.1",13,147276257,147276258,0,34,147280025,147280026,0,33,1,"0.115384615384615","26"
"1","+","ENSG00000237188.5","ENST00000650785.1",14,147280191,147280192,0,28,147284350,147284351,0,29,1,"0.115384615384615","26"
"1","+","ENSG00000237188.5","ENST00000650785.1",15,147284499,147284500,0,121,147285323,147285324,0,122,1,"0.115384615384615","26"
"1","+","ENSG00000237188.5","ENST00000650785.1",16,147285487,147285488,0,51,147286297,147286298,2,51,0.980769230769231,"0.115384615384615","26"
"1","+","ENSG00000237188.5","ENST00000650785.1",17,147286500,147286501,0,48,147287634,147287635,0,47,1,"0.115384615384615","26"
"1","+","ENSG00000237188.5","ENST00000650785.1",18,147287733,147287734,0,59,147291481,147291482,0,59,1,"0.115384615384615","26"
"1","+","ENSG00000237188.5","ENST00000650785.1",19,147291552,147291553,0,48,147293607,147293608,0,47,1,"0.115384615384615","26"
"1","+","ENSG00000237188.5","ENST00000650785.1",20,147293722,147293723,0,38,147294408,147294409,0,38,1,"0.115384615384615","26"
"1","+","ENSG00000237188.5","ENST00000650785.1",21,147294517,147294518,1,39,147295430,147295431,1,39,0.975,"0.115384615384615","26"
"1","+","ENSG00000259357.2","ENST00000561111.2",1,150965764,150965765,327,0,150966130,150966131,459,0,0,"0.5","2"
"1","+","ENSG00000224645.1","ENST00000422153.1",1,151340902,151340903,22,0,151341863,151341864,16,0,0,"0.5","2"
"1","-","ENSG00000272030.1","ENST00000469931.2",1,153634213,153634214,249,0,153634110,153634111,26,0,0,"0.25","4"
"1","-","ENSG00000287839.1","ENST00000668003.1",1,155637393,155637394,0,13,155634846,155634847,0,13,1,"0.333333333333333","3"
"1","-","ENSG00000287839.1","ENST00000668003.1",2,155634769,155634770,0,10,155627727,155627728,2,9,0.904761904761905,"0.333333333333333","3"
"1","-","ENSG00000229953.1","ENST00000448869.1",1,156661314,156661315,1,10,156647154,156647155,0,10,0.952380952380952,"0.5","2"
"1","-","ENSG00000234741.8","ENST00000651080.1",1,173866990,173866991,2,1315,173866796,173866797,3,1281,0.998077662437524,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000651080.1",2,173866760,173866761,9,492,173866567,173866568,24,471,0.966867469879518,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000651080.1",3,173866527,173866528,2,248,173866206,173866207,1,262,0.994152046783626,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000651080.1",5,173865856,173865857,17,210,173865547,173865548,10,209,0.939461883408072,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000449289.5",2,173866990,173866991,2,1315,173866796,173866797,3,1281,0.998077662437524,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000449289.5",3,173866760,173866761,9,492,173866567,173866568,24,471,0.966867469879518,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000449289.5",4,173866527,173866528,2,248,173866206,173866207,1,262,0.994152046783626,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000449289.5",6,173865856,173865857,17,210,173865547,173865548,10,209,0.939461883408072,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000449289.5",8,173864674,173864675,26,141,173864506,173864507,24,133,0.845679012345679,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000449289.5",9,173864483,173864484,29,98,173864304,173864305,9,110,0.845528455284553,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000449289.5",10,173864256,173864257,10,104,173864075,173864076,14,103,0.896103896103896,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000414075.5",2,173865856,173865857,17,210,173865547,173865548,10,209,0.939461883408072,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000414075.5",4,173865228,173865229,15,141,173864704,173864705,32,143,0.858006042296072,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000414075.5",6,173864256,173864257,10,104,173864075,173864076,14,103,0.896103896103896,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000448718.5",1,173866990,173866991,2,1315,173866796,173866797,3,1281,0.998077662437524,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000448718.5",2,173866760,173866761,9,492,173866567,173866568,24,471,0.966867469879518,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000448718.5",3,173866527,173866528,2,248,173866206,173866207,1,262,0.994152046783626,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000448718.5",5,173865856,173865857,17,210,173865547,173865548,10,209,0.939461883408072,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000448718.5",7,173865228,173865229,15,141,173864704,173864705,32,143,0.858006042296072,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000448718.5",8,173864674,173864675,26,141,173864506,173864507,24,133,0.845679012345679,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000448718.5",9,173864483,173864484,29,98,173864304,173864305,9,110,0.845528455284553,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000448718.5",10,173864256,173864257,10,104,173864075,173864076,14,103,0.896103896103896,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000452197.5",2,173866990,173866991,2,1315,173866796,173866797,3,1281,0.998077662437524,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000452197.5",3,173866760,173866761,9,492,173866567,173866568,24,471,0.966867469879518,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000452197.5",5,173865228,173865229,15,141,173864704,173864705,32,143,0.858006042296072,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000452197.5",6,173864674,173864675,26,141,173864506,173864507,24,133,0.845679012345679,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000452197.5",7,173864483,173864484,29,98,173864304,173864305,9,110,0.845528455284553,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000452197.5",8,173864256,173864257,10,104,173864075,173864076,14,103,0.896103896103896,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000450589.5",2,173866990,173866991,2,1315,173866796,173866797,3,1281,0.998077662437524,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000450589.5",3,173866760,173866761,9,492,173866567,173866568,24,471,0.966867469879518,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000450589.5",4,173866527,173866528,2,248,173866206,173866207,1,262,0.994152046783626,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000450589.5",6,173865856,173865857,17,210,173865547,173865548,10,209,0.939461883408072,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000450589.5",7,173865470,173865471,11,100,173865282,173865283,8,176,0.935593220338983,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000450589.5",8,173865228,173865229,15,141,173864704,173864705,32,143,0.858006042296072,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000450589.5",9,173864674,173864675,26,141,173864506,173864507,24,133,0.845679012345679,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000450589.5",10,173864483,173864484,29,98,173864304,173864305,9,110,0.845528455284553,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000450589.5",11,173864256,173864257,10,104,173864075,173864076,14,103,0.896103896103896,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000430245.5",3,173866990,173866991,2,1315,173866796,173866797,3,1281,0.998077662437524,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000430245.5",4,173866760,173866761,9,492,173866567,173866568,24,471,0.966867469879518,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000430245.5",5,173866527,173866528,2,248,173866206,173866207,1,262,0.994152046783626,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000430245.5",7,173865856,173865857,17,210,173865547,173865548,10,209,0.939461883408072,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000430245.5",9,173865228,173865229,15,141,173864704,173864705,32,143,0.858006042296072,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000430245.5",10,173864674,173864675,26,141,173864506,173864507,24,133,0.845679012345679,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000430245.5",11,173864483,173864484,29,98,173864304,173864305,9,110,0.845528455284553,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000430245.5",12,173864256,173864257,10,104,173864075,173864076,14,103,0.896103896103896,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000454068.5",2,173866990,173866991,2,1315,173866796,173866797,3,1281,0.998077662437524,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000454068.5",3,173866760,173866761,9,492,173866567,173866568,24,471,0.966867469879518,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000454068.5",4,173866527,173866528,2,248,173866206,173866207,1,262,0.994152046783626,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000454068.5",6,173865856,173865857,17,210,173865547,173865548,10,209,0.939461883408072,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000454068.5",7,173865470,173865471,11,100,173865282,173865283,8,176,0.935593220338983,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000454068.5",8,173865228,173865229,15,141,173864704,173864705,32,143,0.858006042296072,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000454068.5",9,173864674,173864675,26,141,173864506,173864507,24,133,0.845679012345679,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000454068.5",10,173864483,173864484,29,98,173864304,173864305,9,110,0.845528455284553,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000454068.5",11,173864256,173864257,10,104,173864075,173864076,14,103,0.896103896103896,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000451607.5",2,173866990,173866991,2,1315,173866796,173866797,3,1281,0.998077662437524,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000451607.5",3,173866760,173866761,9,492,173866567,173866568,24,471,0.966867469879518,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000451607.5",4,173866527,173866528,2,248,173866206,173866207,1,262,0.994152046783626,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000451607.5",6,173865856,173865857,17,210,173865547,173865548,10,209,0.939461883408072,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000451607.5",8,173865228,173865229,15,141,173864704,173864705,32,143,0.858006042296072,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000451607.5",9,173864674,173864675,26,141,173864506,173864507,24,133,0.845679012345679,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000451607.5",10,173864483,173864484,29,98,173864304,173864305,9,110,0.845528455284553,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000451607.5",11,173864256,173864257,10,104,173864075,173864076,14,103,0.896103896103896,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000432536.5",1,173866990,173866991,2,1315,173866796,173866797,3,1281,0.998077662437524,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000432536.5",2,173866760,173866761,9,492,173866567,173866568,24,471,0.966867469879518,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000432536.5",3,173866527,173866528,2,248,173866206,173866207,1,262,0.994152046783626,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000432536.5",5,173865856,173865857,17,210,173865547,173865548,10,209,0.939461883408072,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000432536.5",6,173865470,173865471,11,100,173865282,173865283,8,176,0.935593220338983,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000425771.5",1,173866990,173866991,2,1315,173866796,173866797,3,1281,0.998077662437524,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000425771.5",2,173866760,173866761,9,492,173866567,173866568,24,471,0.966867469879518,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000425771.5",3,173866527,173866528,2,248,173866206,173866207,1,262,0.994152046783626,"0.392857142857143","28"
"1","-","ENSG00000234741.8","ENST00000425771.5",4,173866176,173866177,10,219,173865952,173865953,10,0,0.916317991631799,"0.392857142857143","28"
"1","-","ENSG00000231871.5","ENST00000421159.1",2,201821960,201821961,24,0,201820636,201820637,18,0,0,"0.333333333333333","6"
"1","+","ENSG00000153363.13","ENST00000664255.1",2,211391697,211391698,0,13,211391826,211391827,0,12,1,"0.3","30"
"1","+","ENSG00000153363.13","ENST00000662409.1",2,211391697,211391698,0,13,211391826,211391827,0,12,1,"0.3","30"
"1","+","ENSG00000153363.13","ENST00000670353.1",2,211391697,211391698,0,13,211391826,211391827,0,12,1,"0.3","30"
"1","+","ENSG00000153363.13","ENST00000663693.1",3,211391697,211391698,0,13,211391826,211391827,0,12,1,"0.3","30"
"1","+","ENSG00000153363.13","ENST00000667464.1",2,211391697,211391698,0,13,211391826,211391827,0,12,1,"0.3","30"
"1","+","ENSG00000153363.13","ENST00000659698.1",3,211391697,211391698,0,13,211391826,211391827,0,12,1,"0.3","30"
"1","+","ENSG00000153363.13","ENST00000654903.1",4,211391697,211391698,0,13,211391826,211391827,0,12,1,"0.3","30"
"1","-","ENSG00000232480.1","ENST00000414452.1",1,218345602,218345603,43,5,218345388,218345389,14,5,0.149253731343284,"0.333333333333333","3"
"1","+","ENSG00000233706.1","ENST00000433837.1",1,226992224,226992225,10,0,226992392,226992393,11,0,0,"0.333333333333333","3"
"1","-","ENSG00000224407.1","ENST00000414640.1",1,230281489,230281490,244,0,230280936,230280937,220,0,0,"0.5","2"
"1","+","ENSG00000228830.1","ENST00000436039.1",1,234607637,234607638,125,0,234609420,234609421,16,0,0,"0.5","2"
"2","+","ENSG00000234171.3","ENST00000664922.1",1,3558998,3558999,0,59,3559447,3559448,7,34,0.93,"0.333333333333333","3"
"2","+","ENSG00000234171.3","ENST00000664922.1",2,3559729,3559730,0,20,3561316,3561317,0,40,1,"0.333333333333333","3"
"2","+","ENSG00000259080.1","ENST00000505973.1",2,27598254,27598255,0,17,27599582,27599583,0,17,1,"0.125","8"
"2","+","ENSG00000259080.1","ENST00000505973.1",3,27599678,27599679,0,13,27599969,27599970,0,11,1,"0.125","8"
"2","+","ENSG00000259080.1","ENST00000505973.1",5,27601442,27601443,0,17,27602462,27602463,0,17,1,"0.125","8"
"2","+","ENSG00000259080.1","ENST00000505973.1",6,27602561,27602562,0,24,27603139,27603140,0,24,1,"0.125","8"
"2","+","ENSG00000259080.1","ENST00000505973.1",7,27603307,27603308,1,25,27607844,27607845,0,25,0.980392156862745,"0.125","8"
"2","+","ENSG00000259080.1","ENST00000505973.1",9,27615269,27615270,0,16,27616261,27616262,0,16,1,"0.125","8"
"2","+","ENSG00000259080.1","ENST00000505973.1",11,27617571,27617572,0,12,27621152,27621153,1,12,0.96,"0.125","8"
"2","+","ENSG00000259080.1","ENST00000505973.1",13,27629952,27629953,0,80,27631026,27631027,0,73,1,"0.125","8"
"2","+","ENSG00000259080.1","ENST00000505973.1",14,27631066,27631067,0,65,27631833,27631834,0,66,1,"0.125","8"
"2","+","ENSG00000259080.1","ENST00000505973.1",15,27631900,27631901,1,67,27632632,27632633,0,76,0.993055555555556,"0.125","8"
"2","+","ENSG00000259080.1","ENST00000505973.1",16,27632670,27632671,0,99,27634845,27634846,0,98,1,"0.125","8"
"2","+","ENSG00000259080.1","ENST00000505973.1",17,27634924,27634925,0,86,27635139,27635140,3,88,0.983050847457627,"0.125","8"
"2","+","ENSG00000236213.2","ENST00000419425.1",3,37642927,37642928,10,0,37644416,37644417,10,0,0,"0.25","8"
"2","+","ENSG00000236213.2","ENST00000419425.1",4,37644441,37644442,13,0,37646675,37646676,14,0,0,"0.25","8"
"2","+","ENSG00000231312.7","ENST00000426083.5",2,39453931,39453932,0,13,39454296,39454297,0,13,1,"0.238095238095238","21"
"2","+","ENSG00000231312.7","ENST00000671403.1",1,39437535,39437536,0,42,39453838,39453839,0,41,1,"0.238095238095238","21"
"2","+","ENSG00000231312.7","ENST00000671403.1",2,39453931,39453932,0,13,39454296,39454297,0,13,1,"0.238095238095238","21"
"2","+","ENSG00000231312.7","ENST00000658048.1",1,39437535,39437536,0,42,39453838,39453839,0,41,1,"0.238095238095238","21"
"2","+","ENSG00000231312.7","ENST00000658048.1",2,39453931,39453932,0,13,39454296,39454297,0,13,1,"0.238095238095238","21"
"2","+","ENSG00000231312.7","ENST00000425775.2",1,39437535,39437536,0,42,39453838,39453839,0,41,1,"0.238095238095238","21"
"2","+","ENSG00000231312.7","ENST00000425775.2",2,39453931,39453932,0,13,39454296,39454297,0,13,1,"0.238095238095238","21"
"2","+","ENSG00000274769.1","ENST00000462959.2",3,61117540,61117541,0,11,61118027,61118028,0,11,1,"0.25","4"
"2","+","ENSG00000274769.1","ENST00000462959.2",7,61163232,61163233,0,22,61164353,61164354,0,22,1,"0.25","4"
"2","-","ENSG00000231609.7","ENST00000429952.5",3,63046036,63046037,15,0,63045443,63045444,12,0,0,"0.272727272727273","11"
"2","-","ENSG00000231609.7","ENST00000413549.1",3,63046036,63046037,15,0,63045443,63045444,12,0,0,"0.272727272727273","11"
"2","+","ENSG00000228363.2","ENST00000424788.1",1,86604363,86604364,97,0,86605242,86605243,91,0,0,"0.375","8"
"2","-","ENSG00000285793.1","ENST00000648819.1",2,87055657,87055658,0,31,87052992,87052993,0,31,1,"0.0909090909090909","11"
"2","-","ENSG00000285793.1","ENST00000648819.1",8,87034151,87034152,0,14,87032203,87032204,0,16,1,"0.0909090909090909","11"
"2","+","ENSG00000284879.1","ENST00000646855.1",5,87707910,87707911,0,11,87713358,87713359,0,11,1,"0.0476190476190476","21"
"2","-","ENSG00000172965.17","ENST00000674070.1",4,111208755,111208756,1,9,111208661,111208662,0,16,0.961538461538462,"0.320987654320988","81"
"2","-","ENSG00000172965.17","ENST00000443467.6",8,111208755,111208756,1,9,111208661,111208662,0,16,0.961538461538462,"0.320987654320988","81"
"2","-","ENSG00000227617.9","ENST00000669918.1",2,168774820,168774821,16,0,168774638,168774639,12,0,0,"0.285714285714286","7"
"2","-","ENSG00000227617.9","ENST00000609766.5",4,168774820,168774821,16,0,168774638,168774639,12,0,0,"0.285714285714286","7"
"2","-","ENSG00000163364.10","ENST00000339037.4",3,176633032,176633033,1,14,176630432,176630433,0,19,0.970588235294118,"0.25","4"
"2","+","ENSG00000237655.1","ENST00000357045.4",2,177617520,177617521,23,0,177618287,177618288,14,0,0,"0.333333333333333","3"
"2","-","ENSG00000256458.1","ENST00000469747.2",1,203328822,203328823,0,10,203328481,203328482,6,10,0.769230769230769,"0.5","2"
"3","-","ENSG00000235978.6","ENST00000489771.2",1,4831275,4831276,0,10,4831018,4831019,0,10,1,"0.3","10"
"3","+","ENSG00000230082.1","ENST00000431558.1",2,9948180,9948181,0,25,9948354,9948355,0,23,1,"0.25","4"
"3","-","ENSG00000225733.6","ENST00000655923.1",1,14947086,14947087,1,40,14946154,14946155,0,81,0.991803278688525,"0.25","8"
"3","-","ENSG00000272149.1","ENST00000607832.1",1,33147555,33147556,17,0,33144242,33144243,111,0,0,"0.5","2"
"3","-","ENSG00000223797.6","ENST00000420850.2",2,40451704,40451705,0,12,40446847,40446848,1,12,0.96,"0.333333333333333","9"
"3","+","ENSG00000240476.1","ENST00000473756.1",1,98981386,98981387,2,64,98982463,98982464,1,70,0.978102189781022,"0.5","2"
"3","+","ENSG00000272758.6","ENST00000608015.1",2,122425658,122425659,28,1,122425847,122425848,19,1,0.0408163265306122,"0.4","10"
"3","+","ENSG00000206417.8","ENST00000511998.1",1,129315638,129315639,656,0,129315805,129315806,224,0,0,"0.272727272727273","11"
"3","+","ENSG00000288700.1","ENST00000683452.1",2,134495364,134495365,0,20,134507108,134507109,0,24,1,"0.357142857142857","14"
"3","+","ENSG00000288700.1","ENST00000683452.1",3,134507286,134507287,0,32,134531844,134531845,0,32,1,"0.357142857142857","14"
"3","+","ENSG00000288700.1","ENST00000683452.1",4,134531940,134531941,1,20,134532777,134532778,0,20,0.975609756097561,"0.357142857142857","14"
"3","+","ENSG00000288700.1","ENST00000683452.1",5,134532900,134532901,1,15,134537154,134537155,0,15,0.967741935483871,"0.357142857142857","14"
"3","+","ENSG00000288700.1","ENST00000683452.1",6,134537268,134537269,1,17,134545585,134545586,1,16,0.942857142857143,"0.357142857142857","14"
"3","+","ENSG00000288700.1","ENST00000683452.1",7,134545819,134545820,0,23,134546148,134546149,0,23,1,"0.357142857142857","14"
"3","+","ENSG00000288700.1","ENST00000683452.1",9,134549176,134549177,1,21,134550062,134550063,0,21,0.976744186046512,"0.357142857142857","14"
"3","+","ENSG00000288700.1","ENST00000683452.1",10,134550260,134550261,0,19,134551925,134551926,0,19,1,"0.357142857142857","14"
