"Gene","Gene_length","Transcript","Exon","A3","A5","AF","AL","MX","RI","SE"
"ENSMUSG00000016918.16",168915,4,28,"0","0","1","1","0","0","0"
"ENSMUSG00000025938.17",126101,5,17,"0","0","0","2","0","0","0"
"ENSMUSG00000042414.8",13706,1,8,"0","0","0","0","0","0","0"
"ENSMUSG00000005886.15",234978,3,26,"0","0","1","0","0","0","0"
"ENSMUSG00000025935.11",25212,1,11,"0","0","0","0","0","0","0"
"ENSMUSG00000025937.7",37216,1,7,"0","0","0","0","0","0","0"
"ENSMUSG00000067813.4",32952,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000025932.15",141281,4,26,"1","0","1","0","0","0","0"
"ENSMUSG00000025930.7",2646,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000032769.6",46214,2,29,"0","0","0","0","0","0","0"
"ENSMUSG00000092083.5",436496,2,5,"0","0","0","0","0","0","0"
"ENSMUSG00000025925.15",38406,2,12,"0","0","0","0","0","0","0"
"ENSMUSG00000032719.5",38860,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000067795.14",27346,2,7,"0","0","0","0","0","0","0"
"ENSMUSG00000043716.14",3367,1,7,"0","0","0","0","0","0","0"
"ENSMUSG00000025921.8",27960,1,6,"0","0","0","0","0","0","0"
"ENSMUSG00000025920.20",291438,13,38,"0","0","5","8","0","0","1"
"ENSMUSG00000025939.20",78699,2,10,"0","0","0","0","0","0","0"
"ENSMUSG00000079658.10",15317,5,14,"0","1","0","0","0","0","1"
"ENSMUSG00000025940.7",13068,2,6,"1","0","0","0","0","0","0"
"ENSMUSG00000025779.11",21560,2,8,"0","0","0","0","0","0","1"
"ENSMUSG00000042686.6",133329,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000025777.9",18909,1,6,"0","0","0","0","0","0","0"
"ENSMUSG00000067780.4",29038,1,6,"0","0","0","0","0","0","0"
"ENSMUSG00000025776.14",39299,2,17,"0","0","0","0","0","0","0"
"ENSMUSG00000025774.15",30711,3,12,"0","0","1","0","0","0","0"
"ENSMUSG00000073735.2",970,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000067773.7",14158,2,4,"0","0","0","1","0","0","0"
"ENSMUSG00000042596.8",63324,1,8,"0","0","0","0","0","0","0"
"ENSMUSG00000025927.14",29662,3,12,"0","0","1","0","0","0","0"
"ENSMUSG00000043760.17",560285,1,67,"0","0","0","0","0","0","0"
"ENSMUSG00000025929.5",3591,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000041872.10",13471,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000041859.11",17344,1,17,"0","0","0","0","0","0","0"
"ENSMUSG00000025931.16",49044,4,9,"0","0","0","0","0","0","1"
"ENSMUSG00000041809.6",39215,1,11,"0","0","0","0","0","0","0"
"ENSMUSG00000041779.6",82930,1,11,"0","0","0","0","0","0","0"
"ENSMUSG00000025933.16",11592,2,7,"0","0","0","0","0","0","0"
"ENSMUSG00000025934.16",25072,2,10,"0","0","0","0","0","0","0"
"ENSMUSG00000067750.4",2559,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000041722.8",2514,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000085079.4",2817,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000028033.17",563539,3,18,"0","0","0","0","0","0","0"
"ENSMUSG00000041670.20",488728,4,38,"0","0","0","0","0","0","0"
"ENSMUSG00000073730.3",1780,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000026158.12",31348,1,7,"0","0","0","0","0","0","0"
"ENSMUSG00000026156.9",87405,3,9,"0","0","0","0","0","0","0"
"ENSMUSG00000026155.14",77471,2,12,"0","0","0","0","0","0","0"
"ENSMUSG00000026154.5",9717,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000026153.16",89248,3,29,"0","0","0","0","0","0","0"
"ENSMUSG00000026147.17",75074,2,39,"0","0","0","0","0","0","0"
"ENSMUSG00000026141.14",325582,2,53,"0","0","0","0","0","0","0"
"ENSMUSG00000073725.9",87671,3,20,"0","0","0","0","0","0","0"
"ENSMUSG00000033569.18",762231,4,37,"0","0","0","0","0","0","0"
"ENSMUSG00000073722.4",5646,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000048411.5",4135,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000048874.16",71582,2,18,"0","0","0","0","0","0","0"
"ENSMUSG00000026064.17",9007,1,6,"0","0","0","0","0","0","0"
"ENSMUSG00000117310.3",9468,4,7,"0","0","0","0","0","0","1"
"ENSMUSG00000117091.2",725,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000086727.9",224842,3,11,"0","0","0","0","0","0","0"
"ENSMUSG00000050217.14",28324,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000026063.5",1450,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000026058.12",485854,4,15,"0","0","0","3","0","0","1"
"ENSMUSG00000091318.3",3608,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000026134.12",215985,1,14,"0","0","0","0","0","0","0"
"ENSMUSG00000004768.15",22677,2,10,"0","0","0","0","0","0","0"
"ENSMUSG00000042215.9",12311,2,5,"0","0","0","0","0","0","1"
"ENSMUSG00000042197.14",53050,2,17,"0","0","0","0","0","0","0"
"ENSMUSG00000042182.17",55764,3,9,"0","0","0","0","0","0","0"
"ENSMUSG00000026131.21",400436,8,117,"0","0","1","0","0","0","1"
"ENSMUSG00000042111.10",3002,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000026127.14",9505,1,9,"0","0","0","0","0","0","0"
"ENSMUSG00000026126.16",15971,2,17,"0","0","0","0","0","0","0"
"ENSMUSG00000026125.10",4653,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000026124.5",8665,1,6,"0","0","0","0","0","0","0"
"ENSMUSG00000037529.14",16975,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000045174.11",11287,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000037509.22",135121,2,16,"0","0","0","0","0","0","0"
"ENSMUSG00000118272.2",170,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000037503.13",29846,4,15,"0","0","0","1","0","0","2"
"ENSMUSG00000026123.12",29604,2,10,"0","0","0","0","0","0","0"
"ENSMUSG00000045216.8",38046,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000037470.15",104693,1,41,"0","0","0","0","0","0","0"
"ENSMUSG00000047180.9",10082,2,8,"0","0","0","0","0","0","0"
"ENSMUSG00000037447.17",16296,5,15,"0","0","0","0","0","1","0"
"ENSMUSG00000010453.13",33451,4,29,"2","0","0","0","0","0","0"
"ENSMUSG00000037432.16",49819,1,53,"0","0","0","0","0","0","0"
"ENSMUSG00000001143.14",25400,2,10,"0","0","0","0","0","0","0"
"ENSMUSG00000037408.11",37144,1,7,"0","0","0","0","0","0","0"
"ENSMUSG00000001138.14",16370,1,9,"0","0","0","0","0","0","0"
"ENSMUSG00000067653.13",6695,3,12,"0","0","0","0","0","0","0"
"ENSMUSG00000109510.2",9236,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000079610.10",9938,2,7,"0","1","0","0","0","0","1"
"ENSMUSG00000026121.14",9710,4,20,"0","0","0","0","0","0","0"
"ENSMUSG00000046337.18",120491,2,16,"0","0","0","0","0","0","0"
"ENSMUSG00000061518.12",2232,2,7,"0","0","0","0","0","0","0"
"ENSMUSG00000037351.10",16308,1,11,"0","0","0","0","0","0","0"
"ENSMUSG00000102416.5",47804,1,9,"0","0","0","0","0","0","0"
"ENSMUSG00000026117.11",21020,1,13,"0","0","0","0","0","0","0"
"ENSMUSG00000026116.12",151475,2,44,"0","0","0","0","0","0","0"
"ENSMUSG00000050122.20",161017,5,40,"0","0","0","0","0","1","1"
"ENSMUSG00000026114.15",48950,2,9,"0","0","0","0","0","0","0"
"ENSMUSG00000026113.18",110871,10,47,"0","0","2","0","0","0","0"
"ENSMUSG00000026112.8",13019,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000026111.16",8985,3,10,"0","1","0","0","0","0","0"
"ENSMUSG00000026110.16",101676,4,21,"0","0","1","0","0","0","0"
"ENSMUSG00000026090.17",108408,1,10,"0","0","0","0","0","0","0"
"ENSMUSG00000060771.16",111653,7,29,"0","0","1","0","0","0","0"
"ENSMUSG00000037216.6",4490,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000026088.16",15610,2,10,"0","0","0","0","0","0","0"
"ENSMUSG00000026087.12",8058,3,10,"0","0","1","0","0","0","0"
"ENSMUSG00000061584.7",10570,1,6,"0","0","0","0","0","0","0"
"ENSMUSG00000026085.12",11023,2,9,"0","0","0","0","0","0","1"
"ENSMUSG00000058407.13",12704,5,13,"1","1","2","0","0","0","0"
"ENSMUSG00000026083.13",57569,1,24,"0","0","0","0","0","0","0"
"ENSMUSG00000026082.12",77015,1,23,"0","0","0","0","0","0","0"
"ENSMUSG00000037138.19",487629,3,28,"0","0","0","0","0","0","0"
"ENSMUSG00000048814.12",43066,2,14,"0","0","0","0","0","0","0"
"ENSMUSG00000026080.15",34294,3,11,"1","0","0","0","0","1","0"
"ENSMUSG00000067604.9",11127,1,10,"0","0","0","0","0","0","0"
"ENSMUSG00000026078.11",11630,1,6,"0","0","0","0","0","0","0"
"ENSMUSG00000026077.16",169505,1,21,"0","0","0","0","0","0","0"
"ENSMUSG00000073702.12",4069,5,13,"0","1","2","0","0","0","0"
"ENSMUSG00000003134.11",107263,2,22,"0","0","0","0","0","0","0"
"ENSMUSG00000003135.16",11897,2,10,"0","0","0","0","0","0","0"
"ENSMUSG00000048234.14",26109,2,9,"0","1","0","0","0","0","0"
"ENSMUSG00000050967.6",33068,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000057173.9",55696,1,15,"0","0","0","0","0","0","0"
"ENSMUSG00000091937.4",1184,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000026074.16",125397,5,43,"0","0","0","0","0","0","0"
"ENSMUSG00000026073.14",51152,1,9,"0","0","0","0","0","0","0"
"ENSMUSG00000026072.13",92177,2,13,"0","0","0","0","0","0","0"
"ENSMUSG00000070942.9",42952,2,13,"0","0","0","0","0","0","0"
"ENSMUSG00000026069.16",35845,4,16,"0","0","0","0","0","0","0"
"ENSMUSG00000026070.16",35302,6,22,"0","2","0","0","0","0","0"
"ENSMUSG00000026068.12",36343,1,13,"0","0","0","0","0","0","0"
"ENSMUSG00000026065.9",50644,1,12,"0","0","0","0","0","0","0"
"ENSMUSG00000026062.13",88699,2,14,"0","0","0","0","0","0","1"
"ENSMUSG00000041945.13",18649,1,6,"0","0","0","0","0","0","0"
"ENSMUSG00000079588.4",51286,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000045515.5",8251,2,5,"0","0","0","0","0","0","0"
"ENSMUSG00000060679.15",54450,1,11,"0","0","0","0","0","0","0"
"ENSMUSG00000041907.10",82584,2,3,"0","0","0","0","0","0","0"
"ENSMUSG00000070939.10",51437,2,15,"0","0","0","0","0","0","0"
"ENSMUSG00000010290.8",17237,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000008136.15",73910,2,8,"0","0","0","0","0","0","0"
"ENSMUSG00000066877.12",125936,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000026051.9",11976,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000057363.13",80834,1,15,"0","0","0","0","0","0","0"
"ENSMUSG00000041763.15",69353,2,32,"0","0","0","0","0","0","0"
"ENSMUSG00000047343.5",10626,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000091844.3",23874,2,5,"0","0","0","0","0","0","0"
"ENSMUSG00000026049.12",15828,7,21,"0","0","2","0","0","0","1"
"ENSMUSG00000026047.14",12262,2,11,"0","0","0","0","0","0","0"
"ENSMUSG00000041684.12",25813,2,13,"0","0","0","0","0","0","0"
"ENSMUSG00000026048.17",33516,1,15,"0","0","0","0","0","0","0"
"ENSMUSG00000046828.4",14891,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000056870.10",245327,3,16,"0","0","0","0","0","0","0"
"ENSMUSG00000026043.19",38168,1,51,"0","0","0","0","0","0","0"
"ENSMUSG00000026042.17",128961,1,54,"0","0","0","0","0","0","0"
"ENSMUSG00000025995.17",28453,1,21,"0","0","0","0","0","0","0"
"ENSMUSG00000025993.11",18455,1,8,"0","0","0","0","0","0","0"
"ENSMUSG00000041144.13",307235,2,68,"0","0","0","0","0","0","0"
"ENSMUSG00000101337.7",381884,2,67,"0","0","0","0","0","0","0"
"ENSMUSG00000025986.7",85308,1,10,"0","0","0","0","0","0","0"
"ENSMUSG00000026109.15",286623,2,17,"0","0","0","0","0","0","0"
"ENSMUSG00000045954.8",13834,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000026107.12",12563,5,14,"0","6","0","0","0","1","0"
"ENSMUSG00000018417.15",166306,4,37,"0","0","1","0","0","0","1"
"ENSMUSG00000062939.12",120041,2,27,"0","0","0","0","0","0","0"
"ENSMUSG00000026104.15",42425,6,18,"0","1","0","1","0","0","0"
"ENSMUSG00000026103.15",69784,3,22,"0","0","0","0","0","0","0"
"ENSMUSG00000002881.15",43385,3,13,"0","0","0","0","0","0","0"
"ENSMUSG00000043015.16",21216,1,9,"0","0","0","0","0","0","0"
"ENSMUSG00000041439.16",71176,2,8,"0","0","0","0","0","0","0"
"ENSMUSG00000026102.10",32261,1,6,"0","0","0","0","0","0","0"
"ENSMUSG00000041426.13",76057,2,16,"0","0","0","0","0","0","0"
"ENSMUSG00000043629.13",97855,7,14,"0","0","3","0","1","0","0"
"ENSMUSG00000026100.7",6439,2,6,"0","1","0","0","0","0","0"
"ENSMUSG00000060715.10",29059,2,12,"0","0","0","0","0","0","0"
"ENSMUSG00000026098.14",107831,1,13,"0","0","0","0","0","0","0"
"ENSMUSG00000026097.10",13214,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000100679.2",20924,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000026096.15",12719,2,10,"0","0","0","0","0","0","0"
"ENSMUSG00000099913.2",27160,1,7,"0","0","0","0","0","0","0"
"ENSMUSG00000026095.16",8135,2,4,"0","0","1","0","0","0","0"
"ENSMUSG00000117809.2",4140,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000096141.3",309778,1,66,"0","0","0","0","0","0","0"
"ENSMUSG00000026094.15",29718,1,8,"0","0","0","0","0","0","0"
"ENSMUSG00000042807.16",388292,3,32,"0","0","0","0","0","0","0"
"ENSMUSG00000025983.12",118044,2,30,"0","0","0","0","0","0","0"
"ENSMUSG00000041303.8",42967,1,18,"0","0","0","0","0","0","0"
"ENSMUSG00000109809.2",13359,1,6,"0","0","0","0","0","0","0"
"ENSMUSG00000073678.5",84690,1,27,"0","0","0","0","0","0","0"
"ENSMUSG00000052331.15",281047,2,30,"0","0","0","0","0","0","0"
"ENSMUSG00000025982.14",42312,1,25,"0","0","0","0","0","0","0"
"ENSMUSG00000025981.14",19932,2,6,"0","0","0","0","0","0","0"
"ENSMUSG00000025980.15",10408,1,12,"0","0","0","0","0","0","0"
"ENSMUSG00000073676.5",3175,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000025979.14",23668,2,9,"0","0","0","0","0","0","0"
"ENSMUSG00000025978.15",56623,2,10,"0","0","0","0","0","0","0"
"ENSMUSG00000046994.10",11293,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000025977.16",114811,3,13,"0","0","0","0","0","0","0"
"ENSMUSG00000038349.11",348364,1,6,"0","0","0","0","0","0","0"
"ENSMUSG00000045336.6",1391,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000038331.16",184669,3,15,"0","0","0","0","0","0","0"
"ENSMUSG00000038323.4",7803,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000048495.17",18864,1,8,"0","0","0","0","0","0","0"
"ENSMUSG00000025971.7",11625,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000038305.16",174232,5,20,"0","0","0","0","0","0","0"
"ENSMUSG00000054770.17",63855,2,9,"0","0","0","0","0","0","0"
"ENSMUSG00000026039.10",29928,1,9,"0","0","0","0","0","0","0"
"ENSMUSG00000063558.5",76482,1,35,"0","0","0","0","0","0","0"
"ENSMUSG00000064294.13",87568,2,37,"0","0","0","0","0","0","0"
"ENSMUSG00000038242.13",58200,1,35,"0","0","0","0","0","0","0"
"ENSMUSG00000079554.3",101933,1,36,"0","0","0","0","0","0","0"
"ENSMUSG00000051223.15",14455,2,14,"0","0","0","0","0","0","0"
"ENSMUSG00000026034.18",13877,1,13,"0","0","0","0","0","0","0"
"ENSMUSG00000026035.16",14492,4,12,"0","0","0","0","0","0","0"
"ENSMUSG00000026036.18",36665,3,11,"0","0","0","0","0","0","0"
"ENSMUSG00000026037.15",42338,2,20,"0","0","0","0","0","0","0"
"ENSMUSG00000038174.15",63517,3,17,"0","0","0","0","0","0","0"
"ENSMUSG00000026032.9",9580,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000047528.14",49086,3,19,"0","0","0","0","0","0","0"
"ENSMUSG00000026031.16",47376,4,19,"0","0","1","1","0","0","0"
"ENSMUSG00000026029.15",52129,4,15,"0","0","0","0","0","0","0"
"ENSMUSG00000026028.13",72981,2,18,"0","0","0","0","0","0","0"
"ENSMUSG00000026027.14",22193,2,13,"0","0","0","0","0","0","0"
"ENSMUSG00000072295.8",97784,2,21,"0","0","0","0","0","0","0"
"ENSMUSG00000038079.15",19818,3,18,"0","0","0","0","0","0","0"
"ENSMUSG00000079550.10",42454,5,32,"0","0","0","0","0","0","0"
"ENSMUSG00000026024.15",74305,2,36,"0","0","0","0","0","0","0"
"ENSMUSG00000026023.17",96087,2,16,"0","0","0","0","0","0","0"
"ENSMUSG00000041075.9",4531,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000047361.17",120153,1,20,"0","0","0","0","0","0","0"
"ENSMUSG00000026021.16",84276,2,7,"0","0","0","0","0","0","0"
"ENSMUSG00000026020.10",34073,2,17,"0","0","0","0","0","0","0"
"ENSMUSG00000067336.7",115614,1,13,"0","0","0","0","0","0","0"
"ENSMUSG00000041040.13",72340,1,8,"0","0","0","0","0","0","0"
"ENSMUSG00000026018.13",60694,3,17,"0","0","0","0","0","0","0"
"ENSMUSG00000026019.16",28860,3,17,"0","0","0","0","0","0","0"
"ENSMUSG00000026017.14",55706,3,20,"1","0","0","0","0","0","1"
"ENSMUSG00000073664.12",157729,1,55,"0","0","0","0","0","0","0"
"ENSMUSG00000049439.14",44737,1,13,"0","0","0","0","0","0","0"
"ENSMUSG00000026782.16",71539,5,21,"1","0","0","0","2","1","0"
"ENSMUSG00000026014.16",84812,3,20,"0","0","0","0","0","0","0"
"ENSMUSG00000026012.3",56559,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000026011.14",28832,2,6,"0","0","0","0","0","0","0"
"ENSMUSG00000026009.15",22393,2,6,"0","0","0","0","0","0","0"
"ENSMUSG00000052062.15",1003460,3,25,"0","0","0","0","0","0","0"
"ENSMUSG00000025969.16",115410,4,21,"0","0","0","0","0","0","0"
"ENSMUSG00000040865.16",156249,2,14,"0","0","0","0","0","0","0"
"ENSMUSG00000025968.17",33237,2,21,"0","0","0","0","0","0","0"
"ENSMUSG00000025967.17",3661,2,8,"0","0","0","0","0","0","0"
"ENSMUSG00000046856.14",31852,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000027520.17",41311,2,9,"0","0","0","0","0","0","0"
"ENSMUSG00000025964.16",150385,3,29,"0","0","0","0","0","0","0"
"ENSMUSG00000115378.2",4851,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000069085.6",64076,1,15,"0","0","0","0","0","0","0"
"ENSMUSG00000025963.6",31499,1,11,"0","0","0","0","0","0","0"
"ENSMUSG00000025962.16",24041,1,12,"0","0","0","0","0","0","0"
"ENSMUSG00000025961.2",14360,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000025959.14",92835,2,7,"0","0","0","0","0","0","1"
"ENSMUSG00000025958.15",71903,6,19,"0","0","0","3","0","0","0"
"ENSMUSG00000025956.11",10769,2,6,"0","0","0","0","0","0","1"
"ENSMUSG00000070871.11",35189,3,15,"0","0","1","0","0","0","0"
"ENSMUSG00000045005.10",7193,2,4,"0","1","0","0","0","0","0"
"ENSMUSG00000051344.14",170841,1,8,"0","0","0","0","0","0","0"
"ENSMUSG00000025955.14",20070,2,11,"0","0","0","0","0","0","0"
"ENSMUSG00000070870.7",2595,2,5,"0","0","0","0","0","0","0"
"ENSMUSG00000067299.12",1580,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000025952.16",2164,2,5,"0","0","0","0","0","0","0"
"ENSMUSG00000073658.5",2069,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000044429.9",2984,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000100846.2",18939,1,6,"0","0","0","0","0","0","0"
"ENSMUSG00000044816.11",17929,2,7,"0","0","0","0","0","0","0"
"ENSMUSG00000025950.17",27884,2,11,"0","0","0","0","0","0","0"
"ENSMUSG00000025949.17",92012,2,45,"0","0","0","0","0","0","0"
"ENSMUSG00000025946.14",107188,1,13,"0","0","0","0","0","0","0"
"ENSMUSG00000025945.12",1787,2,5,"0","0","0","0","0","0","0"
"ENSMUSG00000015222.19",267310,8,30,"0","0","1","0","0","0","0"
"ENSMUSG00000055567.19",230781,2,67,"0","0","0","0","0","0","0"
"ENSMUSG00000026005.16",18974,1,8,"0","0","0","0","0","0","0"
"ENSMUSG00000026004.16",98314,2,16,"0","0","0","0","0","0","0"
"ENSMUSG00000026003.6",32438,1,11,"0","0","0","0","0","0","0"
"ENSMUSG00000061816.16",21109,4,13,"0","0","0","1","0","0","0"
"ENSMUSG00000026000.17",38355,3,13,"0","0","0","0","0","0","0"
"ENSMUSG00000025991.9",108233,1,38,"0","0","0","0","0","0","0"
"ENSMUSG00000062209.16",1075873,2,29,"0","0","0","0","0","0","0"
"ENSMUSG00000025997.14",156031,4,16,"0","0","1","0","0","0","0"
"ENSMUSG00000053153.15",898162,2,19,"0","0","0","0","0","0","0"
"ENSMUSG00000045648.16",159682,3,11,"0","0","0","0","0","1","1"
"ENSMUSG00000026196.8",75648,1,11,"0","0","0","0","0","0","0"
"ENSMUSG00000050296.15",172634,1,53,"0","0","0","0","0","0","0"
"ENSMUSG00000026192.14",22481,1,16,"0","0","0","0","0","0","0"
"ENSMUSG00000026193.16",67680,6,54,"0","0","0","1","0","0","0"
"ENSMUSG00000039395.9",52865,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000026189.14",25147,2,10,"0","0","0","0","0","0","0"
"ENSMUSG00000026188.12",18735,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000026187.10",87525,1,21,"0","0","0","0","0","0","0"
"ENSMUSG00000039372.6",109818,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000039354.17",49883,2,18,"0","0","0","0","0","0","0"
"ENSMUSG00000039342.6",57599,3,28,"0","0","0","0","0","0","0"
"ENSMUSG00000046330.11",2523,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000039323.19",27971,2,6,"0","0","0","0","0","0","0"
"ENSMUSG00000026185.9",16952,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000026182.7",835,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000055322.17",214218,6,43,"0","0","1","0","0","0","0"
"ENSMUSG00000061815.12",22682,2,15,"0","0","0","0","0","0","0"
"ENSMUSG00000026180.9",7257,2,5,"0","0","0","0","0","0","0"
"ENSMUSG00000048480.6",2846,2,3,"0","0","0","0","0","0","0"
"ENSMUSG00000006304.15",32125,3,16,"0","1","0","0","0","0","0"
"ENSMUSG00000064272.4",1074,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000006299.14",4898,2,14,"1","0","0","0","0","0","0"
"ENSMUSG00000026179.15",68764,4,17,"0","0","0","0","0","0","1"
"ENSMUSG00000006301.18",17375,2,14,"0","0","0","0","0","0","0"
"ENSMUSG00000073650.9",7213,2,12,"0","0","0","0","0","0","0"
"ENSMUSG00000026177.12",10867,2,17,"0","0","0","0","0","0","0"
"ENSMUSG00000026176.14",5776,1,7,"0","0","0","0","0","0","0"
"ENSMUSG00000026175.13",26183,1,20,"0","0","0","0","0","0","0"
"ENSMUSG00000033364.14",108773,2,28,"0","0","0","0","0","0","0"
"ENSMUSG00000026174.10",24784,1,8,"0","0","0","0","0","0","0"
"ENSMUSG00000026173.16",24906,3,24,"0","0","0","0","0","0","0"
"ENSMUSG00000026135.18",23119,3,15,"0","0","0","0","0","0","0"
"ENSMUSG00000026172.13",4154,3,12,"0","1","0","0","0","0","0"
"ENSMUSG00000026171.13",7649,2,13,"0","0","0","0","0","0","1"
"ENSMUSG00000033276.19",35449,3,31,"0","0","0","0","0","0","0"
"ENSMUSG00000033257.15",41985,2,21,"0","0","0","0","0","0","0"
"ENSMUSG00000026170.7",24318,1,9,"0","0","0","0","0","0","0"
"ENSMUSG00000006542.14",10299,3,17,"0","0","0","0","0","0","0"
"ENSMUSG00000033227.8",13430,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000026167.15",12663,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000090071.5",2798,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000055197.5",3910,2,6,"1","0","0","0","0","0","0"
